id	category	name	description	xref	provided_by	synonym	iri	object	predicate	relation	same_as	subject	subsets
MONDO:0010789	biolink:Disease												
MONDO:0006662	biolink:Disease												
MONDO:0005373	biolink:Disease												
MONDO:0019773	biolink:Disease												
MONDO:0005065	biolink:Disease												
MONDO:0005066	biolink:Disease												
MONDO:0013113	biolink:Disease												
MONDO:0002012	biolink:Disease												
MONDO:0005371	biolink:Disease												
MONDO:0005531	biolink:Disease												
MONDO:0020128	biolink:Disease												
MONDO:0004922	biolink:Disease												
MONDO:0005862	biolink:Disease												
MONDO:0043726	biolink:Disease												
MONDO:0005301	biolink:Disease												
MONDO:0004323	biolink:Disease												
MONDO:0020120	biolink:Disease												
MONDO:0005068	biolink:Disease												
MONDO:0000866	biolink:Disease												
MONDO:0005070	biolink:Disease												
MONDO:0001166	biolink:Disease												
MONDO:0002331	biolink:Disease												
MONDO:0005377	biolink:Disease												
MONDO:0002547	biolink:Disease												
MONDO:0005072	biolink:Disease												
MONDO:0005559	biolink:Disease												
MONDO:0011534	biolink:Disease												
MONDO:0005527	biolink:Disease												
MONDO:0013209	biolink:Disease												
MONDO:0005712	biolink:Disease												
MONDO:0005139	biolink:Disease												
MONDO:0006875	biolink:Disease												
MONDO:0005181	biolink:Disease												
MONDO:0010788	biolink:Disease												
MONDO:0018166	biolink:Disease												
MONDO:0005178	biolink:Disease												
MONDO:0006630	biolink:Disease												
MONDO:0005516	biolink:Disease												
MONDO:0005298	biolink:Disease												
MONDO:0008159	biolink:Disease												
MONDO:0002356	biolink:Disease												
MONDO:0004982	biolink:Disease												
MONDO:0005003	biolink:Disease												
MONDO:0002363	biolink:Disease												
MONDO:0006496	biolink:Disease												
MONDO:0005180	biolink:Disease												
MONDO:0021095	biolink:Disease												
MONDO:0011089	biolink:Disease												
MONDO:0005902	biolink:Disease												
MONDO:0019082	biolink:Disease												
MONDO:0005076	biolink:Disease												
MONDO:0003620	biolink:Disease												
MONDO:0005294	biolink:Disease												
MONDO:0003699	biolink:Disease												
MONDO:0010392	biolink:Disease												
MONDO:0013227	biolink:Disease												
MONDO:0000986	biolink:Disease												
MONDO:0005249	biolink:Disease												
MONDO:0005972	biolink:Disease												
MONDO:0006012	biolink:Disease												
MONDO:0029000	biolink:Disease												
MONDO:0008487	biolink:Disease												
MONDO:0021074	biolink:Disease												
MONDO:0003634	biolink:Disease												
MONDO:0006730	biolink:Disease												
MONDO:0015924	biolink:Disease												
MONDO:0006932	biolink:Disease												
MONDO:0005279	biolink:Disease												
MONDO:0002771	biolink:Disease												
MONDO:0011136	biolink:Disease												
MONDO:0043458	biolink:Disease												
MONDO:0001106	biolink:Disease												
MONDO:0005203	biolink:Disease												
MONDO:0100130	biolink:Disease												
MONDO:0001577	biolink:Disease												
MONDO:0005087	biolink:Disease												
MONDO:0004580	biolink:Disease												
MONDO:0005283	biolink:Disease												
MONDO:0019118	biolink:Disease												
MONDO:0006951	biolink:Disease												
MONDO:0019200	biolink:Disease												
MONDO:0013425	biolink:Disease												
MONDO:0005212	biolink:Disease												
MONDO:0019434	biolink:Disease												
MONDO:0003014	biolink:Disease												
MONDO:0024332	biolink:Disease												
MONDO:0002695	biolink:Disease												
MONDO:0024982	biolink:Disease												
MONDO:0019338	biolink:Disease												
MONDO:0044345	biolink:Disease												
MONDO:0006961	biolink:Disease												
MONDO:0001386	biolink:Disease												
MONDO:0043789	biolink:Disease												
MONDO:0005091	biolink:Disease												
MONDO:0015974	biolink:Disease												
MONDO:0005960	biolink:Disease												
MONDO:0005961	biolink:Disease												
MONDO:0005093	biolink:Disease												
MONDO:0002545	biolink:Disease												
MONDO:0043797	biolink:Disease												
MONDO:0011781	biolink:Disease												
MONDO:0002332	biolink:Disease												
MONDO:0024313	biolink:Disease												
MONDO:0002125	biolink:Disease												
MONDO:0018229	biolink:Disease												
MONDO:0001126	biolink:Disease												
MONDO:0005098	biolink:Disease												
MONDO:0005099	biolink:Disease												
MONDO:0002494	biolink:Disease												
MONDO:0005567	biolink:Disease												
MONDO:0005326	biolink:Disease												
MONDO:0005477	biolink:Disease												
MONDO:0002049	biolink:Disease												
MONDO:0000831	biolink:Disease												
MONDO:0019737	biolink:Disease												
MONDO:0006468	biolink:Disease												
MONDO:0008575	biolink:Disease												
MONDO:0004631	biolink:Disease												
MONDO:0008599	biolink:Disease												
MONDO:0005494	biolink:Disease												
MONDO:0006052	biolink:Disease												
MONDO:0019499	biolink:Disease												
MONDO:0007008	biolink:Disease												
MONDO:0008627	biolink:Disease												
MONDO:0003329	biolink:Disease												
MONDO:0006678	biolink:Disease												
MONDO:0005492	biolink:Disease												
MONDO:0020283	biolink:Disease												
MONDO:0005385	biolink:Disease												
MONDO:0000190	biolink:Disease												
MONDO:0021178	biolink:Disease												
MONDO:0010212	biolink:Disease												
CHEBI:36015	biolink:ChemicalSubstance												
MONDO:0020689	biolink:Disease												
MONDO:0007079	biolink:Disease												
MONDO:0700064	biolink:Disease												
MONDO:0012687	biolink:Disease												
MONDO:0011257	biolink:Disease												
MONDO:0005501	biolink:Disease												
MONDO:0002203	biolink:Disease												
MONDO:0012976	biolink:Disease												
MONDO:0009076	biolink:Disease												
MONDO:0003441	biolink:Disease												
MONDO:0017851	biolink:Disease												
MONDO:0003233	biolink:Disease												
MONDO:0010299	biolink:Disease												
MONDO:0001711	biolink:Disease												
MONDO:0007739	biolink:Disease												
MONDO:0002144	biolink:Disease												
MONDO:0019306	biolink:Disease												
MONDO:0011026	biolink:Disease												
MONDO:0009509	biolink:Disease												
MONDO:0010298	biolink:Disease												
MONDO:0009644	biolink:Disease												
MONDO:0005395	biolink:Disease												
MONDO:0018940	biolink:Disease												
MONDO:0009696	biolink:Disease												
MONDO:0021667	biolink:Disease												
MONDO:0700092	biolink:Disease												
MONDO:0003425	biolink:Disease												
MONDO:0005812	biolink:Disease												
MONDO:0003282	biolink:Disease												
MONDO:0021113	biolink:Disease												
MONDO:0012475	biolink:Disease												
MONDO:0008377	biolink:Disease												
MONDO:0010434	biolink:Disease												
MONDO:0004730	biolink:Disease												
CHEBI:36026	biolink:ChemicalSubstance												
CHEBI:34568	biolink:ChemicalSubstance												
MONDO:0012392	biolink:Disease												
MONDO:0006774	biolink:Disease												
MONDO:0001909	biolink:Disease												
MONDO:0009050	biolink:Disease												
MONDO:0018902	biolink:Disease												
MONDO:0004907	biolink:Disease												
MONDO:0011951	biolink:Disease												
MONDO:0019403	biolink:Disease												
MONDO:0005272	biolink:Disease												
MONDO:0001478	biolink:Disease												
MONDO:0008798	biolink:Disease												
MONDO:0006654	biolink:Disease												
MONDO:0004471	biolink:Disease												
MONDO:0022742	biolink:Disease												
MONDO:0005229	biolink:Disease												
MONDO:0011523	biolink:Disease												
MONDO:0007534	biolink:Disease												
MONDO:0008029	biolink:Disease												
MONDO:0005381	biolink:Disease												
MONDO:0020761	biolink:Disease												
MONDO:0013145	biolink:Disease												
MONDO:0007243	biolink:Disease												
MONDO:0043519	biolink:Disease												
MONDO:0013445	biolink:Disease												
MONDO:0007251	biolink:Disease												
MONDO:0008910	biolink:Disease												
MONDO:0005691	biolink:Disease												
MONDO:0015564	biolink:Disease												
MONDO:0021697	biolink:Disease												
MONDO:0006853	biolink:Disease												
MONDO:0004747	biolink:Disease												
MONDO:0016064	biolink:Disease												
MONDO:0015452	biolink:Disease												
MONDO:0001476	biolink:Disease												
MONDO:0008908	biolink:Disease												
MONDO:0005721	biolink:Disease												
MONDO:0005011	biolink:Disease												
MONDO:0006032	biolink:Disease												
MONDO:0010378	biolink:Disease												
MONDO:0002406	biolink:Disease												
MONDO:0006564	biolink:Disease												
MONDO:0016367	biolink:Disease												
MONDO:0010747	biolink:Disease												
MONDO:0007525	biolink:Disease												
MONDO:0017319	biolink:Disease												
MONDO:0041161	biolink:Disease												
MONDO:0006710	biolink:Disease												
MONDO:0008327	biolink:Disease												
MONDO:0006548	biolink:Disease												
MONDO:0019391	biolink:Disease												
MONDO:0011584	biolink:Disease												
MONDO:0021223	biolink:Disease												
MONDO:0011719	biolink:Disease												
MONDO:0005041	biolink:Disease												
MONDO:0010968	biolink:Disease												
MONDO:0002412	biolink:Disease												
MONDO:0005397	biolink:Disease												
MONDO:0006869	biolink:Disease												
MONDO:0005364	biolink:Disease												
MONDO:0016063	biolink:Disease												
MONDO:0007699	biolink:Disease												
MONDO:0000745	biolink:Disease												
MONDO:0002869	biolink:Disease												
MONDO:0006500	biolink:Disease												
MONDO:0005570	biolink:Disease												
MONDO:0024945	biolink:Disease												
MONDO:0016264	biolink:Disease												
MONDO:0003582	biolink:Disease												
MONDO:0024237	biolink:Disease												
MONDO:0005797	biolink:Disease												
MONDO:0024288	biolink:Disease												
MONDO:0001566	biolink:Disease												
MONDO:0004743	biolink:Disease												
MONDO:0021187	biolink:Disease												
MONDO:0007244	biolink:Disease												
MONDO:0006964	biolink:Disease												
MONDO:0002146	biolink:Disease												
MONDO:0003778	biolink:Disease												
MONDO:0013461	biolink:Disease												
MONDO:0011385	biolink:Disease												
MONDO:0005020	biolink:Disease												
MONDO:0005814	biolink:Disease												
MONDO:0007154	biolink:Disease												
MONDO:0100429	biolink:Disease												
MONDO:0014415	biolink:Disease												
MONDO:0009495	biolink:Disease												
MONDO:0001572	biolink:Disease												
MONDO:0011989	biolink:Disease												
MONDO:0007893	biolink:Disease												
MONDO:0005059	biolink:Disease												
MONDO:0005402	biolink:Disease												
MONDO:0019245	biolink:Disease												
MONDO:0006573	biolink:Disease												
MONDO:0005106	biolink:Disease												
MONDO:0006574	biolink:Disease												
MONDO:0013280	biolink:Disease												
MONDO:0005828	biolink:Disease												
MONDO:0018954	biolink:Disease												
MONDO:0011537	biolink:Disease												
MONDO:0017638	biolink:Disease												
MONDO:0009563	biolink:Disease												
MONDO:0009564	biolink:Disease												
MONDO:0009367	biolink:Disease												
MONDO:0016642	biolink:Disease												
MONDO:0011789	biolink:Disease												
MONDO:0018059	biolink:Disease												
MONDO:0019052	biolink:Disease												
MONDO:0009637	biolink:Disease												
MONDO:0006858	biolink:Disease												
MONDO:0020579	biolink:Disease												
MONDO:0012552	biolink:Disease												
MONDO:0024965	biolink:Disease												
MONDO:0001347	biolink:Disease												
MONDO:0004876	biolink:Disease												
MONDO:0004496	biolink:Disease												
MONDO:0009725	biolink:Disease												
MONDO:0002532	biolink:Disease												
MONDO:0015294	biolink:Disease												
MONDO:0006044	biolink:Disease												
MONDO:0019496	biolink:Disease												
MONDO:0019100	biolink:Disease												
