subject	predicate	object	relation	primary_knowledge_source
COG:COG1472	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1473	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1474	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1475	biolink:subclass_of	COG_CAT:D	rdfs:subClassOf	infores:cog
COG:COG1476	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1477	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1477	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG1478	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1479	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1480	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1481	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1482	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1483	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1484	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1485	biolink:subclass_of	COG_CAT:D	rdfs:subClassOf	infores:cog
COG:COG1486	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1487	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1488	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1489	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1489	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1490	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1491	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1492	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1493	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1494	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1495	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG1496	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG1496	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1497	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1498	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1499	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1500	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1501	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1502	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG1503	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1504	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1505	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1506	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1507	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1508	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1509	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1510	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1511	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1512	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1513	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG1514	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1515	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1516	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1516	biolink:subclass_of	COG_CAT:U	rdfs:subClassOf	infores:cog
COG:COG1517	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1518	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1519	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1520	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1521	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1522	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1523	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1524	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1525	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1526	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1527	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1528	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG1529	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1530	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1531	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1532	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1533	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1534	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1535	biolink:subclass_of	COG_CAT:Q	rdfs:subClassOf	infores:cog
COG:COG1536	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1537	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1538	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1539	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1540	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1541	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1542	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1543	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1544	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1545	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1546	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1547	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1548	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1549	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1550	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1551	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1552	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1553	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1554	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1555	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1556	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1558	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1559	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1560	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG1561	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1562	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG1563	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1564	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1565	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1566	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1567	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1568	biolink:subclass_of	COG_CAT:Q	rdfs:subClassOf	infores:cog
COG:COG1569	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1570	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1571	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1572	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1573	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1574	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1575	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1576	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1577	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG1578	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1579	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1580	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1581	biolink:subclass_of	COG_CAT:B	rdfs:subClassOf	infores:cog
COG:COG1581	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1582	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1583	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1584	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1585	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG1586	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1587	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1588	biolink:subclass_of	COG_CAT:A	rdfs:subClassOf	infores:cog
COG:COG1588	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1589	biolink:subclass_of	COG_CAT:D	rdfs:subClassOf	infores:cog
COG:COG1590	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1591	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1592	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1593	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1594	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1595	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1596	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1597	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG1597	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1598	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1599	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1600	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1601	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1602	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1603	biolink:subclass_of	COG_CAT:A	rdfs:subClassOf	infores:cog
COG:COG1603	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1604	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1605	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1606	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1607	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG1608	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG1609	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1610	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1611	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG1612	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1613	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG1614	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1615	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1617	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1618	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG1619	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1620	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1621	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1622	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1623	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1624	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1625	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1626	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1627	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1628	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1629	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG1630	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1631	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1632	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1633	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG1634	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1635	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1635	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1636	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1637	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1638	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1639	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1640	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1641	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1642	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1643	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1644	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1645	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1646	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG1647	biolink:subclass_of	COG_CAT:Q	rdfs:subClassOf	infores:cog
COG:COG1648	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1649	biolink:subclass_of	COG_CAT:D	rdfs:subClassOf	infores:cog
COG:COG1650	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1651	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG1652	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG1653	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1654	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1655	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1656	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1657	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG1658	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1659	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1660	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1661	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1663	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1664	biolink:subclass_of	COG_CAT:Z	rdfs:subClassOf	infores:cog
COG:COG1665	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1666	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1667	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1668	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1668	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG1669	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1670	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1670	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG1671	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1672	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1673	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1674	biolink:subclass_of	COG_CAT:D	rdfs:subClassOf	infores:cog
COG:COG1675	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1676	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1677	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1678	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1679	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG1680	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1681	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1682	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1683	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG1684	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1685	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1686	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1687	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1688	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1689	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1690	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1691	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG1692	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1693	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1694	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1695	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1696	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1697	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1698	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1699	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1700	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1701	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1702	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1703	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG1704	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1705	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1705	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1706	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1707	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1708	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1709	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1710	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1711	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1712	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1713	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1713	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1714	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1715	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1716	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1717	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1718	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1719	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1720	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1721	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1722	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1723	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1724	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1725	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1726	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1727	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1728	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1729	biolink:subclass_of	COG_CAT:D	rdfs:subClassOf	infores:cog
COG:COG1730	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG1731	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1732	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG1733	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1734	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1735	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1736	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1737	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1738	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1739	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1740	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1741	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1742	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1743	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG1744	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1745	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1746	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1747	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1748	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1749	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1750	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1751	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1751	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1752	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1753	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1754	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1755	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1756	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG1757	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG1758	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1759	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG1760	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1761	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG1762	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG1762	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1763	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1764	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1765	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1766	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG1766	biolink:subclass_of	COG_CAT:U	rdfs:subClassOf	infores:cog
COG:COG1767	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG1768	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG1769	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG1770	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG1771	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1772	biolink:subclass_of	COG_CAT:S	rdfs:subClassOf	infores:cog
COG:COG1773	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG1774	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG1775	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
