subject	predicate	object	relation	primary_knowledge_source
COG:COG0081	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0082	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0083	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0084	biolink:subclass_of	COG_CAT:N	rdfs:subClassOf	infores:cog
COG:COG0085	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG0086	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG0087	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0088	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0089	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0090	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0091	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0092	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0093	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0094	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0095	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0096	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0097	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0098	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0099	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0100	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0101	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0102	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0103	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0104	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0105	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0106	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0107	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0108	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0109	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0109	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG0110	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG0111	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0112	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0113	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0114	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG0115	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0115	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0116	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0117	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0118	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0119	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0120	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0121	biolink:subclass_of	COG_CAT:R	rdfs:subClassOf	infores:cog
COG:COG0122	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0123	biolink:subclass_of	COG_CAT:Q	rdfs:subClassOf	infores:cog
COG:COG0124	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0125	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0126	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0127	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0128	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0129	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0129	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0130	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0131	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0132	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0133	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0134	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0135	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0136	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0137	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0138	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0139	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0140	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0141	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0142	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0143	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0144	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0145	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0145	biolink:subclass_of	COG_CAT:Q	rdfs:subClassOf	infores:cog
COG:COG0146	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0146	biolink:subclass_of	COG_CAT:Q	rdfs:subClassOf	infores:cog
COG:COG0147	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0147	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0148	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0149	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0150	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0151	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0152	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0153	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0154	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0155	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG0156	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0157	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0158	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0159	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0160	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0161	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0162	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0163	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0164	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0165	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0166	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0167	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0168	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG0169	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0170	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG0170	biolink:subclass_of	COG_CAT:M	rdfs:subClassOf	infores:cog
COG:COG0171	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0172	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0173	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0174	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0175	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0175	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0176	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0177	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0178	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0179	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG0179	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0180	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0181	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0182	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0183	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG0184	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0185	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0186	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0187	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0188	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0189	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0189	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0189	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0189	biolink:subclass_of	COG_CAT:Q	rdfs:subClassOf	infores:cog
COG:COG0190	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0191	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0192	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0193	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0194	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0195	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG0196	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0197	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0198	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0199	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0200	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0201	biolink:subclass_of	COG_CAT:U	rdfs:subClassOf	infores:cog
COG:COG0202	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG0203	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0204	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG0205	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0206	biolink:subclass_of	COG_CAT:D	rdfs:subClassOf	infores:cog
COG:COG0207	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0208	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0209	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0210	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0211	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0212	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0213	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0214	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0215	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0216	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0217	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG0217	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0218	biolink:subclass_of	COG_CAT:D	rdfs:subClassOf	infores:cog
COG:COG0219	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0220	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0221	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG0222	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0223	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0224	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG0225	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG0226	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG0227	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0228	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0229	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG0230	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0231	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0232	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0233	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0234	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG0235	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0235	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0236	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG0237	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0238	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0239	biolink:subclass_of	COG_CAT:D	rdfs:subClassOf	infores:cog
COG:COG0239	biolink:subclass_of	COG_CAT:P	rdfs:subClassOf	infores:cog
COG:COG0240	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG0241	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0242	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0243	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG0244	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0245	biolink:subclass_of	COG_CAT:I	rdfs:subClassOf	infores:cog
COG:COG0246	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0247	biolink:subclass_of	COG_CAT:C	rdfs:subClassOf	infores:cog
COG:COG0248	biolink:subclass_of	COG_CAT:F	rdfs:subClassOf	infores:cog
COG:COG0248	biolink:subclass_of	COG_CAT:T	rdfs:subClassOf	infores:cog
COG:COG0249	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0250	biolink:subclass_of	COG_CAT:K	rdfs:subClassOf	infores:cog
COG:COG0251	biolink:subclass_of	COG_CAT:V	rdfs:subClassOf	infores:cog
COG:COG0252	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0252	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0253	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0254	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0255	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0256	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0257	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0258	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0259	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0260	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0261	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0262	biolink:subclass_of	COG_CAT:H	rdfs:subClassOf	infores:cog
COG:COG0263	biolink:subclass_of	COG_CAT:E	rdfs:subClassOf	infores:cog
COG:COG0264	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0265	biolink:subclass_of	COG_CAT:O	rdfs:subClassOf	infores:cog
COG:COG0266	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0267	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0268	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
COG:COG0269	biolink:subclass_of	COG_CAT:G	rdfs:subClassOf	infores:cog
COG:COG0270	biolink:subclass_of	COG_CAT:L	rdfs:subClassOf	infores:cog
COG:COG0270	biolink:subclass_of	COG_CAT:J	rdfs:subClassOf	infores:cog
