id	xref
UPA:UCR03210	METACYC:7KAPSYN-RXN
UPA:UCR03210	RHEA:20715
UPA:UCR03210	RHEA:42291
UPA:UCR03217	KEGG:R03217
UPA:UCR03217	METACYC:RXN-721
UPA:UCR03217	RHEA:30934
UPA:UCR03220	KEGG:R03220
UPA:UCR03220	METACYC:RXN0-1461
UPA:UCR03220	RHEA:18260
UPA:UCR03222	KEGG:R03222
UPA:UCR03222	METACYC:PROTOPORGENOXI-RXN
UPA:UCR03222	RHEA:25579
UPA:UCR03223	KEGG:R03223
UPA:UCR03223	METACYC:THI-P-SYN-RXN
UPA:UCR03223	RHEA:22331
UPA:UCR03230	KEGG:R03230
UPA:UCR03230	METACYC:2.3.1.107-RXN
UPA:UCR03230	RHEA:24499
UPA:UCR03231	KEGG:R03231
UPA:UCR03231	METACYC:DAPASYN-RXN
UPA:UCR03231	RHEA:16864
UPA:UCR03236	KEGG:R03236
UPA:UCR03236	METACYC:TAGAKIN-RXN
UPA:UCR03236	RHEA:12423
UPA:UCR03240	KEGG:R03240
UPA:UCR03240	METACYC:LACTOSE-6-PHOSPHATE-ISOMERASE-RXN
UPA:UCR03240	RHEA:13036
UPA:UCR03241	KEGG:R03241
UPA:UCR03241	METACYC:FUCULOKIN-RXN
UPA:UCR03241	RHEA:12379
UPA:UCR03243	KEGG:R03243
UPA:UCR03243	METACYC:HISTAMINOTRANS-RXN
UPA:UCR03243	RHEA:23747
UPA:UCR03244	KEGG:R03244
UPA:UCR03244	METACYC:LXULRU5P-RXN
UPA:UCR03244	RHEA:18500
UPA:UCR03245	KEGG:R03245
UPA:UCR03245	METACYC:PHOSPHOMEVALONATE-KINASE-RXN
UPA:UCR03245	RHEA:16344
UPA:UCR03254	KEGG:R03254
UPA:UCR03254	METACYC:KDO-8PSYNTH-RXN
UPA:UCR03254	RHEA:14056
UPA:UCR03256	KEGG:R03256
UPA:UCR03256	METACYC:LACTOSE6P-HYDROXY-RXN
UPA:UCR03256	RHEA:42407
UPA:UCR03260	KEGG:R03260
UPA:UCR03260	METACYC:O-SUCCHOMOSERLYASE-RXN
UPA:UCR03260	RHEA:20400
UPA:UCR03269	KEGG:R03269
UPA:UCR03269	METACYC:P-PANTOCYSDECARB-RXN
UPA:UCR03269	RHEA:16796
UPA:UCR03298	KEGG:R03298
UPA:UCR03298	RHEA:42415
UPA:UCR03303	KEGG:R03303
UPA:UCR03303	METACYC:1.13.11.15-RXN
UPA:UCR03303	RHEA:15636
UPA:UCR03307	KEGG:R03307
UPA:UCR03307	METACYC:5.5.1.2-RXN
UPA:UCR03307	RHEA:23659
UPA:UCR03308	KEGG:R03308
UPA:UCR03308	METACYC:CARBOXY-CISCIS-MUCONATE-CYCLASE-RXN
UPA:UCR03308	RHEA:14980
UPA:UCR03313	KEGG:R03313
UPA:UCR03313	METACYC:GLUTSEMIALDEHYDROG-RXN
UPA:UCR03313	RHEA:19544
UPA:UCR03314	KEGG:R03314
UPA:UCR03314	METACYC:SPONTPRO-RXN
UPA:UCR03314	RHEA:28237
UPA:UCR03348	KEGG:R03348
UPA:UCR03348	METACYC:QUINOPRIBOTRANS-RXN
UPA:UCR03348	RHEA:12736
UPA:UCR03350	KEGG:R03350
UPA:UCR03350	METACYC:KDO-8PPHOSPHAT-RXN
UPA:UCR03350	RHEA:11503
UPA:UCR03351	KEGG:R03351
UPA:UCR03351	METACYC:CPM-KDOSYNTH-RXN
UPA:UCR03351	RHEA:23451
UPA:UCR03387	KEGG:R03387
UPA:UCR03387	METACYC:DEHYDDEOXGALACTKIN-RXN
UPA:UCR03387	RHEA:16528
UPA:UCR03390	KEGG:R03390
UPA:UCR03390	METACYC:2.3.1.101-RXN
UPA:UCR03390	RHEA:18064
UPA:UCR03391	KEGG:R03391
UPA:UCR03391	RHEA:19656
UPA:UCR03392	KEGG:R03392
UPA:UCR03392	METACYC:1.17.1.1-RXN
UPA:UCR03392	RHEA:19660
UPA:UCR03409	KEGG:R03409
UPA:UCR03409	METACYC:PPPGPPHYDRO-RXN
UPA:UCR03409	RHEA:13076
UPA:UCR03418	KEGG:R03418
UPA:UCR03418	METACYC:2.4.1.67-RXN
UPA:UCR03418	RHEA:20779
UPA:UCR03443	KEGG:R03443
UPA:UCR03443	METACYC:N-ACETYLGLUTPREDUCT-RXN
UPA:UCR03443	RHEA:21591
UPA:UCR03444	KEGG:R03444
UPA:UCR03444	METACYC:RXN3O-1983
UPA:UCR03444	RHEA:26104
UPA:UCR03445	KEGG:R03445
UPA:UCR03445	METACYC:RXN-10720
UPA:UCR03445	RHEA:42455
UPA:UCR03457	KEGG:R03457
UPA:UCR03457	METACYC:IMIDPHOSDEHYD-RXN
UPA:UCR03457	RHEA:11043
UPA:UCR03458	KEGG:R03458
UPA:UCR03458	METACYC:RIBOFLAVINSYNREDUC-RXN
UPA:UCR03458	RHEA:17848
UPA:UCR03459	KEGG:R03459
UPA:UCR03459	METACYC:RIBOFLAVINSYNDEAM-RXN
UPA:UCR03459	RHEA:21871
UPA:UCR03460	KEGG:R03460
UPA:UCR03460	METACYC:2.5.1.19-RXN
UPA:UCR03460	RHEA:21259
UPA:UCR03462	KEGG:R03462
UPA:UCR03462	METACYC:BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN
UPA:UCR03462	RHEA:14416
UPA:UCR03464	KEGG:R03464
UPA:UCR03464	METACYC:3.5.4.27-RXN
UPA:UCR03464	RHEA:19056
UPA:UCR03470	KEGG:R03470
UPA:UCR03470	METACYC:4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN
UPA:UCR03470	RHEA:23351
UPA:UCR03471	KEGG:R03471
UPA:UCR03471	METACYC:OHMETPYRKIN-RXN
UPA:UCR03471	RHEA:23099
UPA:UCR03503	KEGG:R03503
UPA:UCR03503	METACYC:H2PTERIDINEPYROPHOSPHOKIN-RXN
UPA:UCR03503	RHEA:11415
UPA:UCR03504	KEGG:R03504
UPA:UCR03504	METACYC:H2NEOPTERINALDOL-RXN
UPA:UCR03504	RHEA:10543
UPA:UCR03508	KEGG:R03508
UPA:UCR03508	METACYC:IGPSYN-RXN
UPA:UCR03508	RHEA:23479
UPA:UCR03509	KEGG:R03509
UPA:UCR03509	METACYC:PRAISOM-RXN
UPA:UCR03509	RHEA:21543
UPA:UCR03534	KEGG:R03534
UPA:UCR03534	METACYC:2-HYDROXYGLUTARATE-DEHYDROGENASE-RXN
UPA:UCR03534	RHEA:21255
UPA:UCR03534	RHEA:25264
UPA:UCR03543	KEGG:R03543
UPA:UCR03543	METACYC:BENZENE-12-DIOXYGENASE-RXN
UPA:UCR03543	RHEA:13816
UPA:UCR03559	KEGG:R03559
UPA:UCR03559	METACYC:TOLUENE-DIOXYGENASE-RXN
UPA:UCR03559	RHEA:16740
UPA:UCR03630	KEGG:R03630
UPA:UCR03630	METACYC:PHTHALATE-45-DIOXYGENASE-RXN
UPA:UCR03630	RHEA:17492
UPA:UCR03693	KEGG:R03693
UPA:UCR03693	METACYC:S-2-METHYLMALATE-DEHYDRATASE-RXN
UPA:UCR03693	RHEA:13532
UPA:UCR03696	KEGG:R03696
UPA:UCR03696	METACYC:METHYLASPARTATE-AMMONIA-LYASE-RXN
UPA:UCR03696	RHEA:12832
UPA:UCR03721	KEGG:R03721
UPA:UCR03721	METACYC:2.1.1.118-RXN
UPA:UCR03721	RHEA:15376
UPA:UCR03738	KEGG:R03738
UPA:UCR03738	METACYC:STRICTOSIDINE-SYNTHASE-RXN
UPA:UCR03738	RHEA:15016
UPA:UCR03791	KEGG:R03791
UPA:UCR03791	METACYC:MANDELATE-RACEMASE-RXN
UPA:UCR03791	RHEA:13948
UPA:UCR03793	KEGG:R03793
UPA:UCR03793	METACYC:MANDELATE-DEHYDROGENASE-RXN
UPA:UCR03793	RHEA:15752
UPA:UCR03831	KEGG:R03831
UPA:UCR03831	METACYC:RETICULINE-OXIDASE-RXN
UPA:UCR03831	RHEA:19888
UPA:UCR03832	KEGG:R03832
UPA:UCR03832	METACYC:2.1.1.116-RXN
UPA:UCR03832	RHEA:17792
UPA:UCR03892	KEGG:R03892
UPA:UCR03892	METACYC:RXN-9922
UPA:UCR03892	RHEA:42435
UPA:UCR03896	KEGG:R03896
UPA:UCR03896	METACYC:R-2-METHYLMALATE-DEHYDRATASE-RXN
UPA:UCR03896	RHEA:22335
UPA:UCR03898	KEGG:R03898
UPA:UCR03898	RHEA:42427
UPA:UCR03908	KEGG:R03908
UPA:UCR03908	METACYC:2-METHYLENEGLUTARATE-MUTASE-RXN
UPA:UCR03908	RHEA:13796
UPA:UCR03932	KEGG:R03932
UPA:UCR03932	METACYC:6.2.1.33-RXN
UPA:UCR03932	RHEA:23223
UPA:UCR03937	KEGG:R03937
UPA:UCR03937	METACYC:RXN-1083
UPA:UCR03937	RHEA:42451
UPA:UCR03947	KEGG:R03947
UPA:UCR03947	METACYC:DIMETHUROPORDEHYDROG-RXN
UPA:UCR03947	RHEA:15616
UPA:UCR03948	KEGG:R03948
UPA:UCR03948	METACYC:2.1.1.130-RXN
UPA:UCR03948	RHEA:16844
UPA:UCR03968	KEGG:R03968
UPA:UCR03968	METACYC:3-ISOPROPYLMALISOM-RXN
UPA:UCR03968	RHEA:16296
UPA:UCR04000	KEGG:R04000
UPA:UCR04000	METACYC:RXN-1082
UPA:UCR04000	RHEA:42079
UPA:UCR04001	KEGG:R04001
UPA:UCR04001	METACYC:RXN-8991
UPA:UCR04001	RHEA:10679
UPA:UCR04013	KEGG:R04013
UPA:UCR04013	METACYC:2.1.1.99-RXN
UPA:UCR04013	RHEA:11339
UPA:UCR04029	KEGG:R04029
UPA:UCR04029	METACYC:ACETCAPR-RXN
UPA:UCR04029	RHEA:42507
UPA:UCR04030	KEGG:R04030
UPA:UCR04030	METACYC:O-SUCCINYLBENZOATE-COA-LIG-RXN
UPA:UCR04030	RHEA:17012
UPA:UCR04031	KEGG:R04031
UPA:UCR04031	METACYC:O-SUCCINYLBENZOATE-COA-SYN-RXN
UPA:UCR04031	RHEA:10199
UPA:UCR04035	KEGG:R04035
UPA:UCR04035	METACYC:HISTPRATPHYD-RXN
UPA:UCR04035	RHEA:22831
UPA:UCR04037	KEGG:R04037
UPA:UCR04037	METACYC:HISTCYCLOHYD-RXN
UPA:UCR04037	RHEA:20052
UPA:UCR04061	KEGG:R04061
UPA:UCR04061	METACYC:RXN-10137
UPA:UCR04061	RHEA:19444
UPA:UCR04088	KEGG:R04088
UPA:UCR04088	METACYC:TOLUENE-DIOL-DEHYDROGENASE-RXN
UPA:UCR04088	RHEA:25196
UPA:UCR04095	KEGG:R04095
UPA:UCR04095	METACYC:RXN-14264
UPA:UCR04095	RHEA:31066
UPA:UCR04101	KEGG:R04101
UPA:UCR04101	METACYC:3.8.1.7-RXN
UPA:UCR04101	RHEA:14856
UPA:UCR04109	KEGG:R04109
UPA:UCR04109	METACYC:GLUTRNAREDUCT-RXN
UPA:UCR04109	RHEA:12347
UPA:UCR04138	KEGG:R04138
UPA:UCR04138	METACYC:METHYLCROTONYL-COA-CARBOXYLASE-RXN
UPA:UCR04138	RHEA:13592
UPA:UCR04142	KEGG:R04142
UPA:UCR04142	METACYC:KETAMID-RXN
UPA:UCR04142	RHEA:42511
UPA:UCR04143	KEGG:R04143
UPA:UCR04143	METACYC:5-METHYLTHIORIBOSE-KINASE-RXN
UPA:UCR04143	RHEA:22315
UPA:UCR04144	KEGG:R04144
UPA:UCR04144	METACYC:GLYRIBONUCSYN-RXN
UPA:UCR04144	RHEA:17456
UPA:UCR04148	KEGG:R04148
UPA:UCR04148	METACYC:DMBPPRIBOSYLTRANS-RXN
UPA:UCR04148	RHEA:11199
UPA:UCR04173	KEGG:R04173
UPA:UCR04173	METACYC:PSERTRANSAM-RXN
UPA:UCR04173	RHEA:14332
UPA:UCR04189	KEGG:R04189
UPA:UCR04189	METACYC:SUCCARGDIHYDRO-RXN
UPA:UCR04189	RHEA:19536
UPA:UCR04198	KEGG:R04198
UPA:UCR04198	RHEA:35326
UPA:UCR04199	KEGG:R04199
UPA:UCR04199	RHEA:35334
UPA:UCR04208	KEGG:R04208
UPA:UCR04208	METACYC:AIRS-RXN
UPA:UCR04208	RHEA:23035
UPA:UCR04209	KEGG:R04209
UPA:UCR04209	METACYC:AIRCARBOXY-RXN
UPA:UCR04209	RHEA:10795
UPA:UCR04210	KEGG:R04210
UPA:UCR04210	METACYC:ERYTHRON4PDEHYDROG-RXN
UPA:UCR04210	RHEA:18832
UPA:UCR04217	KEGG:R04217
UPA:UCR04217	METACYC:SUCCORNTRANSAM-RXN
UPA:UCR04217	RHEA:16956
UPA:UCR04218	KEGG:R04218
UPA:UCR04218	RHEA:34482
UPA:UCR04231	KEGG:R04231
UPA:UCR04231	METACYC:P-PANTOCYSLIG-RXN
UPA:UCR04231	RHEA:19400
UPA:UCR04265	KEGG:R04265
UPA:UCR04265	METACYC:RXN-9159
UPA:UCR04265	RHEA:34570
UPA:UCR04266	KEGG:R04266
UPA:UCR04266	METACYC:RXN-9160
UPA:UCR04266	RHEA:21659
UPA:UCR04285	KEGG:R04285
UPA:UCR04285	METACYC:1.1.1.220-RXN
UPA:UCR04285	RHEA:11775
UPA:UCR04286	KEGG:R04286
UPA:UCR04286	METACYC:4.2.3.12-RXN
UPA:UCR04286	RHEA:22051
UPA:UCR04292	KEGG:R04292
UPA:UCR04292	METACYC:QUINOLINATE-SYNTHA-RXN
UPA:UCR04292	RHEA:25891
UPA:UCR04293	KEGG:R04293
UPA:UCR04293	METACYC:RXN-5721
UPA:UCR04293	RHEA:25150
UPA:UCR04296	KEGG:R04296
UPA:UCR04296	METACYC:RXN-743
UPA:UCR04296	RHEA:12856
UPA:UCR04325	KEGG:R04325
UPA:UCR04325	METACYC:GART-RXN
UPA:UCR04325	RHEA:15056
UPA:UCR04336	KEGG:R04336
UPA:UCR04336	METACYC:RXN-4821
UPA:UCR04336	RHEA:24800
UPA:UCR04347	KEGG:R04347
UPA:UCR04347	METACYC:2.1.1.86-RXN
UPA:UCR04347	RHEA:17588
UPA:UCR04364	KEGG:R04364
UPA:UCR04364	METACYC:2.3.1.89-RXN
UPA:UCR04364	RHEA:13088
UPA:UCR04365	KEGG:R04365
UPA:UCR04365	METACYC:TETHYDPICSUCC-RXN
UPA:UCR04365	RHEA:17328
UPA:UCR04371	KEGG:R04371
UPA:UCR04371	METACYC:HOMOACONITATE-HYDRATASE-RXN
UPA:UCR04371	RHEA:15488
UPA:UCR04376	KEGG:R04376
UPA:UCR04376	METACYC:1.13.11.16-RXN
UPA:UCR04376	RHEA:23843
UPA:UCR04379	KEGG:R04379
UPA:UCR04379	METACYC:5.3.3.10-RXN
UPA:UCR04379	RHEA:18816
UPA:UCR04380	KEGG:R04380
UPA:UCR04380	METACYC:CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN
UPA:UCR04382	KEGG:R04382
UPA:UCR04382	METACYC:OLIGOGALACTURONIDE-LYASE-RXN
UPA:UCR04382	RHEA:20272
UPA:UCR04383	KEGG:R04383
UPA:UCR04383	METACYC:5.3.1.17-RXN
UPA:UCR04383	RHEA:23899
UPA:UCR04390	KEGG:R04390
UPA:UCR04393	KEGG:R04393
UPA:UCR04393	RHEA:42403
UPA:UCR04405	KEGG:R04405
UPA:UCR04405	METACYC:HOMOCYSMET-RXN
UPA:UCR04405	RHEA:21199
UPA:UCR04418	KEGG:R04418
UPA:UCR04418	METACYC:CHMS-DEHYDROGENASE-RXN
UPA:UCR04418	RHEA:15684
UPA:UCR04420	KEGG:R04420
UPA:UCR04420	METACYC:5.3.1.23-RXN
UPA:UCR04420	RHEA:19992
UPA:UCR04426	KEGG:R04426
UPA:UCR04426	METACYC:3-ISOPROPYLMALDEHYDROG-RXN
UPA:UCR04426	RHEA:10895
UPA:UCR04427	KEGG:R04427
UPA:UCR04427	METACYC:RXN3O-178
UPA:UCR04427	RHEA:21131
UPA:UCR04440	KEGG:R04440
UPA:UCR04440	RHEA:31142
UPA:UCR04441	KEGG:R04441
UPA:UCR04441	METACYC:DIHYDROXYISOVALDEHYDRAT-RXN
UPA:UCR04441	RHEA:24812
UPA:UCR04448	KEGG:R04448
UPA:UCR04448	METACYC:THIAZOLSYN3-RXN
UPA:UCR04448	RHEA:24215
UPA:UCR04455	KEGG:R04455
UPA:UCR04455	METACYC:H2-METHYLENE-THMPT-DEHYDRO-RXN
UPA:UCR04455	RHEA:20020
UPA:UCR04456	KEGG:R04456
UPA:UCR04456	METACYC:1.5.99.9-RXN
UPA:UCR04456	RHEA:16724
UPA:UCR04457	KEGG:R04457
UPA:UCR04457	METACYC:LUMAZINESYN-RXN
UPA:UCR04457	RHEA:26155
UPA:UCR04463	KEGG:R04463
UPA:UCR04463	METACYC:FGAMSYN-RXN
UPA:UCR04463	RHEA:17132
UPA:UCR04464	KEGG:R04464
UPA:UCR04464	METACYC:METHELENE-THMPT-OXI-RXN
UPA:UCR04464	RHEA:21147
UPA:UCR04467	KEGG:R04467
UPA:UCR04467	METACYC:RXN-4822
UPA:UCR04467	RHEA:25318
UPA:UCR04475	KEGG:R04475
UPA:UCR04475	METACYC:SUCCINYLDIAMINOPIMTRANS-RXN
UPA:UCR04475	RHEA:11963
UPA:UCR04509	KEGG:R04509
UPA:UCR04509	METACYC:PYRIMSYN3-RXN
UPA:UCR04509	RHEA:19896
UPA:UCR04540	KEGG:R04540
UPA:UCR04540	METACYC:1.8.98.1-RXN
UPA:UCR04540	RHEA:18088
UPA:UCR04541	KEGG:R04541
UPA:UCR04541	METACYC:METHYL-COM-HTP-RXN
UPA:UCR04541	RHEA:12535
UPA:UCR04549	KEGG:R04549
UPA:UCR04549	METACYC:LIPIDXSYNTHESIS-RXN
UPA:UCR04549	RHEA:25216
UPA:UCR04550	KEGG:R04550
UPA:UCR04550	RHEA:17820
UPA:UCR04558	KEGG:R04558
UPA:UCR04558	METACYC:GLUTAMIDOTRANS-RXN
UPA:UCR04558	RHEA:24796
UPA:UCR04559	KEGG:R04559
UPA:UCR04559	METACYC:AICARSYN-RXN
UPA:UCR04559	RHEA:23923
UPA:UCR04560	KEGG:R04560
UPA:UCR04560	METACYC:AICARTRANSFORM-RXN
UPA:UCR04560	RHEA:22195
UPA:UCR04567	KEGG:R04567
UPA:UCR04567	RHEA:13928
UPA:UCR04587	KEGG:R04587
UPA:UCR04587	METACYC:UDPACYLGLCNACDEACETYL-RXN
UPA:UCR04587	RHEA:25212
UPA:UCR04591	KEGG:R04591
UPA:UCR04591	METACYC:SAICARSYN-RXN
UPA:UCR04591	RHEA:22631
UPA:UCR04594	KEGG:R04594
UPA:UCR04594	METACYC:RIBAZOLEPHOSPHAT-RXN
UPA:UCR04594	RHEA:24459
UPA:UCR04594	RHEA:30370
UPA:UCR04606	KEGG:R04606
UPA:UCR04606	METACYC:LIPIDADISACCHARIDESYNTH-RXN
UPA:UCR04606	RHEA:22671
UPA:UCR04621	KEGG:R04621
UPA:UCR04621	METACYC:DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN
UPA:UCR04621	RHEA:25309
UPA:UCR04638	KEGG:R04638
UPA:UCR04638	METACYC:H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
UPA:UCR04638	RHEA:25305
UPA:UCR04639	KEGG:R04639
UPA:UCR04640	KEGG:R04640
UPA:UCR04640	METACYC:PRIBFAICARPISOM-RXN
UPA:UCR04640	RHEA:15472
UPA:UCR04657	KEGG:R04657
UPA:UCR04657	METACYC:TETRAACYLDISACC4KIN-RXN
UPA:UCR04657	RHEA:20703
UPA:UCR04658	KEGG:R04658
UPA:UCR04658	METACYC:KDOTRANS-RXN
UPA:UCR04658	RHEA:28069
UPA:UCR04672	KEGG:R04672
UPA:UCR04672	METACYC:RXN-14037
UPA:UCR04672	RHEA:24808
UPA:UCR04673	KEGG:R04673
UPA:UCR04673	RHEA:33694
UPA:UCR04692	KEGG:R04692
UPA:UCR04692	METACYC:2.1.1.140-RXN
UPA:UCR04692	RHEA:17412
UPA:UCR04694	KEGG:R04694
UPA:UCR04694	METACYC:1.1.3.34-RXN
UPA:UCR04694	RHEA:23579
UPA:UCR04862	KEGG:R04862
UPA:UCR04863	KEGG:R04863
UPA:UCR04868	KEGG:R04868
UPA:UCR04868	METACYC:2.3.1.164-RXN
UPA:UCR04868	RHEA:20723
UPA:UCR04870	KEGG:R04870
UPA:UCR04870	METACYC:6.3.2.26-RXN
UPA:UCR04870	RHEA:23199
UPA:UCR04872	KEGG:R04872
UPA:UCR04872	METACYC:1.21.3.1-RXN
UPA:UCR04872	RHEA:22431
UPA:UCR05046	KEGG:R05046
UPA:UCR05048	KEGG:R05048
UPA:UCR05049	KEGG:R05049
UPA:UCR05049	METACYC:SUCCGLUALDDEHYD-RXN
UPA:UCR05049	RHEA:10815
UPA:UCR05068	KEGG:R05068
UPA:UCR05069	KEGG:R05069
UPA:UCR05069	RHEA:25407
UPA:UCR05070	KEGG:R05070
UPA:UCR05070	METACYC:DIHYDROXYMETVALDEHYDRAT-RXN
UPA:UCR05070	RHEA:27697
UPA:UCR05071	KEGG:R05071
UPA:UCR05071	METACYC:2-ACETOLACTATE-MUTASE-RXN
UPA:UCR05071	RHEA:31258
UPA:UCR05074	KEGG:R05074
UPA:UCR05074	METACYC:KDOTRANS2-RXN
UPA:UCR05074	RHEA:28065
UPA:UCR05075	KEGG:R05075
UPA:UCR05075	RHEA:28441
UPA:UCR05085	KEGG:R05085
UPA:UCR05085	METACYC:PSERTRANSAMPYR-RXN
UPA:UCR05085	RHEA:16576
UPA:UCR05123	KEGG:R05123
UPA:UCR05123	METACYC:2.1.1.128-RXN
UPA:UCR05123	RHEA:31910
UPA:UCR05146	KEGG:R05146
UPA:UCR05146	RHEA:28445
UPA:UCR05149	KEGG:R05149
UPA:UCR05149	METACYC:2.1.1.132-RXN
UPA:UCR05149	RHEA:17480
UPA:UCR05150	KEGG:R05150
UPA:UCR05150	METACYC:1.3.1.54-RXN
UPA:UCR05150	RHEA:23411
UPA:UCR05176	KEGG:R05176
UPA:UCR05176	METACYC:5.1.3.20-RXN
UPA:UCR05176	RHEA:17580
UPA:UCR05177	KEGG:R05177
UPA:UCR05177	METACYC:5.4.1.2-RXN
UPA:UCR05177	RHEA:22515
UPA:UCR05180	KEGG:R05180
UPA:UCR05180	METACYC:2.1.1.131-RXN
UPA:UCR05180	RHEA:12764
UPA:UCR05181	KEGG:R05181
UPA:UCR05181	METACYC:2.1.1.133-RXN
UPA:UCR05181	RHEA:22015
UPA:UCR05217	KEGG:R05217
UPA:UCR05217	METACYC:R321-RXN
UPA:UCR05217	RHEA:17296
UPA:UCR05218	KEGG:R05218
UPA:UCR05218	METACYC:R343-RXN
UPA:UCR05218	RHEA:24303
UPA:UCR05219	KEGG:R05219
UPA:UCR05219	METACYC:R322-RXN
UPA:UCR05219	RHEA:18264
UPA:UCR05220	KEGG:R05220
UPA:UCR05220	METACYC:R344-RXN
UPA:UCR05220	RHEA:11531
UPA:UCR05221	KEGG:R05221
UPA:UCR05221	METACYC:COBINAMIDEKIN-RXN
UPA:UCR05221	RHEA:15772
UPA:UCR05222	KEGG:R05222
UPA:UCR05222	METACYC:COBINPGUANYLYLTRANS-RXN
UPA:UCR05222	RHEA:22715
UPA:UCR05223	KEGG:R05223
UPA:UCR05223	METACYC:COBALAMINSYN-RXN
UPA:UCR05223	RHEA:16052
UPA:UCR05224	KEGG:R05224
UPA:UCR05224	METACYC:R341-RXN
UPA:UCR05224	RHEA:12547
UPA:UCR05225	KEGG:R05225
UPA:UCR05225	METACYC:R345-RXN
UPA:UCR05225	RHEA:23259
UPA:UCR05226	KEGG:R05226
UPA:UCR05226	METACYC:R346-RXN
UPA:UCR05226	RHEA:23507
UPA:UCR05227	KEGG:R05227
UPA:UCR05227	METACYC:R342-RXN
UPA:UCR05227	RHEA:15344
UPA:UCR05239	KEGG:R05239
UPA:UCR05239	METACYC:1.3.1.56-RXN
UPA:UCR05239	RHEA:17036
UPA:UCR05240	KEGG:R05240
UPA:UCR05240	METACYC:RXN-665
UPA:UCR05240	RHEA:23775
UPA:UCR05247	KEGG:R05247
UPA:UCR05247	METACYC:RXN-664
UPA:UCR05247	RHEA:42347
UPA:UCR05248	KEGG:R05248
UPA:UCR05248	METACYC:RXN-666
UPA:UCR05248	RHEA:42571
UPA:UCR05263	KEGG:R05263
UPA:UCR05263	METACYC:1.14.12.18-RXN
UPA:UCR05263	RHEA:18168
UPA:UCR05275	KEGG:R05275
UPA:UCR05275	METACYC:1.3.1.64-RXN
UPA:UCR05275	RHEA:13840
UPA:UCR05284	KEGG:R05284
UPA:UCR05284	METACYC:DHLAXANAU-RXN
UPA:UCR05284	RHEA:25188
UPA:UCR05285	KEGG:R05285
UPA:UCR05286	KEGG:R05286
UPA:UCR05286	METACYC:ALDXANAU-RXN
UPA:UCR05286	RHEA:30050
UPA:UCR05287	KEGG:R05287
UPA:UCR05287	METACYC:DHLBXANAU-RXN
UPA:UCR05287	RHEA:25192
UPA:UCR05320	KEGG:R05320
UPA:UCR05320	METACYC:RXN0-299
UPA:UCR05320	RHEA:15912
UPA:UCR05332	KEGG:R05332
UPA:UCR05332	METACYC:2.3.1.157-RXN
UPA:UCR05332	RHEA:13728
UPA:UCR05338	KEGG:R05338
UPA:UCR05338	METACYC:R10-RXN
UPA:UCR05338	RHEA:25204
UPA:UCR05339	KEGG:R05339
UPA:UCR05339	METACYC:R12-RXN
UPA:UCR05339	RHEA:25903
UPA:UCR05357	KEGG:R05357
UPA:UCR05357	METACYC:3.5.3.22-RXN
UPA:UCR05357	RHEA:17004
UPA:UCR05360	KEGG:R05360
UPA:UCR05360	METACYC:R608-RXN
UPA:UCR05360	RHEA:42471
UPA:UCR05361	KEGG:R05361
UPA:UCR05361	RHEA:42483
UPA:UCR05364	KEGG:R05364
UPA:UCR05364	METACYC:RXN-668
UPA:UCR05364	RHEA:42579
UPA:UCR05377	KEGG:R05377
UPA:UCR05377	METACYC:RXN-667
UPA:UCR05377	RHEA:42575
UPA:UCR05378	KEGG:R05378
UPA:UCR05378	METACYC:4.1.2.29-RXN
UPA:UCR05378	RHEA:13180
UPA:UCR05411	KEGG:R05411
UPA:UCR05411	METACYC:R607-RXN
UPA:UCR05411	RHEA:42467
UPA:UCR05413	KEGG:R05413
UPA:UCR05413	METACYC:R604-RXN
UPA:UCR05413	RHEA:42479
UPA:UCR05434	KEGG:R05434
UPA:UCR05434	METACYC:R606-RXN
UPA:UCR05434	RHEA:42463
UPA:UCR05439	KEGG:R05439
UPA:UCR05439	RHEA:42475
UPA:UCR05465	KEGG:R05465
UPA:UCR05465	METACYC:2.5.1.66-RXN
UPA:UCR05465	RHEA:10559
UPA:UCR05466	KEGG:R05466
UPA:UCR05466	METACYC:1.14.11.21-RXN
UPA:UCR05466	RHEA:20024
UPA:UCR05467	KEGG:R05467
UPA:UCR05467	METACYC:6.3.3.4-RXN
UPA:UCR05467	RHEA:23623
UPA:UCR05468	KEGG:R05468
UPA:UCR05468	METACYC:RXN-6266
UPA:UCR05468	RHEA:12776
UPA:UCR05468	RHEA:19788
UPA:UCR05469	KEGG:R05469
UPA:UCR05469	METACYC:RXN-6267
UPA:UCR05470	KEGG:R05470
UPA:UCR05470	METACYC:RXN-8892
UPA:UCR05470	RHEA:42431
UPA:UCR05471	KEGG:R05471
UPA:UCR05471	METACYC:RXN-8893
UPA:UCR05471	RHEA:42071
UPA:UCR05552	KEGG:R05552
UPA:UCR05553	KEGG:R05553
UPA:UCR05553	METACYC:ADCLY-RXN
UPA:UCR05553	RHEA:16204
UPA:UCR05554	KEGG:R05554
UPA:UCR05554	METACYC:URUR-RXN
UPA:UCR05554	RHEA:25244
UPA:UCR05558	KEGG:R05558
