id	name
HGNC:17142	OPTN
HGNC:17146	ARL2BP
HGNC:17151	ORC6
HGNC:17158	PLD3
HGNC:17168	RAB3GAP2
HGNC:17175	PLCE1
HGNC:1718	CDC14A
HGNC:17185	ASB10
HGNC:17192	TIRAP
HGNC:17194	NDUFA13
HGNC:17198	CHSY1
HGNC:17208	BICD2
HGNC:17210	DHX37
HGNC:17213	COLEC11
HGNC:17228	RAD54B
HGNC:17233	ELMO2
HGNC:17245	CPA6
HGNC:17264	POLR1A
HGNC:17272	CENPJ
HGNC:17282	RIMS1
HGNC:17284	POT1
HGNC:17288	APOA5
HGNC:17296	RRM2B
HGNC:17318	RXFP2
HGNC:17321	SP7
HGNC:17327	WAC
HGNC:17328	DTNBP1
HGNC:17340	PRPF8
HGNC:17341	TRNT1
HGNC:17342	BRWD3
HGNC:17348	PRPF3
HGNC:17349	PRPF4
HGNC:17358	TPK1
HGNC:1736	CDC42
HGNC:17366	AASS
HGNC:17367	IFT57
HGNC:17382	SRGAP1
HGNC:1739	CDC45
HGNC:17397	BANF1
HGNC:174	ACVR2B
HGNC:17412	CLCF1
HGNC:17416	ADGRV1
HGNC:1742	LRBA
HGNC:1744	CDC6
HGNC:1748	CDH1
HGNC:17493	GMNN
HGNC:17494	GJC2
HGNC:175	ACVRL1
HGNC:17513	HOMER2
HGNC:1754	CDH15
HGNC:17582	KAT6B
HGNC:1759	CDH2
HGNC:17616	IL17RD
HGNC:17619	NDE1
HGNC:1762	CDH3
HGNC:17642	DCLRE1C
HGNC:17646	NGLY1
HGNC:17652	PORCN
HGNC:17655	GREM2
HGNC:17697	SARS2
HGNC:177	ACY1
HGNC:1773	CDK4
HGNC:1774	CDK5
HGNC:17748	DACT1
HGNC:17755	TNFRSF13C
HGNC:17759	PDSS1
HGNC:17761	TREM2
HGNC:17768	TDP2
HGNC:1777	CDK6
HGNC:17772	TXN2
HGNC:17797	MAP3K20
HGNC:17800	FARSB
HGNC:17820	NT5C3A
HGNC:1785	CDKN1B
HGNC:1786	CDKN1C
HGNC:17861	TRAF3IP1
HGNC:17866	HAVCR1
HGNC:17869	AFF4
HGNC:1787	CDKN2A
HGNC:17870	INVS
HGNC:17877	NMNAT1
HGNC:17893	PGAP2
HGNC:17928	PSMC3IP
HGNC:17935	CD207
HGNC:17944	EXOSC3
HGNC:17964	RDH11
HGNC:17966	CEP83
HGNC:17967	IRAK4
HGNC:17975	REEP2
HGNC:17978	B3GALT6
HGNC:17985	ROBO4
HGNC:17989	SLC22A12
HGNC:17993	TRPM4
HGNC:17994	TRPM7
HGNC:17995	TRPM6
HGNC:17996	NAGS
HGNC:17997	FKRP
HGNC:1802	CDSN
HGNC:18021	TMC6
HGNC:18025	COA6
HGNC:18037	ARID2
HGNC:18040	ARID1B
HGNC:18053	PKD1L1
HGNC:18060	ARX
HGNC:18062	GPT2
HGNC:18083	TRPV4
HGNC:18084	TRPV3
HGNC:18085	TMEM199
HGNC:1809	CDY1
HGNC:1810	CDY2A
HGNC:18111	CCDC50
HGNC:18119	AFG2A
HGNC:18121	MFRP
HGNC:18122	SOX17
HGNC:18124	P2RY12
HGNC:18127	TUBGCP6
HGNC:18129	GHRL
HGNC:18130	SYCP3
HGNC:18141	DCDC2
HGNC:18143	DAAM2
HGNC:18145	PHF6
HGNC:18150	MYO18B
HGNC:18153	TNFRSF13B
HGNC:18169	FKBP10
HGNC:18171	CD244
HGNC:18179	VPS33A
HGNC:18183	GIPC3
HGNC:18187	SIAE
HGNC:18194	ZNF365
HGNC:18233	BANK1
HGNC:18234	MOCOS
HGNC:18243	RCBTB1
HGNC:18248	ELP2
HGNC:18249	KCTD1
HGNC:18276	SEC61A1
HGNC:18286	RAX2
HGNC:18292	CFC1
HGNC:18294	ALG1
HGNC:18305	ATP6AP2
HGNC:18308	TMLHE
HGNC:18318	ASXL1
HGNC:18324	HSD3B7
HGNC:1833	CEBPA
HGNC:18337	PADI3
HGNC:18340	WDR19
HGNC:18348	TICAM1
HGNC:18358	IL17RC
HGNC:1836	CEBPE
HGNC:18362	IMPG2
HGNC:18365	IFNL3
HGNC:18368	PADI4
HGNC:18374	HPSE2
HGNC:1838	CECR
HGNC:1839	ADA2
HGNC:18391	SCGB3A2
HGNC:18398	SMARCAD1
HGNC:18420	SETD2
HGNC:18423	DEPDC5
HGNC:18451	MCFD2
HGNC:18453	NAXE
HGNC:18455	PROK2
HGNC:18466	RNASEH1
HGNC:18475	ZDHHC9
HGNC:1848	CEL
HGNC:18481	ATP6V0A2
HGNC:18483	LIPH
HGNC:18501	RPS4Y2
HGNC:18505	RNF43
HGNC:18514	SPART
HGNC:18518	RNASEH2A
HGNC:18539	STX1B
HGNC:18540	CPT1C
HGNC:18550	IER3IP1
HGNC:1856	CENPE
HGNC:18568	HSFY1
HGNC:1857	CENPF
HGNC:18571	XKRY
HGNC:18576	CCNO
HGNC:18591	NEK9
HGNC:186	ADA
HGNC:18601	RTN4R
HGNC:18603	COL25A1
HGNC:18618	LRRK2
HGNC:18620	COG4
HGNC:18621	COG6
HGNC:18622	COG7
HGNC:18623	COG8
HGNC:18625	FKBP14
HGNC:18626	IFT27
HGNC:18640	LDLRAP1
HGNC:18647	RTN4IP1
HGNC:18654	RTTN
HGNC:18658	NUP205
HGNC:18662	RAX
HGNC:18667	PMPCA
HGNC:18672	CDK5RAP2
HGNC:18674	DDX41
HGNC:18683	EIF4A3
HGNC:18688	CRB2
HGNC:1869	CETP
HGNC:18704	NAA10
HGNC:18708	GRIP1
HGNC:18712	LGI4
HGNC:18713	GLCCI1
HGNC:18744	DNAI2
HGNC:18746	SLURP1
HGNC:1875	CFL2
HGNC:18750	RIN2
HGNC:18758	BBS7
HGNC:18762	SLC36A2
HGNC:18782	CCDC6
HGNC:18791	ZFP57
HGNC:188	ADAM10
HGNC:18801	POGZ
HGNC:18802	ATPAF2
HGNC:18806	CAMTA1
HGNC:18810	CATSPER2
HGNC:18817	HPS6
HGNC:18821	LIPI
HGNC:18828	NDUFAF1
HGNC:18829	KLHL10
HGNC:18831	CTHRC1
HGNC:1884	CFTR
HGNC:18858	PIGM
HGNC:18865	KCNT1
HGNC:18871	MMAA
HGNC:18873	IFIH1
HGNC:18884	TDP1
HGNC:18957	MAGI2
HGNC:18969	IL31RA
HGNC:18971	AP1S3
HGNC:18985	DCXR
HGNC:18986	GBA2
HGNC:19	AANAT
HGNC:19012	CORIN
HGNC:19016	TRIM44
HGNC:19027	LRRC8A
HGNC:19041	COQ8B
HGNC:19042	MASTL
HGNC:19048	ASPM
HGNC:19073	THOC2
HGNC:19077	NCR3
HGNC:1908	VPS13A
HGNC:19082	NALCN
HGNC:19087	EBF3
HGNC:19100	IL23R
HGNC:19102	RIGI
HGNC:19104	NPHP4
HGNC:1912	CHAT
HGNC:19125	FGD4
HGNC:19129	PSAT1
HGNC:19139	POMGNT1
HGNC:19141	TTBK2
HGNC:1915	CHD1
HGNC:19165	TBC1D4
HGNC:1917	CHD2
HGNC:19181	KIF14
HGNC:19185	FRAS1
HGNC:19189	DOCK6
HGNC:1919	CHD4
HGNC:19190	DOCK7
HGNC:19191	DOCK8
HGNC:19194	HMCN1
HGNC:19218	PLCZ1
HGNC:19237	NANS
HGNC:19261	MTO1
HGNC:19263	LMAN2L
HGNC:19286	SCYL2
HGNC:19309	KANK1
HGNC:19316	P3H1
HGNC:19317	P3H2
HGNC:1932	CHI3L1
HGNC:19321	NKX6-2
HGNC:19331	MMAB
HGNC:19344	DENND5A
HGNC:19349	KIF21A
HGNC:19351	BICC1
HGNC:19353	SIN3A
HGNC:19358	ALG12
HGNC:1936	CHIT1
HGNC:19368	HYDIN
HGNC:1938	CHKB
HGNC:19380	RNU12
HGNC:1940	CHM
HGNC:19412	ZMYND10
HGNC:19414	DPY19L2
HGNC:1943	CHN1
HGNC:19439	KCNK18
HGNC:19440	SBDS
HGNC:195	ADAM17
HGNC:1952	CHRM3
HGNC:1955	CHRNA1
HGNC:1956	CHRNA2
HGNC:1958	CHRNA4
HGNC:1960	CHRNA7
HGNC:1961	CHRNB1
HGNC:1962	CHRNB2
HGNC:1965	CHRND
HGNC:1966	CHRNE
HGNC:19661	TNNI3K
HGNC:1967	CHRNG
HGNC:1968	LYST
HGNC:19687	EIF2AK4
HGNC:19688	NECTIN4
HGNC:19689	RD3
HGNC:19691	MECR
HGNC:19693	COQ4
HGNC:19698	KCNV2
HGNC:19706	ADAMTSL4
HGNC:1971	CHST3
HGNC:19714	DDHD1
HGNC:19721	CANT1
HGNC:1974	CHUK
HGNC:19743	POMT2
HGNC:19747	EVC2
HGNC:1975	VSX2
HGNC:19750	TTC7A
HGNC:1980	CILP
HGNC:1983	UTP4
HGNC:1984	CISH
HGNC:1985	CIT
HGNC:19857	ISCA2
HGNC:19869	SCARF2
HGNC:1987	CITED2
HGNC:19877	GALNT12
HGNC:19899	ZFAT
HGNC:19954	SLC25A22
HGNC:19957	TECPR2
HGNC:19960	KIAA0586
HGNC:19963	TTLL5
HGNC:19967	CCDC88C
HGNC:19977	RDH12
HGNC:19986	CYCS
HGNC:20	AARS1
HGNC:20001	PCSK9
HGNC:20041	ZNF408
HGNC:20087	TTC8
HGNC:20093	ADSS1
HGNC:20105	FLVCR2
HGNC:20134	GLRX5
HGNC:20145	GPR143
HGNC:20151	SLC17A8
HGNC:20153	CHD8
HGNC:20188	DNAAF2
HGNC:2019	CLCN1
HGNC:20193	HFM1
HGNC:20194	POLR1C
HGNC:20197	SLC35C1
HGNC:2020	CLCN2
HGNC:20202	CACNA2D4
HGNC:20207	B3GLCT
HGNC:2022	CLCN4
HGNC:2023	CLCN5
HGNC:20233	COQ6
HGNC:20249	SPRED1
HGNC:2025	CLCN7
HGNC:2026	CLCNKA
HGNC:2027	CLCNKB
HGNC:20278	NUBPL
HGNC:20297	SLITRK1
HGNC:20303	SLC30A8
HGNC:20305	SLC34A3
HGNC:20311	CHAMP1
HGNC:20318	SMOC1
HGNC:2032	CLDN1
HGNC:20323	SMOC2
HGNC:20324	TGDS
HGNC:2033	CLDN10
HGNC:20330	POMP
HGNC:20340	PRICKLE2
HGNC:20342	ZDHHC15
HGNC:20347	VIPAS39
HGNC:2035	CLDN14
HGNC:2037	CLDN16
HGNC:20371	NDUFA11
HGNC:20372	NDUFB11
HGNC:20373	SPG21
HGNC:20376	SUMF1
HGNC:20389	RETN
HGNC:2040	CLDN19
HGNC:20406	KRT6C
HGNC:20407	CALR3
HGNC:20422	POLR1D
HGNC:20423	SPATA7
HGNC:20439	UPF3B
HGNC:20444	MBD5
HGNC:20449	PADI6
HGNC:20456	TRAF7
HGNC:20473	BRIP1
HGNC:20474	TMC8
HGNC:20492	COA8
HGNC:20499	L2HGDH
HGNC:20502	SLC39A5
HGNC:20509	ZC3H14
HGNC:20577	CYP26C1
HGNC:20580	CYP2R1
HGNC:20581	CYP26B1
HGNC:20582	CYP2U1
HGNC:20603	DHDDS
HGNC:20626	CHD7
HGNC:2063	CLIC2
HGNC:20653	SLC9A9
HGNC:20661	SLC25A26
HGNC:20665	SCN3B
HGNC:20670	TWIST2
HGNC:20672	PHF8
HGNC:20692	TPH2
HGNC:20716	KLC2
HGNC:2073	TPP1
HGNC:20731	GNB4
HGNC:2074	CLN3
HGNC:20748	FANCL
HGNC:2076	CLN5
HGNC:20761	ZFYVE26
HGNC:20766	TUBA1A
HGNC:2077	CLN6
HGNC:20772	TUBB3
HGNC:20773	TUBB8
HGNC:20774	TUBB4A
HGNC:20778	TUBB
HGNC:20788	RHBDF2
HGNC:2079	CLN8
HGNC:20800	SLC35D1
HGNC:2084	CLPP
HGNC:20856	THAP1
HGNC:20858	SLC39A14
HGNC:20859	SLC39A13
HGNC:20862	SLC39A8
HGNC:20889	LRIG2
HGNC:20893	BCOR
HGNC:20914	BLOC1S3
HGNC:20967	NACC1
HGNC:20997	ZMYND15
HGNC:21014	ANTXR1
HGNC:21022	AARS2
HGNC:21024	CUL7
HGNC:21033	HACE1
HGNC:21034	NDUFAF4
HGNC:21042	NUS1
HGNC:21043	PITPNM3
HGNC:21050	CDKAL1
HGNC:21054	RSPH3
HGNC:21056	ERMARD
HGNC:21057	RSPH9
HGNC:21061	SERAC1
HGNC:21062	FARS2
HGNC:21071	IYD
HGNC:21082	SEC63
HGNC:21086	MIB1
HGNC:21143	ZBTB24
HGNC:21144	DSE
HGNC:21150	RNF125
HGNC:21157	GTF2H5
HGNC:21158	RNF135
HGNC:21176	RMND1
HGNC:21181	SUMO4
HGNC:21191	DAOA
HGNC:21197	FA2H
HGNC:21219	CILK1
HGNC:21237	UQCC2
HGNC:21244	LEMD2
HGNC:21246	PNPLA1
HGNC:21253	LHFPL5
HGNC:21285	ADCY10
HGNC:21304	ADPRS
HGNC:21307	DSG4
HGNC:21308	ELOVL5
HGNC:21316	ANKRD11
HGNC:21317	DYM
HGNC:2135	SBF2
HGNC:21350	PDHX
HGNC:21365	LYRM4
HGNC:21390	RIPPLY2
HGNC:21396	ABHD5
HGNC:21406	RARS2
HGNC:21424	IFT74
HGNC:21474	INPP5E
HGNC:21478	RFX6
HGNC:2148	CNGA1
HGNC:21484	MCM9
HGNC:21493	DNAAF4
HGNC:21497	ACAD9
HGNC:21498	ATG16L1
HGNC:2150	CNGA3
HGNC:21504	PRY2
HGNC:2151	CNGB1
HGNC:21528	DIABLO
HGNC:2153	CNGB3
HGNC:21555	EYS
HGNC:21558	RSPH4A
HGNC:21575	AHI1
HGNC:21576	NHLRC1
HGNC:21580	KIAA0319
HGNC:216	ADAM9
HGNC:21606	MPC1
HGNC:21637	SATB2
HGNC:21641	TSPAN12
HGNC:21642	VARS2
HGNC:21645	CHCHD2
HGNC:21652	OSTM1
HGNC:21653	TOPORS
HGNC:21679	RSPO1
HGNC:21686	RNASET2
HGNC:21694	POU6F2
HGNC:21698	RNF216
HGNC:21699	CERKL
HGNC:21701	BRAT1
HGNC:21708	CCM2
HGNC:2171	CNTN1
HGNC:2172	CNTN2
HGNC:21732	ANTXR2
HGNC:21734	LHX4
HGNC:218	ADAMTS2
HGNC:2180	COCH
HGNC:2183	VPS13B
HGNC:2185	COL10A1
HGNC:2186	COL11A1
HGNC:21862	DYNC2I1
HGNC:21863	RBM28
HGNC:21869	AGK
HGNC:2187	COL11A2
HGNC:2188	COL12A1
HGNC:2190	COL13A1
HGNC:2194	COL17A1
HGNC:2195	COL18A1
HGNC:21957	KCTD7
HGNC:2197	COL1A1
HGNC:2198	COL1A2
HGNC:2200	COL2A1
HGNC:2201	COL3A1
HGNC:2202	COL4A1
HGNC:2203	COL4A2
HGNC:2204	COL4A3
HGNC:2205	CERT1
HGNC:2206	COL4A4
HGNC:2207	COL4A5
HGNC:2208	COL4A6
HGNC:22082	VMA21
HGNC:2209	COL5A1
HGNC:2210	COL5A2
HGNC:2211	COL6A1
HGNC:2212	COL6A2
HGNC:2213	COL6A3
HGNC:2214	COL7A1
HGNC:22140	FAM20C
HGNC:2216	COL8A2
HGNC:2217	COL9A1
HGNC:2218	COL9A2
HGNC:2219	COL9A3
HGNC:22197	AP5Z1
HGNC:2220	COLEC10
HGNC:2226	COLQ
HGNC:2227	COMP
HGNC:2228	COMT
HGNC:2230	COPA
HGNC:2235	KLF6
HGNC:2244	COQ7
HGNC:22448	NOBOX
HGNC:225	ADAR
HGNC:2252	CORO1A
HGNC:2260	COX10
HGNC:2263	COX15
HGNC:2277	COX6A1
HGNC:22788	FEZF1
HGNC:2280	COX6B1
HGNC:2291	COX7B
HGNC:22923	GMPPA
HGNC:22932	GMPPB
HGNC:22938	NLRP12
HGNC:22947	NLRP7
HGNC:2295	CP
HGNC:22954	POGLUT1
HGNC:22962	MED13L
HGNC:22965	PEX26
HGNC:22986	COL27A1
HGNC:23	ABAT
HGNC:23015	FAM20A
HGNC:23026	GNPTG
HGNC:23038	LMBRD1
HGNC:23041	PDSS2
HGNC:23044	NANOS1
HGNC:23056	ALG3
HGNC:23063	NUDT15
HGNC:23068	TRAPPC2
HGNC:23088	SLC10A7
HGNC:23089	SLC13A5
HGNC:2309	CPLX1
HGNC:23094	SLC16A12
HGNC:23096	SLC29A3
HGNC:23109	FAT4
HGNC:2312	CPN1
HGNC:23141	TRMT5
HGNC:23143	SYT14
HGNC:23147	UNC13D
HGNC:23151	FERMT3
HGNC:23157	ALG6
HGNC:23159	ALG2
HGNC:23161	ALG8
HGNC:23162	ALG10
HGNC:23166	PNPT1
HGNC:23168	FANCM
HGNC:23198	CYP4V2
HGNC:232	ADCY1
HGNC:23204	KIRREL3
HGNC:2321	CPOX
HGNC:23212	MYH14
HGNC:23213	PIGW
HGNC:23215	PIGO
HGNC:23216	ZNF469
HGNC:23228	CPAMD8
HGNC:2323	CPS1
HGNC:23230	UBA5
HGNC:23246	MYPN
HGNC:23247	DNAL1
HGNC:2328	CPT1A
HGNC:23287	ETHE1
HGNC:2330	CPT2
HGNC:23338	ACBD5
HGNC:2334	CR1
HGNC:2336	CR2
HGNC:23399	FREM1
HGNC:2340	CRADD
HGNC:23405	LRMDA
HGNC:23406	DOLK
HGNC:23419	KIFBP
HGNC:2343	CRB1
HGNC:2345	CREB1
HGNC:23452	LIPN
HGNC:2348	CREBBP
HGNC:23503	SLITRK6
HGNC:23505	BMS1
HGNC:23508	STOX1
HGNC:23537	DHTKD1
HGNC:23564	MIR17HG
HGNC:23573	MORC2
HGNC:23594	VPS13C
HGNC:236	ADCY5
HGNC:23631	NPSR1
HGNC:23639	SKIC3
HGNC:2364	CRLF1
HGNC:23657	GNE
HGNC:23658	DELEC1
HGNC:23663	VKORC1
HGNC:237	ADCY6
HGNC:23719	PGAP3
HGNC:2372	MED23
HGNC:23734	PTF1A
HGNC:2375	MED17
HGNC:23752	CERS3
HGNC:23785	PIKFYVE
HGNC:2379	CRTAP
HGNC:23791	INF2
HGNC:23801	SIPA1L3
HGNC:23805	ASXL2
HGNC:2383	CRX
HGNC:2384	CRY1
HGNC:23845	SLX4
HGNC:2388	CRYAA
HGNC:2389	CRYAB
HGNC:2394	CRYBA1
HGNC:2395	CRYBA2
HGNC:2396	CRYBA4
HGNC:2397	CRYBB1
HGNC:2398	CRYBB2
HGNC:23987	NDUFA12
HGNC:2400	CRYBB3
HGNC:24035	APPL1
HGNC:24036	APC2
HGNC:24039	CLMP
HGNC:24054	KNL1
HGNC:2409	CRYGB
HGNC:2410	CRYGC
HGNC:2411	CRYGD
HGNC:24116	RNASEH2C
HGNC:24123	B9D1
HGNC:24124	ACTL6A
HGNC:24154	BMPER
HGNC:24160	BEAN1
HGNC:2417	CRYGS
HGNC:2418	CRYM
HGNC:24200	FAM111B
HGNC:24212	CISD2
HGNC:24229	CIDEC
HGNC:24245	DRC1
HGNC:24247	GLYCTK
HGNC:24249	YARS2
HGNC:24265	PTRH2
HGNC:24268	ASCC1
HGNC:24270	DPH5
HGNC:243	ADD1
HGNC:24316	TACO1
HGNC:24323	CARTPT
HGNC:2433	CSF1R
HGNC:24338	C1GALT1C1
HGNC:2436	CSF2RB
HGNC:2439	CSF3R
HGNC:24415	BOLA3
HGNC:24431	KRT75
HGNC:24464	CHST14
HGNC:24475	DMGDH
HGNC:24488	POC1A
HGNC:245	ADD3
HGNC:24502	WDR62
HGNC:24519	TCTN3
HGNC:2452	CSNK1D
HGNC:24525	MMACHC
HGNC:24526	ATL3
HGNC:24529	TMEM98
HGNC:24537	CHMP2B
HGNC:24539	NECAP1
HGNC:24564	C2CD3
HGNC:24565	KANSL1
HGNC:2457	CSNK2A1
HGNC:24576	CDT1
HGNC:24579	CIB2
HGNC:24587	HYCC1
HGNC:24592	STEAP3
HGNC:24595	DYNC2LI1
HGNC:24624	SIL1
HGNC:2464	VCAN
HGNC:24650	EHMT1
HGNC:24668	CFHR5
HGNC:24669	FIGLA
HGNC:24671	FLAD1
HGNC:24678	FTO
HGNC:2468	SMC3
HGNC:24682	FLVCR1
HGNC:24717	PTCD3
HGNC:2472	CSRP3
HGNC:24725	FAM111A
HGNC:2475	CST3
HGNC:24783	LRIT3
HGNC:24797	FAM83H
HGNC:2481	CSTA
HGNC:2482	CSTB
HGNC:24858	MFF
HGNC:24861	G6PC3
HGNC:24862	MOGS
HGNC:24866	CEP104
HGNC:24872	GNAS-AS1
HGNC:2488	NKX2-5
HGNC:24891	DCAF8
HGNC:24912	LARP7
HGNC:24928	VPS37A
HGNC:2494	CTBP1
HGNC:24945	GPIHBP1
HGNC:24969	NPRL2
HGNC:2498	CTDP1
HGNC:250	ADH1B
HGNC:25009	UBE2T
HGNC:2501	CTH
HGNC:25018	TMEM216
HGNC:25033	LRTOMT
HGNC:2505	CTLA4
HGNC:25070	ACD
HGNC:25088	SGO1
HGNC:2509	CTNNA1
HGNC:251	ADH1C
HGNC:2511	CTNNA3
HGNC:25118	OTULIN
HGNC:25133	MARS2
HGNC:25135	LRSAM1
HGNC:2514	CTNNB1
HGNC:2515	CTNND1
HGNC:25151	ADAT3
HGNC:25155	HOGA1
HGNC:2518	CTNS
HGNC:25186	TMEM240
HGNC:2519	CTPS1
HGNC:25198	SLC25A46
HGNC:25221	MMADHC
HGNC:25223	COQ2
HGNC:2523	CTRC
HGNC:25230	AHDC1
HGNC:25240	ANO6
HGNC:25244	CCDC39
HGNC:2528	CTSC
HGNC:25280	ODAD4
HGNC:2529	CTSD
HGNC:25302	COQ9
HGNC:2531	CTSF
HGNC:25355	SLC30A10
HGNC:25356	SPRTN
HGNC:25358	RNF170
HGNC:2536	CTSK
HGNC:25360	DDX59
HGNC:25367	CCDC8
HGNC:25382	TMEM126A
HGNC:25396	FREM2
HGNC:25403	SASS6
HGNC:25415	PPM1K
HGNC:25419	ARL13B
HGNC:25439	TANGO2
HGNC:25443	C19orf12
HGNC:25455	TSR2
HGNC:25461	PUS3
HGNC:2548	CUBN
HGNC:25481	TRMU
HGNC:25491	FRMD4A
HGNC:25507	VAC14
HGNC:25519	ANO10
HGNC:25522	WRAP53
HGNC:25523	CCDC88A
HGNC:2553	CUL3
HGNC:25532	MTPAP
HGNC:25535	TMEM38B
HGNC:25538	DARS2
HGNC:2555	CUL4B
HGNC:25557	PRMT7
HGNC:25566	SETD5
HGNC:25567	ATAD3A
HGNC:25568	FANCI
HGNC:25576	NAXD
HGNC:2558	CX3CR1
HGNC:25583	ODAD2
HGNC:25608	VPS53
HGNC:2561	CXCR4
HGNC:25613	CWF19L1
HGNC:25640	UFSP2
HGNC:25660	TTC21B
HGNC:25662	AAGAB
HGNC:2567	OFD1
HGNC:25671	RNASEH2B
HGNC:25676	GORAB
HGNC:2568	MAMLD1
HGNC:25695	CARS2
HGNC:257	ADK
HGNC:2570	CYB5A
HGNC:25705	KCTD17
HGNC:25712	PGAP1
HGNC:25716	COA7
HGNC:25726	LAS1L
HGNC:25737	NHEJ1
HGNC:25740	CEP78
HGNC:25751	TRAPPC11
HGNC:25763	SMG9
HGNC:2577	CYBA
HGNC:25774	TCTN2
HGNC:2578	CYBB
HGNC:25781	ARMC5
HGNC:25784	DCAF17
HGNC:25786	REEP1
HGNC:2579	CYC1
HGNC:25792	USB1
HGNC:25799	GUF1
HGNC:25801	CPLANE1
HGNC:25808	FAM161A
HGNC:25812	SRD5A3
HGNC:25815	CEP63
HGNC:25839	GRHL3
HGNC:2584	CYLD
HGNC:25843	ZNF750
HGNC:25896	ORAI1
HGNC:25897	MFSD2A
HGNC:2590	CYP11A1
HGNC:25902	POMGNT2
HGNC:2591	CYP11B1
HGNC:2592	CYP11B2
HGNC:25928	WDR73
HGNC:2593	CYP17A1
HGNC:2594	CYP19A1
HGNC:25941	TET2
HGNC:25947	KLHL24
HGNC:25964	RETREG1
HGNC:2597	CYP1B1
HGNC:25985	PIGG
HGNC:25994	NSUN2
HGNC:2600	CYP21A2
HGNC:26006	TTC19
HGNC:26013	DNAAF5
HGNC:26019	BPNT2
HGNC:2602	CYP24A1
HGNC:26022	TRMT10C
HGNC:26031	PIGV
HGNC:26034	SDHAF2
HGNC:26038	TMEM127
HGNC:2605	CYP27A1
HGNC:26050	TMEM70
HGNC:26054	SLC25A38
HGNC:2606	CYP27B1
HGNC:26090	CCDC40
HGNC:2610	CYP2A6
HGNC:26113	TCTN1
HGNC:26114	EDC3
HGNC:26144	PALB2
HGNC:26147	AGBL5
HGNC:2615	CYP2B6
HGNC:26158	ELMOD3
HGNC:26162	PYROXD1
HGNC:26169	CTC1
HGNC:26182	COLGALT1
HGNC:26190	MTMR14
HGNC:26193	CSPP1
HGNC:26200	STN1
HGNC:2621	CYP2C19
HGNC:26219	FUZ
HGNC:26222	FAR1
HGNC:2623	CYP2C9
HGNC:26230	TM4SF20
HGNC:2625	CYP2D6
HGNC:26257	PDZD7
HGNC:26262	TTI2
HGNC:26267	POMK
HGNC:26270	PIEZO2
HGNC:26274	NARS2
HGNC:26291	BBS10
HGNC:26300	ODAPH
HGNC:26348	SEPTIN12
HGNC:26361	HEPACAM
HGNC:2638	CYP3A5
HGNC:26392	PTCHD1
HGNC:26401	MARVELD2
HGNC:26404	NADK2
HGNC:26444	UROC1
HGNC:2649	CYP51A1
HGNC:26498	ZNF513
HGNC:26504	AGBL1
HGNC:26513	NSMCE2
HGNC:2652	CYP7B1
HGNC:26521	LOXHD1
HGNC:26527	HGSNAT
HGNC:26530	CFAP53
HGNC:26551	DZIP1L
HGNC:26558	HYLS1
HGNC:26559	ZFYVE27
HGNC:26560	ODAD1
HGNC:26575	PRIMPOL
HGNC:26576	KY
HGNC:26582	UNC80
HGNC:26594	DOK7
HGNC:26600	WDR81
HGNC:2661	DAB1
HGNC:26624	KDF1
HGNC:26648	BBS12
HGNC:2665	CD55
HGNC:2666	DAG1
HGNC:26661	RNF168
HGNC:26690	CEP120
HGNC:26703	SYNE4
HGNC:2671	DAO
HGNC:26724	ANKS6
HGNC:26742	NAT8L
HGNC:2678	DARS1
HGNC:26784	MTRFR
HGNC:26790	WDR72
HGNC:2682	DAZ1
HGNC:26821	CCDC141
HGNC:26837	AMER1
HGNC:26877	CKAP2L
HGNC:26887	TAPT1
HGNC:2689	DBH
HGNC:26894	TPRN
HGNC:26899	TMTC3
HGNC:26901	OTOGL
HGNC:26922	ERCC6L2
HGNC:26926	JAGN1
HGNC:26927	FOXRED1
HGNC:26929	CDIN1
HGNC:26938	HIKESHI
HGNC:26944	TMEM138
HGNC:26970	COX20
HGNC:2698	DBT
HGNC:26988	METTL23
HGNC:2699	DDX3Y
HGNC:2701	DCC
HGNC:27030	DNAJC21
HGNC:2705	DCN
HGNC:2707	ACE
HGNC:2708	DCR
HGNC:27089	CARMIL2
HGNC:2711	DCTN1
HGNC:2714	DCX
HGNC:2718	DDB2
HGNC:2719	DDC
HGNC:27230	ESCO2
HGNC:27232	CFAP418
HGNC:2726	DDIT3
HGNC:2728	DDOST
HGNC:27288	ACSF3
HGNC:27302	IBA57
HGNC:2731	DDR2
HGNC:27310	FLCN
HGNC:27337	ANO5
HGNC:2736	DDX11
HGNC:27365	TECRL
HGNC:27375	MSRB3
HGNC:27424	RBM20
HGNC:2745	DDX3X
HGNC:27561	TSEN54
HGNC:2770	DES
HGNC:2771	CFD
HGNC:27960	SLC6A19
HGNC:27962	STING1
HGNC:2799	GRHL2
HGNC:28018	NIPAL4
HGNC:28027	WDPCP
HGNC:28033	CCDC174
HGNC:28052	XPNPEP3
HGNC:28072	LYRM7
HGNC:28086	NDUFAF2
HGNC:28093	BBIP1
HGNC:2810	GSDME
HGNC:28163	CCDC28B
HGNC:28178	CCDC115
HGNC:282	ADRA2B
HGNC:28209	CEP19
HGNC:28213	PIGY
HGNC:28216	COX14
HGNC:28249	PHYKPL
HGNC:28261	TBCK
HGNC:28287	ALG14
HGNC:28296	DYNC2I2
HGNC:28303	ODAD3
HGNC:28337	C9orf72
HGNC:28358	D2HGDH
