id	category	name	description	xref	provided_by	synonym	iri	object	predicate	relation	same_as	subject	subsets
NCBITaxon:35804	biolink:OrganismalEntity	Rhodovulum adriaticum											
mediadive.medium:351	biolink:ChemicalEntity	RHODOBACTER ADRIATICUS MEDIUM (DSMZ Medium 351)											
NCBITaxon:1081097	biolink:OrganismalEntity	Rhodococcus nanhaiensis											
NCBITaxon:37919	biolink:OrganismalEntity	Rhodococcus opacus											
NCBITaxon:1833	biolink:OrganismalEntity	Rhodococcus erythropolis											
NCBITaxon:28090	biolink:OrganismalEntity	Acinetobacter lwoffii											
NCBITaxon:2200	biolink:OrganismalEntity	Methanoculleus thermophilus											
mediadive.medium:1523	biolink:ChemicalEntity	MODIFIED METHANOBACTERIUM MEDIUM (DSMZ Medium 1523)											
NCBITaxon:595502	biolink:OrganismalEntity	Kushneria sinocarnis											
NCBITaxon:327575	biolink:OrganismalEntity	Capnocytophaga leadbetteri											
NCBITaxon:859321	biolink:OrganismalEntity	Desulfosarcina variabilis str. Montpellier											
mediadive.medium:198	biolink:ChemicalEntity	DESULFOSARCINA MEDIUM (BRACKISH WATER) (DSMZ Medium 198)											
NCBITaxon:83449	biolink:OrganismalEntity	Cystobacter ferrugineus											
NCBITaxon:78258	biolink:OrganismalEntity	Parascardovia denticolens											
NCBITaxon:995062	biolink:OrganismalEntity	Actinopolyspora saharensis											
mediadive.medium:1504	biolink:ChemicalEntity	CM-MEDIUM (DSMZ Medium 1504)											
NCBITaxon:1352	biolink:OrganismalEntity	Enterococcus faecium											
NCBITaxon:2100528	biolink:OrganismalEntity	Streptomyces tunisialbus											
NCBITaxon:1918614	biolink:OrganismalEntity	Longibaculum sp.											
mediadive.medium:339	biolink:ChemicalEntity	WILKINS-CHALGREN ANAEROBE BROTH (DSMZ Medium 339)											
NCBITaxon:1062	biolink:OrganismalEntity	Rhodobacter sp.											
NCBITaxon:376	biolink:OrganismalEntity	Bradyrhizobium sp.											
mediadive.medium:1070	biolink:ChemicalEntity	YM MEDIUM (DSMZ Medium 1070)											
NCBITaxon:864828	biolink:OrganismalEntity	Pseudoduganella umbonata											
NCBITaxon:450365	biolink:OrganismalEntity	Aquabacterium fontiphilum											
mediadive.medium:830a	biolink:ChemicalEntity	MEDIUM R2A MODIFIED (DSMZ Medium 830a)											
NCBITaxon:281091	biolink:OrganismalEntity	Azorhizobium doebereinerae											
mediadive.medium:1143	biolink:ChemicalEntity	TY MEDIUM (DSMZ Medium 1143)											
NCBITaxon:67372	biolink:OrganismalEntity	Streptomyces variabilis											
NCBITaxon:38314	biolink:OrganismalEntity	Streptomyces nogalater											
NCBITaxon:35619	biolink:OrganismalEntity	Streptomyces griseoflavus											
NCBITaxon:394732	biolink:OrganismalEntity	Parasphingorhabdus marina											
NCBITaxon:252302	biolink:OrganismalEntity	Oceanicola granulosus											
NCBITaxon:1912891	biolink:OrganismalEntity	Sphingobium sp.											
NCBITaxon:143495	biolink:OrganismalEntity	Aneurinibacillus thermoaerophilus											
mediadive.medium:453	biolink:ChemicalEntity	STANDARD I MEDIUM (DSMZ Medium 453)											
NCBITaxon:1831	biolink:OrganismalEntity	Rhodococcus sp. (in: high G+C Gram-positive bacteria)											
NCBITaxon:83451	biolink:OrganismalEntity	Archangium violaceum											
NCBITaxon:218139	biolink:OrganismalEntity	Aeriscardovia aeriphila											
NCBITaxon:59823	biolink:OrganismalEntity	Prevotella sp.											
NCBITaxon:1883105	biolink:OrganismalEntity	Nonomuraea sp.											
NCBITaxon:2010198	biolink:OrganismalEntity	Caballeronia mineralivorans											
NCBITaxon:1227492	biolink:OrganismalEntity	Natrialba chahannaoensis JCM 10990											
mediadive.medium:371	biolink:ChemicalEntity	NATRONOBACTERIA MEDIUM (DSMZ Medium 371)											
NCBITaxon:1486281	biolink:OrganismalEntity	Roseovarius sp.											
NCBITaxon:1347788	biolink:OrganismalEntity	Geomicrobium sediminis											
NCBITaxon:472	biolink:OrganismalEntity	Acinetobacter sp.											
NCBITaxon:439481	biolink:OrganismalEntity	Aciduliprofundum boonei T469											
mediadive.medium:1083	biolink:ChemicalEntity	ACIDULIPROFUNDUM MEDIUM (DSMZ Medium 1083)											
NCBITaxon:1123246	biolink:OrganismalEntity	Sedimentibacter saalensis DSM 13558											
mediadive.medium:943	biolink:ChemicalEntity	SEDIMENTIBACTER SAALENSIS MEDIUM (DSMZ Medium 943)											
NCBITaxon:398773	biolink:OrganismalEntity	Methylohalomonas lacus											
mediadive.medium:1171	biolink:ChemicalEntity	METHYLOHALOMONAS MEDIUM (DSMZ Medium 1171)											
NCBITaxon:588672	biolink:OrganismalEntity	Patulibacter americanus											
NCBITaxon:58340	biolink:OrganismalEntity	Streptomyces lavendulae subsp. lavendulae											
NCBITaxon:390242	biolink:OrganismalEntity	Pedobacter soli											
NCBITaxon:765201	biolink:OrganismalEntity	Promicromonospora thailandica											
NCBITaxon:889282	biolink:OrganismalEntity	Polyangium spumosum											
NCBITaxon:83455	biolink:OrganismalEntity	Myxococcus stipitatus											
NCBITaxon:79270	biolink:OrganismalEntity	Desulfurella kamchatkensis											
mediadive.medium:480c	biolink:ChemicalEntity	DESULFURELLA (K-119) MEDIUM (DSMZ Medium 480c)											
NCBITaxon:147645	biolink:OrganismalEntity	Paracoccus yeei											
NCBITaxon:50741	biolink:OrganismalEntity	Marinobacter sp.											
NCBITaxon:1871048	biolink:OrganismalEntity	Devosia sp.											
NCBITaxon:390241	biolink:OrganismalEntity	Pedobacter rhizosphaerae											
NCBITaxon:67304	biolink:OrganismalEntity	Streptomyces griseorubiginosus											
NCBITaxon:51203	biolink:OrganismalEntity	Methanohalophilus euhalobius											
mediadive.medium:713	biolink:ChemicalEntity	METHANOHALOPHILUS EUHALOBIUS MEDIUM (DSMZ Medium 713)											
NCBITaxon:82996	biolink:OrganismalEntity	Serratia plymuthica											
NCBITaxon:1048	biolink:OrganismalEntity	Marichromatium gracile											
