subject	predicate	object	relation	provided_by
RHEA:14397	biolink:close_match	EC:4.1.1.68	skos:closeMatch	Rhea
RHEA:14401	biolink:close_match	EC:1.1.1.225	skos:closeMatch	Rhea
RHEA:14405	biolink:close_match	EC:1.1.1.119	skos:closeMatch	Rhea
RHEA:14405	biolink:close_match	EC:1.1.1.359	skos:closeMatch	Rhea
RHEA:14405	biolink:close_match	EC:1.1.1.360	skos:closeMatch	Rhea
RHEA:14405	biolink:close_match	EC:1.1.1.47	skos:closeMatch	Rhea
RHEA:14409	biolink:close_match	EC:1.13.11.19	skos:closeMatch	Rhea
RHEA:14413	biolink:close_match	EC:1.13.11.39	skos:closeMatch	Rhea
RHEA:14417	biolink:close_match	EC:2.3.1.32	skos:closeMatch	Rhea
RHEA:14421	biolink:close_match	EC:3.5.1.72	skos:closeMatch	Rhea
RHEA:14425	biolink:close_match	EC:2.7.1.68	skos:closeMatch	Rhea
RHEA:14429	biolink:close_match	EC:7.4.2.6	skos:closeMatch	Rhea
RHEA:14433	biolink:close_match	EC:2.7.7.72	skos:closeMatch	Rhea
RHEA:14437	biolink:close_match	EC:1.4.3.14	skos:closeMatch	Rhea
RHEA:14441	biolink:close_match	EC:2.3.1.60	skos:closeMatch	Rhea
RHEA:14445	biolink:close_match	EC:3.1.4.4	skos:closeMatch	Rhea
RHEA:14449	biolink:close_match	EC:1.3.1.75	skos:closeMatch	Rhea
RHEA:14457	biolink:close_match	EC:2.3.3.12	skos:closeMatch	Rhea
RHEA:14461	biolink:close_match	EC:2.4.1.193	skos:closeMatch	Rhea
RHEA:14465	biolink:close_match	EC:3.1.3.15	skos:closeMatch	Rhea
RHEA:14469	biolink:close_match	EC:1.2.1.32	skos:closeMatch	Rhea
RHEA:14473	biolink:close_match	EC:1.3.1.93	skos:closeMatch	Rhea
RHEA:14477	biolink:close_match	EC:1.3.8.7	skos:closeMatch	Rhea
RHEA:14481	biolink:close_match	EC:3.1.3.87	skos:closeMatch	Rhea
RHEA:14485	biolink:close_match	EC:4.2.3.172	skos:closeMatch	Rhea
RHEA:14489	biolink:close_match	EC:3.1.4.37	skos:closeMatch	Rhea
RHEA:14493	biolink:close_match	EC:3.2.2.24	skos:closeMatch	Rhea
RHEA:14497	biolink:close_match	EC:1.1.99.9	skos:closeMatch	Rhea
RHEA:14501	biolink:close_match	EC:4.4.1.2	skos:closeMatch	Rhea
RHEA:14505	biolink:close_match	EC:2.8.1.3	skos:closeMatch	Rhea
RHEA:14509	biolink:close_match	EC:1.14.11.25	skos:closeMatch	Rhea
RHEA:14513	biolink:close_match	EC:6.3.5.6	skos:closeMatch	Rhea
RHEA:14517	biolink:close_match	EC:4.1.2.61	skos:closeMatch	Rhea
RHEA:14521	biolink:close_match	EC:1.1.1.183	skos:closeMatch	Rhea
RHEA:14525	biolink:close_match	EC:1.21.99.1	skos:closeMatch	Rhea
RHEA:14529	biolink:close_match	EC:2.7.7.35	skos:closeMatch	Rhea
RHEA:14533	biolink:close_match	EC:3.5.2.10	skos:closeMatch	Rhea
RHEA:14537	biolink:close_match	EC:3.5.4.20	skos:closeMatch	Rhea
RHEA:14541	biolink:close_match	EC:3.1.2.27	skos:closeMatch	Rhea
RHEA:14545	biolink:close_match	EC:3.5.1.19	skos:closeMatch	Rhea
RHEA:14549	biolink:close_match	EC:3.7.1.9	skos:closeMatch	Rhea
RHEA:14553	biolink:close_match	EC:2.6.1.74	skos:closeMatch	Rhea
RHEA:14557	biolink:close_match	EC:3.2.1.125	skos:closeMatch	Rhea
RHEA:14561	biolink:close_match	EC:2.3.1.145	skos:closeMatch	Rhea
RHEA:14569	biolink:close_match	EC:4.2.1.28	skos:closeMatch	Rhea
RHEA:14573	biolink:close_match	EC:4.2.1.40	skos:closeMatch	Rhea
RHEA:14581	biolink:close_match	EC:1.6.5.4	skos:closeMatch	Rhea
RHEA:14597	biolink:close_match	EC:2.7.8.24	skos:closeMatch	Rhea
RHEA:14601	biolink:close_match	EC:1.13.12.2	skos:closeMatch	Rhea
RHEA:14605	biolink:close_match	EC:2.4.1.36	skos:closeMatch	Rhea
RHEA:14609	biolink:close_match	EC:1.1.1.289	skos:closeMatch	Rhea
RHEA:14613	biolink:close_match	EC:7.6.2.7	skos:closeMatch	Rhea
RHEA:14617	biolink:close_match	EC:1.8.1.10	skos:closeMatch	Rhea
RHEA:14621	biolink:close_match	EC:5.4.99.7	skos:closeMatch	Rhea
RHEA:14625	biolink:close_match	EC:2.4.1.2	skos:closeMatch	Rhea
RHEA:14629	biolink:close_match	EC:2.7.2.8	skos:closeMatch	Rhea
RHEA:14633	biolink:close_match	EC:7.2.2.3	skos:closeMatch	Rhea
RHEA:14633	biolink:close_match	EC:7.2.2.4	skos:closeMatch	Rhea
RHEA:14637	biolink:close_match	EC:2.8.2.16	skos:closeMatch	Rhea
RHEA:14649	biolink:close_match	EC:2.4.1.318	skos:closeMatch	Rhea
RHEA:14653	biolink:close_match	EC:3.1.4.17	skos:closeMatch	Rhea
RHEA:14657	biolink:close_match	EC:5.3.1.6	skos:closeMatch	Rhea
RHEA:14665	biolink:close_match	EC:3.5.4.3	skos:closeMatch	Rhea
RHEA:14669	biolink:close_match	EC:1.2.1.9	skos:closeMatch	Rhea
RHEA:14669	biolink:close_match	EC:1.2.1.90	skos:closeMatch	Rhea
RHEA:14673	biolink:close_match	EC:7.4.2.1	skos:closeMatch	Rhea
RHEA:14685	biolink:close_match	EC:1.1.99.20	skos:closeMatch	Rhea
RHEA:14689	biolink:close_match	EC:1.14.12.9	skos:closeMatch	Rhea
RHEA:14693	biolink:close_match	EC:2.4.1.153	skos:closeMatch	Rhea
RHEA:14697	biolink:close_match	EC:1.1.1.216	skos:closeMatch	Rhea
RHEA:14705	biolink:close_match	EC:1.8.1.14	skos:closeMatch	Rhea
RHEA:14709	biolink:close_match	EC:5.3.3.1	skos:closeMatch	Rhea
RHEA:14713	biolink:close_match	EC:1.1.99.12	skos:closeMatch	Rhea
RHEA:14717	biolink:close_match	EC:2.5.1.54	skos:closeMatch	Rhea
RHEA:14721	biolink:close_match	EC:2.4.2.40	skos:closeMatch	Rhea
RHEA:14725	biolink:close_match	EC:2.5.1.17	skos:closeMatch	Rhea
RHEA:14729	biolink:close_match	EC:4.1.2.13	skos:closeMatch	Rhea
RHEA:14733	biolink:close_match	EC:7.2.2.15	skos:closeMatch	Rhea
RHEA:14737	biolink:close_match	EC:4.6.1.6	skos:closeMatch	Rhea
RHEA:14741	biolink:close_match	EC:3.5.1.67	skos:closeMatch	Rhea
RHEA:14749	biolink:close_match	EC:1.13.11.38	skos:closeMatch	Rhea
RHEA:14753	biolink:close_match	EC:1.14.14.19	skos:closeMatch	Rhea
RHEA:14753	biolink:close_match	EC:1.14.14.32	skos:closeMatch	Rhea
RHEA:14761	biolink:close_match	EC:2.3.1.50	skos:closeMatch	Rhea
RHEA:14765	biolink:close_match	EC:1.13.12.5	skos:closeMatch	Rhea
RHEA:14769	biolink:close_match	EC:1.5.99.4	skos:closeMatch	Rhea
RHEA:14773	biolink:close_match	EC:2.1.1.147	skos:closeMatch	Rhea
RHEA:14777	biolink:close_match	EC:3.5.4.17	skos:closeMatch	Rhea
RHEA:14777	biolink:close_match	EC:3.5.4.6	skos:closeMatch	Rhea
RHEA:14781	biolink:close_match	EC:6.2.1.14	skos:closeMatch	Rhea
RHEA:14785	biolink:close_match	EC:2.7.7.52	skos:closeMatch	Rhea
RHEA:14789	biolink:close_match	EC:2.4.1.198	skos:closeMatch	Rhea
RHEA:14793	biolink:close_match	EC:1.1.1.172	skos:closeMatch	Rhea
RHEA:14797	biolink:close_match	EC:2.7.1.178	skos:closeMatch	Rhea
RHEA:14797	biolink:close_match	EC:2.7.1.45	skos:closeMatch	Rhea
RHEA:14801	biolink:close_match	EC:2.7.2.3	skos:closeMatch	Rhea
RHEA:14805	biolink:close_match	EC:2.7.1.55	skos:closeMatch	Rhea
RHEA:14809	biolink:close_match	EC:2.1.1.25	skos:closeMatch	Rhea
RHEA:14813	biolink:close_match	EC:5.1.1.15	skos:closeMatch	Rhea
RHEA:14817	biolink:close_match	EC:5.2.1.2	skos:closeMatch	Rhea
RHEA:14821	biolink:close_match	EC:5.3.1.4	skos:closeMatch	Rhea
RHEA:14825	biolink:close_match	EC:1.1.1.275	skos:closeMatch	Rhea
RHEA:14829	biolink:close_match	EC:2.5.1.47	skos:closeMatch	Rhea
RHEA:14833	biolink:close_match	EC:1.1.1.88	skos:closeMatch	Rhea
RHEA:14837	biolink:close_match	EC:1.2.3.5	skos:closeMatch	Rhea
RHEA:14841	biolink:close_match	EC:5.5.1.13	skos:closeMatch	Rhea
RHEA:14849	biolink:close_match	EC:3.5.3.14	skos:closeMatch	Rhea
RHEA:14853	biolink:close_match	EC:3.8.1.7	skos:closeMatch	Rhea
RHEA:14857	biolink:close_match	EC:6.3.2.20	skos:closeMatch	Rhea
RHEA:14861	biolink:close_match	EC:1.3.1.15	skos:closeMatch	Rhea
RHEA:14865	biolink:close_match	EC:2.1.1.27	skos:closeMatch	Rhea
RHEA:14873	biolink:close_match	EC:1.1.1.190	skos:closeMatch	Rhea
RHEA:14877	biolink:close_match	EC:2.7.2.11	skos:closeMatch	Rhea
RHEA:14881	biolink:close_match	EC:1.8.1.11	skos:closeMatch	Rhea
RHEA:14885	biolink:close_match	EC:3.2.2.19	skos:closeMatch	Rhea
RHEA:14889	biolink:close_match	EC:5.3.3.13	skos:closeMatch	Rhea
RHEA:14893	biolink:close_match	EC:5.4.3.5	skos:closeMatch	Rhea
RHEA:14901	biolink:close_match	EC:4.2.3.8	skos:closeMatch	Rhea
RHEA:14905	biolink:close_match	EC:2.4.2.14	skos:closeMatch	Rhea
RHEA:14909	biolink:close_match	EC:1.1.1.19	skos:closeMatch	Rhea
RHEA:14913	biolink:close_match	EC:2.7.1.114	skos:closeMatch	Rhea
RHEA:14917	biolink:close_match	EC:1.14.14.154	skos:closeMatch	Rhea
RHEA:14921	biolink:close_match	EC:2.4.1.121	skos:closeMatch	Rhea
RHEA:14925	biolink:close_match	EC:1.1.1.224	skos:closeMatch	Rhea
RHEA:14929	biolink:close_match	EC:1.1.1.239	skos:closeMatch	Rhea
RHEA:14929	biolink:close_match	EC:1.1.1.51	skos:closeMatch	Rhea
RHEA:14945	biolink:close_match	EC:2.4.1.46	skos:closeMatch	Rhea
RHEA:14949	biolink:close_match	EC:1.3.99.19	skos:closeMatch	Rhea
RHEA:14961	biolink:close_match	EC:3.1.2.12	skos:closeMatch	Rhea
RHEA:14965	biolink:close_match	EC:3.6.1.7	skos:closeMatch	Rhea
RHEA:14969	biolink:close_match	EC:2.1.1.144	skos:closeMatch	Rhea
RHEA:14973	biolink:close_match	EC:5.1.1.13	skos:closeMatch	Rhea
RHEA:14977	biolink:close_match	EC:5.5.1.5	skos:closeMatch	Rhea
RHEA:14981	biolink:close_match	EC:1.1.1.51	skos:closeMatch	Rhea
RHEA:14981	biolink:close_match	EC:1.1.1.64	skos:closeMatch	Rhea
RHEA:14985	biolink:close_match	EC:1.13.11.40	skos:closeMatch	Rhea
RHEA:14993	biolink:close_match	EC:2.3.1.85	skos:closeMatch	Rhea
RHEA:14997	biolink:close_match	EC:3.1.1.46	skos:closeMatch	Rhea
RHEA:15001	biolink:close_match	EC:1.1.1.123	skos:closeMatch	Rhea
RHEA:15005	biolink:close_match	EC:1.14.11.13	skos:closeMatch	Rhea
RHEA:15009	biolink:close_match	EC:1.5.1.3	skos:closeMatch	Rhea
RHEA:15013	biolink:close_match	EC:4.3.3.2	skos:closeMatch	Rhea
RHEA:15017	biolink:close_match	EC:3.1.3.1	skos:closeMatch	Rhea
RHEA:15017	biolink:close_match	EC:3.1.3.2	skos:closeMatch	Rhea
RHEA:15021	biolink:close_match	EC:2.3.1.99	skos:closeMatch	Rhea
RHEA:15025	biolink:close_match	EC:2.1.1.158	skos:closeMatch	Rhea
RHEA:15029	biolink:close_match	EC:1.1.1.255	skos:closeMatch	Rhea
RHEA:15033	biolink:close_match	EC:1.1.3.12	skos:closeMatch	Rhea
RHEA:15037	biolink:close_match	EC:2.1.1.53	skos:closeMatch	Rhea
RHEA:15041	biolink:close_match	EC:4.2.1.179	skos:closeMatch	Rhea
RHEA:15045	biolink:close_match	EC:1.8.1.4	skos:closeMatch	Rhea
RHEA:15049	biolink:close_match	EC:3.2.1.42	skos:closeMatch	Rhea
RHEA:15053	biolink:close_match	EC:2.1.2.2	skos:closeMatch	Rhea
RHEA:15057	biolink:close_match	EC:3.1.2.14	skos:closeMatch	Rhea
RHEA:15061	biolink:close_match	EC:1.16.1.10	skos:closeMatch	Rhea
RHEA:15061	biolink:close_match	EC:1.16.1.7	skos:closeMatch	Rhea
RHEA:15065	biolink:close_match	EC:3.5.1.40	skos:closeMatch	Rhea
RHEA:15069	biolink:close_match	EC:4.2.1.165	skos:closeMatch	Rhea
RHEA:15073	biolink:close_match	EC:3.2.1.56	skos:closeMatch	Rhea
RHEA:15077	biolink:close_match	EC:4.1.1.30	skos:closeMatch	Rhea
RHEA:15081	biolink:close_match	EC:6.2.1.13	skos:closeMatch	Rhea
RHEA:15085	biolink:close_match	EC:3.2.1.49	skos:closeMatch	Rhea
RHEA:15089	biolink:close_match	EC:1.1.99.6	skos:closeMatch	Rhea
RHEA:15093	biolink:close_match	EC:2.6.1.5	skos:closeMatch	Rhea
RHEA:15093	biolink:close_match	EC:2.6.1.57	skos:closeMatch	Rhea
RHEA:15097	biolink:close_match	EC:2.1.2.5	skos:closeMatch	Rhea
RHEA:15101	biolink:close_match	EC:4.1.1.20	skos:closeMatch	Rhea
RHEA:15105	biolink:close_match	EC:2.1.1.155	skos:closeMatch	Rhea
RHEA:15109	biolink:close_match	EC:1.1.1.126	skos:closeMatch	Rhea
RHEA:15113	biolink:close_match	EC:3.3.2.11	skos:closeMatch	Rhea
RHEA:15117	biolink:close_match	EC:2.4.2.52	skos:closeMatch	Rhea
RHEA:15121	biolink:close_match	EC:2.8.1.5	skos:closeMatch	Rhea
RHEA:15125	biolink:close_match	EC:2.3.1.78	skos:closeMatch	Rhea
RHEA:15129	biolink:close_match	EC:1.14.14.99	skos:closeMatch	Rhea
RHEA:15133	biolink:close_match	EC:1.4.1.2	skos:closeMatch	Rhea
RHEA:15133	biolink:close_match	EC:1.4.1.3	skos:closeMatch	Rhea
RHEA:15141	biolink:close_match	EC:1.17.9.1	skos:closeMatch	Rhea
RHEA:15145	biolink:close_match	EC:5.4.99.16	skos:closeMatch	Rhea
RHEA:15149	biolink:close_match	EC:1.4.3.5	skos:closeMatch	Rhea
RHEA:15153	biolink:close_match	EC:2.4.1.194	skos:closeMatch	Rhea
RHEA:15157	biolink:close_match	EC:1.14.13.18	skos:closeMatch	Rhea
RHEA:15161	biolink:close_match	EC:1.14.13.18	skos:closeMatch	Rhea
RHEA:15165	biolink:close_match	EC:1.4.3.19	skos:closeMatch	Rhea
RHEA:15169	biolink:close_match	EC:3.5.1.96	skos:closeMatch	Rhea
RHEA:15173	biolink:close_match	EC:1.11.1.2	skos:closeMatch	Rhea
RHEA:15177	biolink:close_match	EC:3.1.1.5	skos:closeMatch	Rhea
RHEA:15181	biolink:close_match	EC:7.6.2.4	skos:closeMatch	Rhea
RHEA:15185	biolink:close_match	EC:2.3.1.109	skos:closeMatch	Rhea
RHEA:15189	biolink:close_match	EC:1.17.2.3	skos:closeMatch	Rhea
RHEA:15193	biolink:close_match	EC:3.1.5.1	skos:closeMatch	Rhea
RHEA:15197	biolink:close_match	EC:2.1.1.72	skos:closeMatch	Rhea
RHEA:15201	biolink:close_match	EC:2.1.1.108	skos:closeMatch	Rhea
RHEA:15205	biolink:close_match	EC:3.6.1.44	skos:closeMatch	Rhea
RHEA:15209	biolink:close_match	EC:1.1.1.93	skos:closeMatch	Rhea
RHEA:15213	biolink:close_match	EC:2.3.1.61	skos:closeMatch	Rhea
RHEA:15217	biolink:close_match	EC:2.3.1.139	skos:closeMatch	Rhea
RHEA:15221	biolink:close_match	EC:3.6.1.26	skos:closeMatch	Rhea
RHEA:15225	biolink:close_match	EC:2.7.7.24	skos:closeMatch	Rhea
RHEA:15229	biolink:close_match	EC:2.7.7.13	skos:closeMatch	Rhea
RHEA:15233	biolink:close_match	EC:1.7.2.1	skos:closeMatch	Rhea
RHEA:15237	biolink:close_match	EC:1.6.2.5	skos:closeMatch	Rhea
RHEA:15241	biolink:close_match	EC:1.14.14.105	skos:closeMatch	Rhea
RHEA:15245	biolink:close_match	EC:3.1.1.79	skos:closeMatch	Rhea
RHEA:15249	biolink:close_match	EC:2.4.1.136	skos:closeMatch	Rhea
RHEA:15253	biolink:close_match	EC:4.1.1.6	skos:closeMatch	Rhea
RHEA:15257	biolink:close_match	EC:4.1.2.42	skos:closeMatch	Rhea
RHEA:15261	biolink:close_match	EC:1.14.14.139	skos:closeMatch	Rhea
RHEA:15265	biolink:close_match	EC:2.6.99.2	skos:closeMatch	Rhea
RHEA:15273	biolink:close_match	EC:2.6.1.49	skos:closeMatch	Rhea
RHEA:15277	biolink:close_match	EC:2.3.1.108	skos:closeMatch	Rhea
RHEA:15281	biolink:close_match	EC:5.3.3.5	skos:closeMatch	Rhea
RHEA:15285	biolink:close_match	EC:2.5.1.27	skos:closeMatch	Rhea
RHEA:15289	biolink:close_match	EC:2.4.2.24	skos:closeMatch	Rhea
RHEA:15297	biolink:close_match	EC:2.4.1.133	skos:closeMatch	Rhea
RHEA:15301	biolink:close_match	EC:1.1.1.114	skos:closeMatch	Rhea
RHEA:15305	biolink:close_match	EC:1.2.1.8	skos:closeMatch	Rhea
RHEA:15309	biolink:close_match	EC:1.3.7.5	skos:closeMatch	Rhea
RHEA:15313	biolink:close_match	EC:4.3.1.7	skos:closeMatch	Rhea
RHEA:15317	biolink:close_match	EC:3.2.1.112	skos:closeMatch	Rhea
RHEA:15321	biolink:close_match	EC:1.14.14.93	skos:closeMatch	Rhea
RHEA:15325	biolink:close_match	EC:2.3.1.15	skos:closeMatch	Rhea
RHEA:15329	biolink:close_match	EC:1.1.1.154	skos:closeMatch	Rhea
RHEA:15329	biolink:close_match	EC:1.1.1.350	skos:closeMatch	Rhea
RHEA:15333	biolink:close_match	EC:1.1.1.154	skos:closeMatch	Rhea
RHEA:15337	biolink:close_match	EC:3.1.2.25	skos:closeMatch	Rhea
RHEA:15341	biolink:close_match	EC:6.6.1.2	skos:closeMatch	Rhea
RHEA:15345	biolink:close_match	EC:6.3.2.24	skos:closeMatch	Rhea
RHEA:15349	biolink:close_match	EC:2.3.1.35	skos:closeMatch	Rhea
RHEA:15357	biolink:close_match	EC:2.4.1.317	skos:closeMatch	Rhea
RHEA:15361	biolink:close_match	EC:2.4.2.32	skos:closeMatch	Rhea
RHEA:15365	biolink:close_match	EC:2.4.2.61	skos:closeMatch	Rhea
RHEA:15369	biolink:close_match	EC:1.13.11.28	skos:closeMatch	Rhea
RHEA:15373	biolink:close_match	EC:2.1.1.118	skos:closeMatch	Rhea
RHEA:15377	biolink:close_match	EC:2.7.1.189	skos:closeMatch	Rhea
RHEA:15381	biolink:close_match	EC:1.13.11.24	skos:closeMatch	Rhea
RHEA:15385	biolink:close_match	EC:4.2.1.65	skos:closeMatch	Rhea
RHEA:15389	biolink:close_match	EC:4.6.1.1	skos:closeMatch	Rhea
RHEA:15393	biolink:close_match	EC:5.1.1.7	skos:closeMatch	Rhea
RHEA:15397	biolink:close_match	EC:4.5.1.3	skos:closeMatch	Rhea
RHEA:15401	biolink:close_match	EC:2.4.1.117	skos:closeMatch	Rhea
RHEA:15405	biolink:close_match	EC:2.3.1.304	skos:closeMatch	Rhea
RHEA:15409	biolink:close_match	EC:2.3.1.147	skos:closeMatch	Rhea
RHEA:15413	biolink:close_match	EC:4.2.1.32	skos:closeMatch	Rhea
RHEA:15417	biolink:close_match	EC:1.3.1.78	skos:closeMatch	Rhea
RHEA:15417	biolink:close_match	EC:1.3.1.79	skos:closeMatch	Rhea
RHEA:15421	biolink:close_match	EC:6.2.1.3	skos:closeMatch	Rhea
RHEA:15425	biolink:close_match	EC:1.3.98.3	skos:closeMatch	Rhea
RHEA:15429	biolink:close_match	EC:2.1.1.342	skos:closeMatch	Rhea
RHEA:15433	biolink:close_match	EC:2.5.1.70	skos:closeMatch	Rhea
RHEA:15437	biolink:close_match	EC:1.2.1.50	skos:closeMatch	Rhea
RHEA:15445	biolink:close_match	EC:4.3.1.13	skos:closeMatch	Rhea
RHEA:15449	biolink:close_match	EC:1.13.11.5	skos:closeMatch	Rhea
RHEA:15457	biolink:close_match	EC:1.3.1.19	skos:closeMatch	Rhea
RHEA:15461	biolink:close_match	EC:2.8.2.23	skos:closeMatch	Rhea
RHEA:15461	biolink:close_match	EC:2.8.2.29	skos:closeMatch	Rhea
RHEA:15461	biolink:close_match	EC:2.8.2.30	skos:closeMatch	Rhea
RHEA:15465	biolink:close_match	EC:2.7.1.91	skos:closeMatch	Rhea
RHEA:15469	biolink:close_match	EC:5.3.1.16	skos:closeMatch	Rhea
RHEA:15473	biolink:close_match	EC:2.4.1.236	skos:closeMatch	Rhea
RHEA:15477	biolink:close_match	EC:2.8.2.32	skos:closeMatch	Rhea
RHEA:15481	biolink:close_match	EC:2.1.2.1	skos:closeMatch	Rhea
RHEA:15485	biolink:close_match	EC:4.2.1.36	skos:closeMatch	Rhea
RHEA:15489	biolink:close_match	EC:1.1.3.39	skos:closeMatch	Rhea
RHEA:15497	biolink:close_match	EC:2.6.1.56	skos:closeMatch	Rhea
RHEA:15501	biolink:close_match	EC:1.4.1.13	skos:closeMatch	Rhea
RHEA:15505	biolink:close_match	EC:1.1.1.291	skos:closeMatch	Rhea
RHEA:15509	biolink:close_match	EC:2.4.1.144	skos:closeMatch	Rhea
RHEA:15513	biolink:close_match	EC:2.7.1.101	skos:closeMatch	Rhea
RHEA:15517	biolink:close_match	EC:3.1.6.11	skos:closeMatch	Rhea
RHEA:15521	biolink:close_match	EC:2.3.1.97	skos:closeMatch	Rhea
RHEA:15529	biolink:close_match	EC:3.1.1.60	skos:closeMatch	Rhea
RHEA:15533	biolink:close_match	EC:1.1.1.337	skos:closeMatch	Rhea
RHEA:15537	biolink:close_match	EC:1.1.1.338	skos:closeMatch	Rhea
RHEA:15541	biolink:close_match	EC:2.4.1.202	skos:closeMatch	Rhea
RHEA:15545	biolink:close_match	EC:4.1.3.22	skos:closeMatch	Rhea
RHEA:15549	biolink:close_match	EC:4.2.1.109	skos:closeMatch	Rhea
RHEA:15553	biolink:close_match	EC:3.1.3.57	skos:closeMatch	Rhea
RHEA:15557	biolink:close_match	EC:7.2.2.11	skos:closeMatch	Rhea
RHEA:15561	biolink:close_match	EC:2.1.1.110	skos:closeMatch	Rhea
RHEA:15565	biolink:close_match	EC:3.5.1.14	skos:closeMatch	Rhea
RHEA:15573	biolink:close_match	EC:2.1.1.4	skos:closeMatch	Rhea
RHEA:15577	biolink:close_match	EC:3.2.2.3	skos:closeMatch	Rhea
RHEA:15577	biolink:close_match	EC:3.2.2.8	skos:closeMatch	Rhea
RHEA:15581	biolink:close_match	EC:2.3.1.115	skos:closeMatch	Rhea
RHEA:15585	biolink:close_match	EC:1.3.99.31	skos:closeMatch	Rhea
RHEA:15589	biolink:close_match	EC:2.6.1.72	skos:closeMatch	Rhea
RHEA:15593	biolink:close_match	EC:3.1.3.107	skos:closeMatch	Rhea
RHEA:15601	biolink:close_match	EC:2.8.3.17	skos:closeMatch	Rhea
RHEA:15605	biolink:close_match	EC:4.3.1.10	skos:closeMatch	Rhea
RHEA:15609	biolink:close_match	EC:2.7.6.1	skos:closeMatch	Rhea
RHEA:15613	biolink:close_match	EC:1.3.1.76	skos:closeMatch	Rhea
RHEA:15617	biolink:close_match	EC:1.9.98.1	skos:closeMatch	Rhea
RHEA:15621	biolink:close_match	EC:2.4.1.122	skos:closeMatch	Rhea
RHEA:15625	biolink:close_match	EC:1.3.1.106	skos:closeMatch	Rhea
RHEA:15629	biolink:close_match	EC:1.14.15.4	skos:closeMatch	Rhea
RHEA:15633	biolink:close_match	EC:1.13.11.15	skos:closeMatch	Rhea
RHEA:15641	biolink:close_match	EC:1.1.1.38	skos:closeMatch	Rhea
RHEA:15641	biolink:close_match	EC:1.1.1.40	skos:closeMatch	Rhea
RHEA:15641	biolink:close_match	EC:4.1.1.112	skos:closeMatch	Rhea
RHEA:15645	biolink:close_match	EC:1.19.6.1	skos:closeMatch	Rhea
RHEA:15653	biolink:close_match	EC:2.7.1.105	skos:closeMatch	Rhea
RHEA:15657	biolink:close_match	EC:1.3.1.68	skos:closeMatch	Rhea
RHEA:15661	biolink:close_match	EC:2.3.1.153	skos:closeMatch	Rhea
RHEA:15669	biolink:close_match	EC:2.7.1.78	skos:closeMatch	Rhea
RHEA:15673	biolink:close_match	EC:3.1.2.11	skos:closeMatch	Rhea
RHEA:15677	biolink:close_match	EC:3.5.1.30	skos:closeMatch	Rhea
RHEA:15681	biolink:close_match	EC:1.2.1.60	skos:closeMatch	Rhea
RHEA:15689	biolink:close_match	EC:4.1.1.86	skos:closeMatch	Rhea
RHEA:15705	biolink:close_match	EC:1.17.5.1	skos:closeMatch	Rhea
RHEA:15709	biolink:close_match	EC:2.4.1.234	skos:closeMatch	Rhea
RHEA:15713	biolink:close_match	EC:2.3.1.18	skos:closeMatch	Rhea
RHEA:15717	biolink:close_match	EC:1.14.13.181	skos:closeMatch	Rhea
RHEA:15721	biolink:close_match	EC:1.4.1.10	skos:closeMatch	Rhea
RHEA:15725	biolink:close_match	EC:4.2.1.111	skos:closeMatch	Rhea
RHEA:15729	biolink:close_match	EC:1.1.1.57	skos:closeMatch	Rhea
RHEA:15733	biolink:close_match	EC:1.17.99.3	skos:closeMatch	Rhea
RHEA:15737	biolink:close_match	EC:1.14.13.16	skos:closeMatch	Rhea
RHEA:15745	biolink:close_match	EC:2.4.1.9	skos:closeMatch	Rhea
RHEA:15749	biolink:close_match	EC:1.1.99.31	skos:closeMatch	Rhea
RHEA:15753	biolink:close_match	EC:6.3.4.4	skos:closeMatch	Rhea
RHEA:15757	biolink:close_match	EC:1.1.1.3	skos:closeMatch	Rhea
RHEA:15761	biolink:close_match	EC:1.1.1.3	skos:closeMatch	Rhea
RHEA:15765	biolink:close_match	EC:2.7.1.156	skos:closeMatch	Rhea
RHEA:15769	biolink:close_match	EC:2.7.1.156	skos:closeMatch	Rhea
RHEA:15773	biolink:close_match	EC:2.7.1.29	skos:closeMatch	Rhea
RHEA:15777	biolink:close_match	EC:3.1.3.40	skos:closeMatch	Rhea
RHEA:15781	biolink:close_match	EC:5.4.3.6	skos:closeMatch	Rhea
RHEA:15789	biolink:close_match	EC:1.1.1.113	skos:closeMatch	Rhea
RHEA:15793	biolink:close_match	EC:1.3.1.24	skos:closeMatch	Rhea
RHEA:15797	biolink:close_match	EC:1.3.1.24	skos:closeMatch	Rhea
RHEA:15801	biolink:close_match	EC:3.1.1.4	skos:closeMatch	Rhea
RHEA:15805	biolink:close_match	EC:6.3.3.3	skos:closeMatch	Rhea
RHEA:15809	biolink:close_match	EC:4.2.3.26	skos:closeMatch	Rhea
RHEA:15813	biolink:close_match	EC:2.3.1.2	skos:closeMatch	Rhea
RHEA:15817	biolink:close_match	EC:1.4.3.5	skos:closeMatch	Rhea
RHEA:15821	biolink:close_match	EC:1.4.99.5	skos:closeMatch	Rhea
RHEA:15825	biolink:close_match	EC:3.3.2.9	skos:closeMatch	Rhea
RHEA:15829	biolink:close_match	EC:5.1.99.2	skos:closeMatch	Rhea
RHEA:15833	biolink:close_match	EC:1.1.3.19	skos:closeMatch	Rhea
RHEA:15837	biolink:close_match	EC:2.1.1.21	skos:closeMatch	Rhea
RHEA:15841	biolink:close_match	EC:1.1.1.363	skos:closeMatch	Rhea
