tax_id	pathways
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrate reduction
291048	nitrate reduction
291048	nitrate reduction
291048	nitrate reduction
291048	nitrate reduction
291048	nitrate reduction
291048	nitrate reduction
291048	nitrate reduction
291048	nitrate reduction
291048	nitrate reduction
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrate reduction to ammonia
291048	nitrite reduction
291048	nitrite reduction
291048	nitrite reduction
291048	nitrite reduction
291048	nitrite reduction
291048	nitrite reduction to ammonia
291048	nitrite reduction to ammonia
291048	nitrite reduction to ammonia
291048	nitrite reduction to ammonia
291048	nitrite reduction to ammonia
291048	sulfur reduction
291048	nitrite reduction to ammonia
291048	nitrite reduction to ammonia
291048	nitrite reduction to ammonia
291048	nitrite reduction to ammonia
291048	nitrite reduction to ammonia
291048	sulfur reduction
291048	hydrogen oxidation dark
345631	nitrate reduction
345631	nitrate reduction
345631	manganese reduction
345631	nitrate reduction
345631	sulfur reduction
345631	sulfur reduction
60035	sulfur reduction
60035	fumarate reduction
60035	manganese reduction
60035	sulfur reduction
44671	iron reduction
44671	fumarate reduction
44671	manganese reduction
44671	sulfur reduction
44671	sulfur reduction
1203471	fumarate reduction
1203471	sulfur reduction
1203471	sulfur reduction
40983	iron reduction
40983	sulfur reduction
40983	fumarate reduction
40983	sulfur reduction
40983	hydrogen oxidation dark
313985	fumarate reduction
313985	sulfur reduction
313985	manganese reduction
313985	nitrate reduction
313985	nitrate reduction
313985	nitrate reduction
313985	sulfur reduction
60036	sulfur reduction
60036	fumarate reduction
60036	sulfur reduction
60036	manganese reduction
345632	manganese reduction
345632	fumarate reduction
345632	sulfur reduction
345632	sulfur reduction
35554	fumarate reduction
35554	sulfur reduction
35554	sulfur reduction
35554	iron reduction
115783	sulfur reduction
115783	sulfur reduction
115783	fumarate reduction
445710	aerobic chemo heterotrophy
445710	sulfur oxidation dark
445710	urea degradation
445710	thiosulfate oxidation dark
445710	sulfite oxidation dark
445710	thiosulfate oxidation dark
445710	aerobic chemo heterotrophy
445710	sulfur oxidation dark
60137	sulfite oxidation dark
83219	sulfite oxidation dark
83219	aerobic chemo heterotrophy
83219	aerobic chemo heterotrophy
929	thiosulfate oxidation dark
929	sulfide oxidation dark
929	sulfide oxidation dark
929	thiosulfate oxidation dark
929	sulfite oxidation dark
63560	hydrogen oxidation dark
63560	thiosulfate reduction
63560	sulfite oxidation dark
63560	thiosulfate reduction
63560	fermentation
63560	fermentation
63561	sulfite oxidation dark
63561	thiosulfate reduction
63561	thiosulfate reduction
666964	sulfite oxidation dark
666964	nitrate reduction
666964	nitrate reduction
666964	nitrate reduction
666964	sulfide oxidation dark
666964	thiosulfate oxidation dark
666964	sulfide oxidation dark
666964	thiosulfate oxidation dark
399548	sulfite reduction
399548	thiosulfate reduction
399548	fermentation
399548	thiosulfate reduction
399548	fermentation
399548	sulfite reduction
995050	fermentation
995050	sulfite reduction
995050	fermentation
995050	sulfite reduction
192073	sulfite reduction
192073	nitrate reduction
192073	nitrite reduction
192073	denitrification
192073	nitrite reduction
192073	nitrate reduction
192073	denitrification
192073	nitrite reduction
192073	denitrification
192073	nitrite reduction
192073	denitrification
192073	sulfite reduction
192073	nitrous oxide reduction
192073	denitrification
192073	nitrite reduction
274	arsenite oxidation
274	sulfite reduction
274	sulfite reduction
274	arsenite oxidation
930	sulfur oxidation dark
930	sulfite reduction
930	iron reduction
930	sulfite reduction
930	sulfur oxidation dark
28901	fermentation
28901	thiosulfate reduction
28901	thiosulfate reduction
28901	sulfite reduction
28901	fermentation
28901	sulfite reduction
58290	sulfite reduction
58290	hydrogen oxidation dark
58290	sulfite reduction
58290	thiosulfate reduction
58290	thiosulfate reduction
886	sulfite reduction
886	sulfite reduction
876	nitrate reduction to ammonia
876	thiosulfate reduction
876	sulfite reduction
876	thiosulfate reduction
876	iron reduction
876	sulfite reduction
876	nitrate reduction
876	nitrite reduction to ammonia
876	nitrate reduction
876	nitrate reduction
876	hydrogen oxidation dark
876	nitrite reduction to ammonia
876	nitrite reduction
876	nitrate reduction to ammonia
876	nitrate reduction to ammonia
876	nitrate reduction to ammonia
876	nitrite reduction to ammonia
876	fumarate reduction
899	sulfite reduction
899	sulfite reduction
52560	sulfite reduction
52560	sulfite reduction
53245	sulfite reduction
53245	sulfite reduction
66849	sulfite reduction
66849	sulfite reduction
2297	sulfite reduction
2297	sulfite reduction
125602	sulfite reduction
125602	sulfite reduction
84982	sulfite reduction
84982	iron reduction
84982	sulfite reduction
2300	nitrite reduction
2300	denitrification
2300	denitrification
2300	denitrification
2300	nitrite reduction
2300	nitrate reduction
2300	nitrate reduction
2300	denitrification
2300	sulfite reduction
2300	nitrite reduction
2300	nitrous oxide reduction
2300	aromatic compound degradation
2300	aromatic compound degradation
2300	denitrification
2300	sulfite reduction
2300	nitrite reduction
53329	sulfite reduction
53329	sulfite reduction
115781	sulfite reduction
115781	sulfite reduction
53321	sulfite reduction
53321	fermentation
53321	sulfite reduction
53321	fermentation
65555	fermentation
65555	sulfite reduction
65555	fermentation
65555	sulfite reduction
51195	sulfite reduction
51195	sulfite reduction
40414	sulfite reduction
40414	fermentation
40414	sulfite reduction
40414	fermentation
91360	nitrate reduction to ammonia
91360	nitrite reduction
91360	nitrite reduction to ammonia
91360	sulfite reduction
91360	nitrate reduction to ammonia
91360	nitrate reduction
91360	nitrite reduction to ammonia
91360	fermentation
91360	sulfite reduction
91360	nitrate reduction to ammonia
91360	nitrate reduction to ammonia
91360	fermentation
91360	nitrate reduction
84980	sulfite reduction
84980	iron reduction
84980	sulfite reduction
453230	sulfite reduction
453230	sulfite reduction
119485	sulfite reduction
119485	sulfite reduction
109258	sulfite reduction
109258	sulfite reduction
40218	sulfite reduction
40218	sulfite reduction
39841	sulfite reduction
39841	sulfite reduction
149712	sulfite reduction
149712	sulfite reduction
60893	sulfite reduction
60893	sulfite reduction
253257	sulfite reduction
253257	xylan degradation
253257	fermentation
253257	fermentation
253257	xylan degradation
253257	sulfite reduction
1563	sulfite reduction
1563	iron reduction
1563	sulfite reduction
106578	sulfite reduction
106578	sulfite reduction
106578	iron reduction
1516	sulfite reduction
1516	sulfite reduction
1516	nitrate reduction
46354	sulfite reduction
46354	sulfite reduction
242698	sulfite reduction
242698	xylan degradation
242698	sulfite reduction
242698	xylan degradation
1517	sulfite reduction
1517	fermentation
1517	nitrate reduction
1517	sulfite reduction
1517	xylan degradation
1517	fermentation
1517	xylan degradation
1429043	fermentation
1429043	thiosulfate reduction
1429043	hydrogen oxidation dark
1429043	thiosulfate reduction
1429043	fermentation
79271	thiosulfate reduction
79271	thiosulfate reduction
934143	iron reduction
934143	aerobic chemo heterotrophy
934143	fermentation
934143	thiosulfate reduction
934143	nitrate reduction
934143	aerobic chemo heterotrophy
934143	fermentation
934143	nitrate reduction
934143	fumarate reduction
934143	nitrate reduction
934143	thiosulfate reduction
60478	thiosulfate reduction
60478	nitrate reduction
60478	denitrification
60478	denitrification
60478	denitrification
60478	nitrite reduction
60478	denitrification
60478	denitrification
60478	thiosulfate reduction
60478	manganese reduction
60478	nitrite reduction
60478	nitrous oxide reduction
60478	nitrite reduction
60478	nitrite reduction
60478	iron reduction
60478	nitrate reduction
1104324	iron reduction
1104324	thiosulfate reduction
1104324	thiosulfate reduction
1104324	nitrate reduction
1104324	nitrate reduction
1104324	nitrate reduction
1104324	arsenate reduction
1104324	arsenate reduction
622674	hydrogen oxidation dark
622674	fumarate reduction
622674	fermentation
622674	thiosulfate reduction
622674	thiosulfate reduction
622674	fermentation
240169	nitrate reduction
240169	nitrite reduction to ammonia
240169	thiosulfate reduction
240169	thiosulfate reduction
240169	nitrate reduction to ammonia
240169	nitrate reduction to ammonia
240169	nitrate reduction to ammonia
240169	nitrate reduction
240169	nitrite reduction to ammonia
240169	hydrogen oxidation dark
240169	nitrate reduction to ammonia
240169	nitrite reduction
416555	thiosulfate reduction
416555	hydrogen oxidation dark
416555	fumarate reduction
416555	thiosulfate reduction
225347	thiosulfate reduction
225347	nitrate reduction
225347	nitrate reduction
225347	nitrate reduction
225347	aerobic chemo heterotrophy
225347	aerobic chemo heterotrophy
225347	thiosulfate reduction
225347	fermentation
225347	fermentation
44012	manganese reduction
44012	aerobic chemo heterotrophy
44012	nitrate reduction
44012	thiosulfate reduction
44012	thiosulfate reduction
44012	iron reduction
44012	nitrate reduction
44012	nitrate reduction
44012	aerobic chemo heterotrophy
54265	nitrate reduction to ammonia
54265	nitrite reduction
54265	nitrite reduction to ammonia
54265	nitrate reduction to ammonia
54265	sulfur oxidation dark
54265	nitrite reduction to ammonia
54265	nitrate reduction to ammonia
54265	nitrate reduction to ammonia
54265	nitrate reduction
54265	thiosulfate reduction
54265	nitrate reduction
54265	sulfur oxidation dark
54265	iron reduction
54265	thiosulfate reduction
54265	fumarate reduction
126333	thiosulfate reduction
126333	hydrogen oxidation dark
126333	thiosulfate reduction
81425	fermentation
81425	hydrogen oxidation dark
81425	thiosulfate reduction
81425	fermentation
81425	thiosulfate reduction
181662	fermentation
181662	hydrogen oxidation dark
181662	fermentation
181662	thiosulfate reduction
181662	thiosulfate reduction
45629	thiosulfate reduction
45629	thiosulfate reduction
45629	hydrogen oxidation dark
102109	thiosulfate reduction
102109	thiosulfate reduction
102109	hydrogen oxidation dark
58621	hydrogen oxidation dark
58621	thiosulfate reduction
58621	fermentation
58621	thiosulfate reduction
58621	fermentation
29505	hydrogen oxidation dark
29505	thiosulfate reduction
29505	fermentation
29505	fermentation
29505	thiosulfate reduction
29505	fumarate reduction
57320	nitrate reduction
57320	hydrogen oxidation dark
57320	fumarate reduction
57320	fermentation
57320	fermentation
57320	nitrate reduction
57320	thiosulfate reduction
57320	nitrate reduction
57320	thiosulfate reduction
880	hydrogen oxidation dark
880	nitrate reduction
880	nitrate reduction
880	fumarate reduction
880	nitrate reduction
880	thiosulfate reduction
880	thiosulfate reduction
76007	hydrogen oxidation dark
76007	thiosulfate reduction
76007	fumarate reduction
76007	thiosulfate reduction
54565	nitrate reduction
54565	nitrate reduction
54565	thiosulfate reduction
54565	thiosulfate reduction
54565	hydrogen oxidation dark
54565	nitrate reduction
201571	thiosulfate reduction
201571	fumarate reduction
201571	thiosulfate reduction
881	nitrate reduction to ammonia
881	fermentation
881	fermentation
881	thiosulfate reduction
881	nitrate reduction
881	thiosulfate reduction
881	nitrite reduction to ammonia
881	nitrite reduction to ammonia
881	plastic degradation
881	nitrate reduction
881	hydrogen oxidation dark
881	nitrite reduction
881	nitrate reduction to ammonia
881	nitrate reduction to ammonia
881	nitrate reduction to ammonia
426129	iron reduction
426129	fumarate reduction
426129	thiosulfate reduction
426129	thiosulfate reduction
273678	hydrocarbon degradation
273678	arsenate reduction
273678	arsenate reduction
273678	hydrocarbon degradation
34073	arsenate reduction
34073	plastic degradation
34073	arsenate reduction
1275	arsenate reduction
1275	arsenate reduction
61015	arsenate reduction
61015	arsenate reduction
37921	arsenate reduction
37921	arsenate reduction
1462	arsenate reduction
1462	arsenate reduction
62140	aerobic anoxygenic phototrophy
62140	arsenate reduction
62140	aerobic anoxygenic phototrophy
62140	arsenate reduction
62140	photoheterotrophy
62140	nitrate reduction
204773	arsenate reduction
204773	arsenite oxidation
204773	arsenite oxidation
204773	aerobic chemo heterotrophy
204773	aerobic chemo heterotrophy
204773	arsenate reduction
1134405	cellulose degradation
1134405	arsenate reduction
1134405	nitrite reduction
1134405	iron reduction
1134405	arsenate reduction
1134405	aerobic chemo heterotrophy
1134405	fermentation
1134405	xylan degradation
1134405	aerobic chemo heterotrophy
1134405	nitrite reduction
1134405	xylan degradation
1134405	fermentation
1134405	cellulose degradation
472963	arsenate reduction
472963	arsenate reduction
393763	fermentation
393763	arsenate reduction
393763	arsenate reduction
393763	fermentation
393763	nitrogen fixation
309797	nitrate reduction to ammonia
309797	nitrite reduction
309797	nitrate reduction to ammonia
309797	nitrite reduction to ammonia
309797	arsenate reduction
309797	nitrate reduction
309797	nitrate reduction to ammonia
309797	nitrite reduction
309797	nitrite reduction to ammonia
309797	nitrate reduction to ammonia
309797	arsenate reduction
309797	nitrate reduction
85682	arsenate reduction
85682	arsenate reduction
85682	arsenate reduction
85682	arsenate reduction
85682	arsenate reduction
85682	arsenate reduction
85682	arsenate reduction
85682	arsenate reduction
85683	fermentation
85683	arsenate reduction
85683	arsenate reduction
85683	arsenate reduction
85683	arsenate reduction
85683	fermentation
85683	arsenate reduction
85683	arsenate reduction
85683	arsenate reduction
85683	arsenate reduction
121277	arsenate reduction
121277	arsenate reduction
56760	arsenate reduction
56760	arsenate reduction
56760	fumarate reduction
388741	nitrate reduction to ammonia
388741	arsenate reduction
388741	nitrate reduction to ammonia
388741	arsenate reduction
388741	aerobic chemo heterotrophy
388741	nitrite reduction to ammonia
388741	nitrate reduction
388741	nitrate reduction
388741	nitrate reduction
388741	nitrite reduction to ammonia
388741	nitrate reduction to ammonia
388741	aerobic chemo heterotrophy
388741	nitrite reduction
388741	nitrate reduction to ammonia
1078050	arsenate reduction
1078050	arsenate reduction
157733	arsenate reduction
157733	arsenate reduction
523742	fermentation
523742	arsenate reduction
523742	nitrate reduction
523742	nitrate reduction
523742	fermentation
523742	iron oxidation dark
523742	nitrate reduction
523742	arsenate reduction
936456	nitrate reduction to ammonia
936456	nitrite reduction
936456	arsenate reduction
936456	nitrate reduction
936456	nitrate reduction
936456	nitrate reduction to ammonia
936456	nitrate reduction
936456	arsenate reduction
936456	nitrite reduction to ammonia
936456	nitrite reduction to ammonia
936456	nitrate reduction to ammonia
936456	nitrate reduction to ammonia
118000	nitrate reduction to ammonia
118000	nitrite reduction to ammonia
118000	nitrate reduction to ammonia
118000	nitrate reduction
118000	nitrite reduction
118000	arsenate reduction
118000	nitrate reduction to ammonia
118000	nitrate reduction to ammonia
118000	nitrate reduction
118000	arsenate reduction
118000	nitrite reduction to ammonia
56760	fumarate reduction
56760	arsenate reduction
56760	arsenate reduction
157733	nitrate reduction
157733	arsenate reduction
157733	nitrate reduction
157733	nitrate reduction
157733	arsenate reduction
511	arsenite oxidation
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	denitrification
511	denitrification
511	denitrification
511	denitrification
511	arsenite oxidation
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	sulfide oxidation dark
511	nitrous oxide reduction
511	nitrous oxide reduction
511	nitrous oxide reduction
511	nitrous oxide reduction
511	plastic degradation
511	sulfide oxidation dark
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
511	nitrite reduction
271	arsenite oxidation
271	arsenite oxidation
204773	arsenite oxidation
204773	arsenite oxidation
358	arsenite oxidation
358	arsenite oxidation
147266	arsenite oxidation
147266	arsenite oxidation
926	arsenite oxidation
926	arsenite oxidation
426114	arsenite oxidation
426114	arsenite oxidation
1441943	nitrite reduction
1441943	annamox
1441943	annamox
1441943	annamox
247490	annamox
247490	annamox
247490	annamox
247490	nitrite reduction
1004156	annamox
1004156	annamox
1004156	annamox
1004156	nitrite reduction
174633	annamox
174633	nitrite reduction
174633	annamox
174633	annamox
174632	annamox
174632	annamox
174632	annamox
174632	nitrite reduction
465721	denitrification
465721	nitrate reduction
465721	nitrite reduction
465721	denitrification
465721	denitrification
465721	nitrite reduction
465721	nitrite reduction
465721	nitrite reduction
465721	denitrification
465721	nitrate reduction
465721	nitrous oxide reduction
465721	denitrification
311182	nitrate reduction
311182	nitrite reduction
311182	nitrous oxide reduction
311182	nitrate reduction
311182	aerobic chemo heterotrophy
311182	denitrification
311182	denitrification
311182	nitrite reduction
311182	denitrification
311182	aerobic chemo heterotrophy
311182	nitrite reduction
311182	denitrification
311182	nitrite reduction
311182	denitrification
690083	denitrification
690083	nitrate reduction
690083	denitrification
690083	aerobic chemo heterotrophy
690083	nitrite reduction
690083	nitrous oxide reduction
690083	nitrite reduction
690083	denitrification
690083	nitrate reduction
690083	nitrite reduction
690083	denitrification
690083	aerobic chemo heterotrophy
690083	nitrite reduction
690083	nitrite reduction
690083	denitrification
220686	fermentation
220686	nitrite reduction
220686	denitrification
220686	nitrate reduction
220686	nitrite reduction
220686	nitrate reduction
220686	nitrite reduction to ammonia
220686	nitrate reduction
220686	nitrite reduction to ammonia
220686	nitrous oxide reduction
220686	fermentation
220686	denitrification
220686	nitrate reduction to ammonia
220686	nitrite reduction
220686	denitrification
220686	denitrification
220686	nitrate reduction to ammonia
220686	denitrification
220686	nitrate reduction to ammonia
220686	nitrate reduction to ammonia
220686	nitrite reduction
1176482	denitrification
1176482	sulfide oxidation dark
1176482	denitrification
1176482	sulfur oxidation dark
1176482	denitrification
1176482	thiosulfate oxidation dark
1176482	nitrite reduction
1176482	sulfur oxidation dark
1176482	nitrate reduction
1176482	denitrification
1176482	nitrite reduction
1176482	nitrous oxide reduction
1176482	nitrate reduction
1176482	thiosulfate oxidation dark
1176482	nitrite reduction
1176482	hydrogen oxidation dark
1176482	nitrite reduction
1176482	denitrification
1176482	sulfide oxidation dark
1172190	denitrification
1172190	denitrification
1172190	thiosulfate oxidation dark
1172190	hydrogen oxidation dark
1172190	thiosulfate oxidation dark
1172190	nitrate reduction
1172190	denitrification
1172190	denitrification
1172190	sulfide oxidation dark
1172190	sulfide oxidation dark
1172190	nitrate reduction
1172190	nitrite reduction
1172190	nitrous oxide reduction
1172190	nitrite reduction
1172190	nitrite reduction
1172190	denitrification
1172190	nitrite reduction
198703	denitrification
198703	nitrate reduction
198703	denitrification
198703	nitrite reduction
198703	nitrite reduction
198703	denitrification
198703	hydrogen oxidation dark
198703	hydrogen oxidation dark
198703	nitrate reduction
198703	nitrite reduction
198703	nitrite reduction
198703	denitrification
198703	denitrification
198703	nitrous oxide reduction
171121	iron reduction
171121	sulfur oxidation dark
171121	hydrogen oxidation dark
171121	denitrification
171121	nitrite reduction
171121	nitrite reduction
171121	thiosulfate oxidation dark
171121	thiosulfate oxidation dark
171121	nitrate reduction
171121	sulfur oxidation dark
171121	denitrification
171121	denitrification
171121	hydrogen oxidation dark
171121	nitrite reduction
171121	nitrate reduction
171121	denitrification
171121	nitrite reduction
171121	nitrous oxide reduction
171121	denitrification
347534	denitrification
347534	nitrous oxide reduction
347534	denitrification
347534	nitrate reduction
347534	fermentation
347534	nitrite reduction
347534	denitrification
347534	fermentation
347534	denitrification
347534	denitrification
347534	nitrite reduction
347534	nitrite reduction
347534	nitrous oxide reduction
347534	nitrite reduction
347534	nitrate reduction
390877	nitrite reduction
390877	nitrite reduction
390877	nitrite reduction
390877	nitrate reduction
390877	denitrification
390877	denitrification
390877	denitrification
390877	nitrite reduction
390877	denitrification
390877	denitrification
390877	nitrous oxide reduction
390877	nitrate reduction
81569	denitrification
81569	nitrate reduction
81569	nitrite reduction
81569	denitrification
81569	aerobic chemo heterotrophy
81569	denitrification
81569	aerobic chemo heterotrophy
81569	nitrate reduction
81569	denitrification
81569	denitrification
81569	nitrite reduction
81569	nitrite reduction
81569	nitrous oxide reduction
81569	nitrite reduction
55218	denitrification
55218	nitrate reduction
55218	nitrite reduction
55218	denitrification
55218	denitrification
55218	denitrification
55218	nitrite reduction
55218	nitrite reduction
55218	nitrite reduction
55218	denitrification
55218	nitrate reduction
55218	nitrous oxide reduction
121719	denitrification
121719	nitrate reduction
121719	urea degradation
121719	nitrite reduction
121719	aerobic chemo heterotrophy
121719	denitrification
121719	denitrification
121719	nitrite reduction
121719	denitrification
121719	nitrite reduction
121719	nitrate reduction
121719	denitrification
121719	nitrous oxide reduction
121719	aerobic chemo heterotrophy
121719	nitrite reduction
870481	aerobic chemo heterotrophy
870481	denitrification
870481	nitrite reduction
870481	nitrate reduction
870481	nitrite reduction
870481	nitrate reduction
870481	denitrification
870481	nitrite reduction
870481	denitrification
870481	denitrification
870481	nitrous oxide reduction
870481	denitrification
870481	nitrite reduction
870481	aerobic chemo heterotrophy
716817	nitrite reduction
716817	denitrification
716817	aerobic chemo heterotrophy
716817	nitrite reduction
716817	nitrite reduction
716817	denitrification
716817	nitrate reduction
716817	nitrite reduction
716817	denitrification
716817	denitrification
716817	nitrate reduction
716817	aerobic chemo heterotrophy
716817	denitrification
716817	nitrous oxide reduction
45465	nitrite reduction
45465	denitrification
45465	nitrite reduction
45465	nitrate reduction
45465	aerobic chemo heterotrophy
45465	denitrification
45465	denitrification
45465	nitrite reduction
45465	aerobic chemo heterotrophy
45465	nitrite reduction
45465	denitrification
45465	nitrate reduction
45465	nitrous oxide reduction
45465	denitrification
287	aromatic hydrocarbon degradation
287	denitrification
287	denitrification
287	denitrification
287	denitrification
287	nitrate reduction
287	nitrate reduction
287	nitrate reduction
287	nitrate reduction
287	thiosulfate oxidation dark
287	nitrate reduction
287	aromatic compound degradation
287	thiosulfate oxidation dark
287	nitrite reduction
287	nitrite reduction
287	nitrite reduction
287	nitrite reduction
287	nitrate reduction
287	nitrate reduction
287	nitrate reduction
287	nitrate reduction
287	denitrification
287	denitrification
287	denitrification
287	denitrification
287	nitrite reduction
287	nitrite reduction
287	nitrite reduction
287	nitrite reduction
287	nitrous oxide reduction
287	nitrous oxide reduction
287	nitrous oxide reduction
287	nitrous oxide reduction
287	nitrite reduction
287	nitrite reduction
287	nitrite reduction
287	nitrite reduction
287	denitrification
287	denitrification
287	denitrification
287	denitrification
287	denitrification
287	denitrification
287	denitrification
287	denitrification
287	aromatic hydrocarbon degradation
287	nitrite reduction
287	nitrite reduction
287	nitrite reduction
287	nitrite reduction
287	hydrocarbon degradation
287	denitrification
287	denitrification
287	denitrification
287	denitrification
287	aromatic hydrocarbon degradation
215813	denitrification
215813	nitrite reduction
215813	nitrate reduction
215813	denitrification
215813	photoheterotrophy
215813	nitrite reduction
215813	aerobic anoxygenic phototrophy
215813	aerobic chemo heterotrophy
215813	denitrification
215813	aerobic chemo heterotrophy
215813	photoheterotrophy
215813	nitrite reduction
215813	nitrite reduction
215813	aerobic anoxygenic phototrophy
215813	denitrification
215813	denitrification
215813	nitrous oxide reduction
215813	nitrate reduction
649841	nitrate reduction
649841	denitrification
649841	sulfur oxidation dark
649841	thiosulfate oxidation dark
649841	denitrification
649841	nitrate reduction
649841	nitrite reduction
649841	denitrification
649841	thiosulfate oxidation dark
649841	nitrite reduction
649841	nitrous oxide reduction
649841	denitrification
649841	nitrite reduction
649841	sulfur oxidation dark
649841	denitrification
649841	nitrite reduction
34017	denitrification
34017	nitrite reduction
34017	photoheterotrophy
34017	nitrous oxide reduction
34017	nitrate reduction
34017	anoxygenic photoautotrophy sulfur oxidation
34017	photoautotrophy
34017	nitrate reduction
34017	anoxygenic photoautotrophy sulfur oxidation
34017	photoheterotrophy
34017	denitrification
34017	nitrite reduction
34017	aerobic chemo heterotrophy
34017	anoxygenic photoautotrophy
34017	denitrification
34017	nitrite reduction
34017	denitrification
34017	nitrite reduction
34017	aerobic chemo heterotrophy
34017	denitrification
415747	nitrate reduction
415747	denitrification
415747	sulfide oxidation dark
415747	denitrification
415747	nitrous oxide reduction
415747	nitrite reduction
415747	nitrate reduction
415747	thiosulfate oxidation dark
415747	nitrite reduction
415747	denitrification
415747	sulfide oxidation dark
415747	denitrification
415747	nitrite reduction
415747	thiosulfate oxidation dark
415747	denitrification
415747	nitrite reduction
316	denitrification
316	nitrous oxide reduction
316	nitrite reduction
316	nitrate reduction
316	nitrate reduction
316	nitrite reduction
316	denitrification
316	nitrous oxide reduction
316	denitrification
316	nitrate reduction
316	nitrite reduction
316	denitrification
316	denitrification
316	nitrite reduction
106590	denitrification
106590	nitrous oxide reduction
106590	nitrate reduction
106590	denitrification
106590	nitrite reduction
106590	nitrite reduction
106590	denitrification
106590	nitrite reduction
106590	nitrite reduction
106590	nitrate reduction
106590	denitrification
106590	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	nitrite reduction
146939	nitrite reduction
146939	nitrite reduction
146939	nitrite reduction
146939	nitrite reduction
146939	nitrite reduction
146939	nitrite reduction
146939	nitrite reduction
146939	iron oxidation dark
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	denitrification
146939	nitrite reduction
146939	nitrite reduction
146939	nitrite reduction
146939	nitrite reduction
146939	nitrate reduction
146939	nitrate reduction
146939	nitrate reduction
146939	nitrate reduction
146939	nitrate reduction
146939	nitrate reduction
146939	nitrate reduction
146939	nitrate reduction
146939	nitrite reduction
146939	nitrite reduction
146939	nitrite reduction
146939	nitrite reduction
146939	nitrous oxide reduction
146939	nitrous oxide reduction
146939	nitrous oxide reduction
146939	nitrous oxide reduction
182180	denitrification
182180	nitrite reduction
182180	nitrate reduction
182180	denitrification
182180	nitrite reduction
182180	denitrification
182180	nitrite reduction
182180	denitrification
182180	nitrite reduction
182180	nitrous oxide reduction
182180	nitrate reduction
182180	denitrification
28220	nitrate reduction
28220	nitrite reduction
28220	denitrification
28220	nitrite reduction
28220	denitrification
28220	nitrite reduction
28220	denitrification
28220	denitrification
28220	aerobic chemo heterotrophy
28220	nitrous oxide reduction
28220	denitrification
28220	nitrite reduction
28220	aerobic chemo heterotrophy
28220	nitrate reduction
48382	sulfur oxidation dark
48382	denitrification
48382	nitrite reduction
48382	thiosulfate oxidation dark
48382	nitrite reduction
48382	denitrification
48382	nitrite reduction
48382	denitrification
48382	denitrification
48382	denitrification
48382	nitrate reduction
48382	thiosulfate oxidation dark
48382	nitrous oxide reduction
48382	sulfide oxidation dark
48382	sulfide oxidation dark
48382	sulfur oxidation dark
48382	nitrate reduction
48382	nitrite reduction
81029	denitrification
81029	nitrite reduction
81029	denitrification
81029	nitrite reduction
81029	nitrate reduction
81029	nitrate reduction
81029	nitrite reduction
81029	denitrification
81029	aerobic chemo heterotrophy
81029	denitrification
81029	denitrification
81029	nitrous oxide reduction
81029	aerobic chemo heterotrophy
81029	nitrate reduction
81029	nitrite reduction
81030	nitrate reduction
81030	nitrite reduction
81030	denitrification
81030	denitrification
81030	denitrification
81030	nitrate reduction
81030	nitrite reduction
81030	denitrification
81030	nitrite reduction
81030	nitrite reduction
81030	nitrous oxide reduction
81030	nitrate reduction
81030	denitrification
86	nitrite reduction
86	iron oxidation dark
86	nitrite reduction
86	denitrification
86	nitrite reduction
86	nitrate reduction
86	nitrous oxide reduction
86	denitrification
86	nitrate reduction
86	nitrite reduction
86	denitrification
86	denitrification
86	denitrification
81031	nitrite reduction
81031	denitrification
81031	nitrite reduction
81031	nitrite reduction
81031	denitrification
81031	nitrite reduction
81031	nitrate reduction
81031	denitrification
81031	denitrification
81031	nitrate reduction
81031	denitrification
81031	nitrous oxide reduction
81032	nitrite reduction
81032	nitrite reduction
81032	denitrification
81032	nitrate reduction
81032	denitrification
81032	nitrite reduction
81032	denitrification
81032	nitrate reduction
81032	nitrite reduction
81032	denitrification
81032	denitrification
81032	nitrous oxide reduction
81033	nitrite reduction
81033	nitrate reduction
81033	denitrification
81033	denitrification
81033	nitrite reduction
81033	nitrite reduction
81033	nitrate reduction
81033	nitrate reduction
81033	denitrification
81033	nitrite reduction
81033	nitrous oxide reduction
81033	denitrification
81033	denitrification
81034	nitrite reduction
81034	denitrification
81034	nitrate reduction
81034	denitrification
81034	nitrite reduction
81034	nitrous oxide reduction
