tax_id	carbon_substrates
1121084	arabinose, fructose, galactose, gluconic acid, glucose, glycerol, mannitol, mannose, N-acetylgulcosamine, rhamnose, ribose, sucrose, xylose
293388	arginine, asparagine, fructose, glucose, glycerol, lactate, lactose, maltose, mannitol, mannose, melibiose, sucrose, xylose
293389	arginine, asparagine, fructose, glucose, glycerol, lactate, lactose, maltose, mannitol, mannose, melibiose, ribose, sucrose, xylose
384933	cellobiose, fructose, galactose, glucose, glycerol, maltose, mannose, melibiose, raffinose, salicin, sucrose, trehalose
1411	arabinose, cellobiose, fructose, galactose, glucose, maltose, mannitol, mannose, salicin, sorbitol, sucrose, trehalose, Tween 20, Tween 40, Tween 60
472963	cellobiose, fructose, glucose, lactose, maltose, mannitol, melibiose, raffinose, sucrose, trehalose
304268	acetate, citrate, formic acid, glutamate, malate, succinate, xylose
293387	cellobiose, glycine, N-acetylgulcosamine, rhamnose, sorbitol, threonine, trehalose
279215	5-ketogluconate, fructose, glycerol, maltose, mannose, sucrose, trehalose
1325932	glucose, glycerol, maltose, pyruvate
255247	fructose, glucose, histidine, lactate, maltose, mannitol, melibiose, raffinose, sorbitol, sucrose
263475	fructose, N-acetylgulcosamine
412384	gelatin, glycerol, myo-inositol, ornithine
412384	2-ketogluconate, 5-ketogluconate, adonitol, alanine, alanine, arabinose, arginine, asparagine, cellobiose, fructose, galactose, gelatin, glucose, glutamate, glycerol, glycine, lactate, lactose, leucine, malate, malonate, maltose, mannitol, mannose, melibiose, myo-inositol, N-acetylgulcosamine, ornithine, propionate, raffinose, rhamnose, ribose, serine, sorbitol, sucrose, threonine, trehalose, tryptophan, xylitol, xylose
228899	Tween 20, Tween 40, Tween 60
260554	arabinose, arginine, cellobiose, citrate, fructose, gelatin, glucose, glycerol, glycogen, maltose, mannitol, mannose, myo-inositol, ornithine, raffinose, ribose, salicin, sorbitol, sucrose, trehalose, Tween 20, Tween 80, xylitol, xylose
220685	cellobiose, fructose, fucose, galactose, gelatin, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, raffinose, ribose, salicin, sucrose, trehalose
426756	acetate, alanine, alaninamide, alanine, alpha-ketovaleric acid, arabinose, arabitol, dextrin, fructose, gelatin, glutamate, glycerol, glycogen, inosine, malate, maltose, methyl beta-D-glucoside, N-acetylgulcosamine, putrescine, pyruvate, pyruvic acid methyl ester, serine, succinate, thymidine, Tween 40, uridine, xylitol
246272	5-ketogluconate, arabinose, cellobiose, fructose, glycerol, glycogen, lactose, maltose, mannose, N-acetylgulcosamine, raffinose, rhamnose, ribose, salicin, sucrose, trehalose, xylose
421767	myo-inositol, raffinose, rhamnose
1403243	arabinose, cellobiose, melibiose, sucrose
459347	citrate, trehalose
1413	cellobiose, fructose, glucose, lactose, maltose, mannose, salicin, sucrose, trehalose, Tween 20, Tween 40, Tween 60
427072	arabinose, butanol, ethanol, fructose, fucose, galactose, glucose, lactose, maltose, mannitol, mannose, melibiose, myo-inositol, propionate, raffinose, ribose, salicin, sorbitol, trehalose, xylitol, xylose
587633	fructose, glucose, rhamnose, ribose, salicin, sucrose
587633	fructose, glucose, rhamnose, ribose, salicin, sucrose
246786	acetate, cellobiose, fructose, galactose, glucose, malate, maltose, mannose, melibiose, pyruvate, raffinose, succinate, sucrose, trehalose, Tween 80
408580	citrate, glycerol
1245523	3-hydroxybenzoate, 3-hydroxybenzoate, 4-hydroxbenzoate, glycogen, histidine, itaconate, malonate, maltose, proline, salicin, serine
580165	cellobiose, gelatin, mannose, N-acetylgulcosamine, ribose, salicin
745820	cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, raffinose, rhamnose, ribose, salicin, sucrose, xylose
380630	alanine, alaninamide, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, galactonic acid, glycerol, inosine, lactose, proline, pyruvate, raffinose, rhamnose, sorbitol, thymidine, uridine, urocanic acid
220684	fructose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, ribose, salicin, sucrose, trehalose, xylose
762947	5-ketogluconate, arabinose, cellobiose, fructose, fucose, maltose, mannitol, xylose
718002	alpha-ketovaleric acid, dextrin, fructose, glucose, glutamate, inosine, mannose, ribose, salicin, thymidine, uridine
254757	3-hydroxybutyrate, alanine, alanine, arabinose, aspartate, galactose, glucosamine, glutamate, histidine, lactate, malate, malonate, mannitol, myo-inositol, proline, putrescine, rhamnose, ribose, succinate, tryptophan
254759	2-ketogluconate, 3-hydroxybutyrate, 5-ketogluconate, adonitol, alanine, alanine, arabinose, arabitol, galacturonic acid, gluconic acid, glucosamine, glucose, histidine, lactate, malonate, N-acetylgulcosamine, phenylacetate, propionate, putrescine, quinic acid, raffinose, ribose, succinate, tryptophan, xylose
254758	2-ketogluconate, citrate, gluconic acid, glucosamine, glucose, histidine, lactate, malate, malonate, melibiose, phenylacetate, proline, putrescine, ribose, tryptophan
217031	arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannitol, mannose, melibiose, methyl beta-D-glucoside, raffinose, rhamnose, ribose, salicin, sucrose, trehalose, xylose
531816	glucosamine
531816	arabinose, glucose, maltose, mannitol, N-acetylgulcosamine
225985	5-ketogluconate, cellobiose, fructose, galactose, gelatin, glucose, glycerol, maltose, mannitol, mannose, methyl beta-D-glucoside, N-acetylgulcosamine, ribose, trehalose, xylose
426757	acetate, alanine, alaninamide, alanine, alpha-ketovaleric acid, asparagine, fructose, gelatin, glutamate, glycerol, glycogen, inosine, malate, mannose, N-acetylgulcosamine, propionate, pyruvate, pyruvic acid methyl ester, serine, succinate, thymidine, Tween 40, uridine
904295	3-hydroxybenzoate, 3-hydroxybutyrate, 3-hydroxybenzoate, alanine, alanine, glucose, glycogen, lactate, maltose, mannitol, mannose, N-acetylgulcosamine, proline, sucrose
859144	2-ketogluconate, gluconic acid, malate, maltose
520043	acetate, cellobiose, glycerol, lactose, maltose, mannitol, ribose, sucrose
520043	acetate, cellobiose, glycerol, lactose, maltose, mannitol, ribose, sucrose
930124	alanine, alanine, arabinose, cellobiose, fructose, galactose, glucose, glycerol, maltose, mannitol, mannose, melibiose, proline, raffinose, ribose, salicin, sucrose, trehalose, xylose
127886	cellobiose, fructose, glucose, lactose, maltose, mannitol, mannose, melibiose, raffinose, salicin, sorbitol, sucrose, trehalose, Tween 20, Tween 40, Tween 60
283816	acetate, arabinose, aspartate, cellobiose, citrate, fructose, gluconic acid, glucosamine, glucose, lactate, malate, maltose, mannitol, mannose, melibiose, ornithine, proline, pyruvate, rhamnose, ribose, salicin, sorbitol, sucrose, trehalose, xylose
549687	adipate, malate, maltose, trisodium citrate
549687	adipate, citrate, gluconic acid, malate, maltose
263474	2-ketogluconate, glucosamine, lactose, salicin
208199	cellobiose, galactose, gelatin, mannitol, mannose, melibiose, raffinose, ribose, Tween 20, Tween 40, Tween 60, Tween 80
246786	arginine, cellobiose, lactose, maltose, mannose, melibiose, myo-inositol, raffinose, rhamnose, ribose, sucrose, tryptophan
930128	alanine, cellobiose, fructose
432607	cellobiose, fructose, gluconic acid, glycogen, ribose, sucrose, trehalose, xylose
412383	adonitol, asparagine, cellobiose, dextrin, fructose, glycerol, glycine, lactate, lactose, leucine, maltose, methyl beta-D-glucoside, myo-inositol, N-acetylgulcosamine, ornithine, propionate, pyruvate, trehalose, tryptophan, Tween 80, xylitol, xylose
859143	3-hydroxybutyrate, 3-hydroxybenzoate, acetate, alanine, citrate, gluconic acid, itaconate, malate, phenylacetate, proline, propionate, ribose, serine, Tween 20, Tween 40, Tween 60, Tween 80, valerate
284581	fructose, glucose, glycerol, lactose, maltose, melibiose, raffinose, ribose, sucrose, trehalose
519977	arabinose, cellobiose, fructose, galactose, glucose, glycerol, glycogen, lactose, maltose, mannitol, melibiose, N-acetylgulcosamine, raffinose, rhamnose, ribose, salicin, sucrose, trehalose, xylose
356658	cellobiose, fructose, gelatin, glucose, lactose, maltose, melibiose, ribose, trehalose, xylose
300825	2-ketogluconate, acetate, alpha-ketovaleric acid, arabitol, dextrin, fructose, gelatin, glycerol, glycogen, lactose, maltose, mannitol, mannose, propionate, pyruvate, sorbitol, sucrose, trehalose, Tween 40, Tween 60, xylose
152268	arabinose, cellobiose, fructose, galactose, melibiose, raffinose, rhamnose, ribose, sucrose, trehalose
245160	cellobiose, galactose, lactate, malate, mannitol, mannose, pyruvate, rhamnose, ribose, salicin, sucrose
157733	acetate, glutamate, lactate, pyruvate, succinate
260554	arabinose, cellobiose, fructose, gelatin, glucose, glycerol, glycogen, maltose, mannitol, mannose, myo-inositol, ribose, salicin, sorbitol, sucrose, trehalose, Tween 20, Tween 80, xylose
1418	fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, raffinose, sorbitol, sucrose, trehalose, Tween 20, Tween 40, Tween 60, xylose
521377	cellobiose, mannose, ribose, Tween 80
521377	2-ketogluconate, arabinose, arabitol, cellobiose, fructose, glucose, glycogen, maltose, mannose, N-acetylgulcosamine, ribose, salicin, sucrose, trehalose, xylitol
292806	acetate, citrate, methyl pyruvate, pyruvate
492670	adipate, arabinose, histidine, lactate, malate, melibiose, rhamnose, ribose, salicin, sorbitol, sucrose
171685	cellobiose, citrate, fructose, galactose, gelatin, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, ribose, salicin, sorbitol, sucrose, trehalose
742169	alanine, alanine, dextrin, glucose, histidine, maltose, mannitol
688079	acetate, arabinose, cellobiose, galactose, glucosamine, glucose, glycerol, maltose, mannitol, mannose, melibiose, pyruvate, raffinose, rhamnose, sorbitol, succinate, trehalose, urea, xylitol
885475	fructose, glucose, leucine, maltose, sucrose, trehalose
324854	arabinose, glucose, mannitol, xylose
220687	cellobiose, fructose, galactose, gelatin, glucose, glycerol, maltose, mannitol, mannose, N-acetylgulcosamine, ribose, sorbitol, trehalose, xylose
665099	acetate, cellobiose, glucose, glycogen, lactate, malate, pyruvate, raffinose, rhamnose, succinate, sucrose
202611	acetate, alanine, alanine, inosine, pyruvate
333138	arabinose, fructose, fucose, galactose, glucose, mannose, rhamnose, ribose, xylose
38875	cellobiose, fructose, galactose, glucose, glycerol, maltose, mannitol, mannose, ribose, salicin, trehalose
290588	gelatin, glycerol, maltose, mannitol, mannose, melibiose, raffinose, ribose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80, xylitol, xylose
33936	2-ketogluconate, gluconic acid, xylose
493781	2-ketogluconate, gluconic acid, xylose
862644	fructose, glucose, melibiose, ornithine, raffinose, salicin, sucrose, trehalose
568899	asparagine, fructose, maltose, myo-inositol
930146	alanine, alanine, fructose, glucose, glycerol, maltose, mannitol, ribose, sucrose, trehalose, xylose
1325931	3-hydroxybutyrate, glycerol, malate, pyruvate
444060	cellobiose, citrate, fructose, galactose, gelatin, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, ribose, salicin, sorbitol, sucrose, trehalose
425933	arabinose, fructose, glucose, glycerol, maltose, mannitol, mannose, myo-inositol, raffinose, sucrose, xylose
863449	Tween 80
266892	arginine, cellobiose, fructose, galactose, glucose, lactose, mannitol, mannose, sucrose, urea, xylose
554308	dextrin, glycerol, Tween 40, xylose
217495	arabinose, cellobiose, fructose, galactose, glucose, glycogen, lactose, maltose, mannitol, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, raffinose, ribose, salicin, sucrose, trehalose, xylose
561879	arabinose, aspartate, cellobiose, citrate, fructose, galactose, gluconic acid, glucose, glutamate, glycerol, lactate, maltose, mannitol, mannose, melibiose, raffinose, ribose, salicin, sucrose, trehalose, xylose
284579	arabinose, fructose, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, rhamnose, salicin
200989	glucose
930152	alanine, alanine, arabinose, cellobiose, fructose, galactose, glucose, maltose, mannitol, mannose, proline, raffinose, ribose, sucrose, trehalose, xylose
388741	5-ketogluconate, cellobiose, fructose, gelatin, glucose, glycogen, maltose, salicin, sucrose, trehalose, xylose
284580	fructose, glucose, glycerol, maltose, mannitol, mannose, ribose, trehalose, xylose
157838	galactose, lactose, mannose, ribose, trehalose
659243	arabinose, cellobiose, fructose, glucose, glycerol, glycogen, lactose, maltose, mannitol, raffinose, ribose, salicin, sorbitol, sucrose, xylose
220688	fructose, galactose, gelatin, glucose, glycogen, maltose, mannose, N-acetylgulcosamine, ribose, sucrose, trehalose
459525	fructose, mannitol, mannose, salicin, trehalose, Tween 20, xylose
1069116	adonitol, fructose, galactose, glucose, glycerol, maltose, mannitol, melibiose, sorbitol, sucrose, trehalose
46224	cellobiose, fructose, glucose, glycerol, maltose, mannitol, mannose, methyl beta-D-glucoside, salicin, sucrose, trehalose, xylitol
293386	arginine, asparagine, fructose, glucose, lactate, lactose, maltose, mannitol, mannose, melibiose, ribose, sucrose, xylose
227866	arabinose, arabitol, cellobiose, fructose, fucose, galactose, glucose, glycerol, glycogen, lactose, maltose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, salicin, sorbitol, sucrose, trehalose, xylitol, xylose
1215031	2-ketogluconate, 3-hydroxybutyrate, 5-ketogluconate, acetate, adipate, alanine, alanine, arabinose, fucose, gluconic acid, glucose, glycogen, histidine, itaconate, lactate, malate, malonate, maltose, mannitol, melibiose, N-acetylgulcosamine, proline, propionate, ribose, salicin, suberic acid, sucrose, valerate
1245522	3-hydroxybenzoate, 3-hydroxybutyrate, 3-hydroxybenzoate, 4-hydroxbenzoate, acetate, alanine, alanine, citrate, malonate, maltose, proline, serine, suberic acid, valerate
1221996	5-ketogluconate, fructose, ribose
519424	arabinose, galactose, mannitol, mannose, rhamnose, ribose, sorbitol, xylose
519424	cellobiose, fructose, galactose, glucose, glycerol, glycogen, lactose, mannitol, mannose, melibiose, raffinose, rhamnose, salicin, sucrose, trehalose
492670	arabinose, cellobiose, fructose, glucose, glycerol, glycogen, lactose, maltose, mannitol, mannose, raffinose, ribose, salicin, sorbitol, sucrose, trehalose, xylose
218284	gelatin, gluconic acid, glucose, malate, maltose, mannitol
220686	fructose, fucose, galactose, gelatin, glucose, glycogen, maltose, mannitol, mannose, myo-inositol, N-acetylgulcosamine, rhamnose, ribose, sucrose, trehalose
127891	cellobiose, fructose, glucose, maltose, mannitol, mannose, salicin, sorbitol, sucrose, trehalose, xylose
246787	arabinose, cellobiose, fructose, galactose, galacturonic acid, glucose, lactose, maltose, mannose, melibiose, raffinose, ribose, salicin, sucrose, xylose
626929	glycerol, mannitol, rhamnose, salicin, sorbitol, trehalose
310298	cellobiose, glucose, lactose, maltose, mannose, rhamnose, salicin, sorbitol, trehalose
387090	cellobiose, glutamate, glycine, histidine, leucine, phenylalanine, serine
151276	glucose, maltose
357276	arabinose, rhamnose, sucrose, xylose
871325	cellobiose, glucose, lactose, maltose, mannitol, mannose, raffinose, rhamnose, salicin, trehalose
674529	arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, sucrose, xylose
338188	arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, salicin, sucrose
626930	arabinose, glycerol, mannitol, rhamnose, salicin, sorbitol, trehalose
477666	acetate, arabinose, cellobiose, dextrin, fructose, galactose, glucose, glycogen, lactose, maltose, mannose, melibiose, propionate, raffinose, rhamnose, ribose, salicin, sucrose, xylose
477666	acetate, arabinose, cellobiose, dextrin, fructose, galactose, glucose, glycogen, lactose, maltose, mannose, melibiose, propionate, pyruvate, raffinose, rhamnose, ribose, salicin, sucrose, xylose
329854	arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, sucrose, xylose
204516	fructose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, sorbitol, sucrose
626931	arabinose, glycerol, mannitol, rhamnose, salicin, sorbitol, trehalose
732242	acetate, arabinose, dextrin, glucose, glycogen, maltose, mannose, propionate, pyruvate, rhamnose, succinate, xylose
310297	arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, sucrose, xylose
392838	arabinose, cellobiose, dextrin, fructose, galactose, glucose, glycogen, lactate, lactose, maltose, mannose, pyruvate
1133319	arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, salicin, sucrose, xylose
871324	arabinose, cellobiose, glucose, lactose, maltose, mannose, raffinose, rhamnose, sucrose, xylose
371601	arabinose, cellobiose, glucose, glycerol, lactose, maltose, mannitol, mannose, raffinose, rhamnose, salicin, sorbitol, sucrose, trehalose, xylose
455359	acetate, citrate, fructose, inosine
287535	acetate, adonitol, arabinose, arabitol, fructose, fucose, glucose, maltose, N-acetylgulcosamine, propionate, sorbitol
487174	glucose, lactose, maltose, mannose
397865	acetate, cellobiose, glucose, maltose, mannose, raffinose, succinate, sucrose
999931	acetate, alanine, arabinose, arginine, dextrin, fructose, galactose, gluconic acid, glucose, glutamate, glycerol, histidine, maltose, mannose, melibiose, phenylalanine, pyruvic acid methyl ester, raffinose, ribose, salicin, serine, sucrose, tryptophan, Tween 40, Tween 80
686234	arginine, glycine, leucine, proline, tryptophan
686223	arginine, glycine, leucine, tryptophan
686226	arginine, glycine, leucine, proline
931097	arginine, glycine, leucine, proline, tryptophan
653940	dextrin, fructose, maltose
653940	fructose, maltose
549685	fructose, galactose, glucose, lactose, maltose, salicin, trehalose
1403274	arabinose, fructose, fucose, galactose, glucose, maltose, mannose, sucrose, xylose
232259	arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, melibiose, raffinose, salicin, sucrose, trehalose, xylose
529505	acetate, alanine, alaninamide, alanine, arabinose, arabitol, cellobiose, dextrin, fructose, fucose, galactose, glucose, glutamate, glycogen, inosine, lactose, maltose, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, ornithine, raffinose, salicin, succinate, sucrose, threonine, thymidine, trehalose, Tween 40, Tween 80, uridine, xylitol
360411	arabinose, fructose, galactose, glucose, mannose, raffinose, ribose, sucrose, xylose
365533	adonitol, asparagine, cellobiose, glucose, lactate, lactose, maltose, mannitol, mannose, proline, raffinose, rhamnose, ribose, sorbitol, sucrose, threonine, trehalose, xylose
938405	3-hydroxybutyrate, fructose, fucose, galactose, glucuronamide, glucose, malate, rhamnose
1055355	2-ketogluconate, 3-hydroxybutyrate, 5-ketogluconate, acetate, itaconate, malonate, propionate, ribose, suberic acid, valerate
207949	acetate, glutamate, malate, pyruvic acid methyl ester, succinate, Tween 40, Tween 80
394098	adonitol, maltose, Tween 60
1265685	acetate, citrate, glutamate, lactate, malate, pyruvate
471511	mannose, melibiose, salicin
518643	arabinose, cellobiose, galactose, gluconic acid, glycogen, lactose, melibiose, raffinose, ribose, salicin, sucrose
218140	arabinose, maltose, mannose, raffinose, salicin, sucrose, xylose
1680	arabinose, cellobiose, glucose, glycogen, lactose, maltose, mannitol, melibiose, raffinose, ribose, salicin, trehalose, xylose
356829	2-ketogluconate, arabinose, cellobiose, fructose, galactose, gluconic acid, glucose, glycogen, lactose, maltose, mannitol, mannose, melibiose, raffinose, ribose, salicin, sucrose, trehalose, xylose
291187	gelatin, histidine, Tween 80, urea
456455	alanine, alanine, histidine, propionate, rhamnose
649333	citrate, glucose, mannose
649333	arabinose, citrate, gluconic acid, glucose, malate, maltose, mannitol, mannose, N-acetylgulcosamine, phenylacetate
291188	acetate, alanine, alanine, gelatin, histidine
1123757	Tween 20, Tween 40, Tween 60, Tween 80
291186	acetate, alanine, alanine, gelatin, histidine, proline, serine, Tween 80, urea, valerate
291189	gelatin, histidine, Tween 80
673521	arabinose, ribose, Tween 40, Tween 80
138336	adipate, arabinose, dextrin, fructose, gluconic acid, glucose, inosine, lactose, malate, mannose, myo-inositol, ribose
1031537	acetate, alpha-ketovaleric acid, arabitol, cellobiose, fructose, fucose, galacturonic acid, gluconic acid, glucose, glycerol, lactate, lactose, mannitol, melibiose, methyl beta-D-glucoside, myo-inositol, ribose, sucrose, Tween 40
871665	5-ketogluconate, arabinose, ribose
871664	arabinose, fucose, glucose, glycerol, ribose
1036778	adipate, mannose
1036779	adipate, arabinose, glucose, mannose
502051	acetate, alanine, alaninamide, alanine, alpha-cyclodextrin, asparagine, aspartate, cellobiose, dextrin, fructose, gelatin, glucosamine, glucose, glutamate, glycogen, inosine, lactose, leucine, maltose, mannose, melibiose, methyl beta-D-glucoside, proline, sucrose, trehalose, Tween 40, Tween 80
396014	arabinose, arabitol, aspartate, cellobiose, dextrin, fructose, galactose, glucose, glycine, glycogen, lactose, maltose, mannitol, mannose, N-acetylgulcosamine, pyruvic acid methyl ester, raffinose, rhamnose, salicin, sorbitol, sucrose, trehalose, Tween 20, Tween 40, xylose
556288	fructose, galactose, glucose, lactose, maltose, mannose, sucrose, xylose
661979	arabitol, dextrin, fucose, galactose, gelatin, gluconic acid, glucose, glycogen, inosine, maltose, mannitol, mannose, melibiose, pyruvate, raffinose, rhamnose, sorbitol, sucrose, Tween 60, uridine
416230	acetate, arabinose, cellobiose, dextrin, fructose, galactose, galacturonic acid, gelatin, glucose, glycerol, glycogen, inosine, lactate, lactose, maltose, mannose, melibiose, pyruvate, pyruvic acid methyl ester, raffinose, sucrose, trehalose, urea, xylitol, xylose
244734	arabinose, fructose, galactose, glucose, maltose, mannitol, mannose, N-acetylgulcosamine
993502	acetate, alaninamide, arabinose, arabitol, asparagine, aspartate, formic acid, fructose, fucose, galactonic acid, galactose, galacturonic acid, gluconic acid, glucuronamide, glucose, glutamate, lactate, mannitol, mannose, propionate, pyruvic acid methyl ester, quinic acid, rhamnose, succinate, Tween 80
1355477	arabinose, arabitol, asparagine, citrate, fructose, fucose, glutamate, glycerol, leucine, mannitol, mannose, phenylalanine, proline, rhamnose, ribose, sorbitol, threonine, tryptophan, xylose
990078	arabinose, fructose, galactose, mannose, melibiose, proline, ribose, sucrose, xylose
280333	adipate, arabinose, fructose, gluconic acid, glucose, glycine, lactate, malate, maltose, mannitol, proline, pyruvate, rhamnose, succinate, xylose
745119	fructose, glucose, glutamate, glycine, pyruvate, ribose, sucrose
1109412	arabinose, asparagine, aspartate, formic acid, fructose, galactose, gluconic acid, glucose, glycerol, lactose, mannitol, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, pyruvic acid methyl ester, raffinose, serine, sorbitol, succinate, sucrose, trehalose
927786	arabinose, ribose, xylose
511487	cellobiose, fructose, fucose, galactose, glycogen, maltose, mannitol, N-acetylgulcosamine, salicin, trehalose, xylitol
278990	adonitol, alanine, alanine, arabitol, arginine, aspartate, citrate, fructose, galactose, galacturonic acid, gelatin, gluconic acid, glucose, glutamate, glycerol, lactate, lactose, malate, maltose, mannitol, mannose, N-acetylgulcosamine, proline, putrescine, ribose, sorbitol, succinate, sucrose, trehalose, tryptophan
651560	glucose, maltose, mannitol, N-acetylgulcosamine, sucrose, trehalose
497735	acetate, adipate, alanine, alanine, gluconic acid, malate, mannitol, mannose, N-acetylgulcosamine, phenylacetate, proline, rhamnose, valerate
417948	alanine, alanine, fucose, gluconic acid, malate, mannitol, mannose, myo-inositol, N-acetylgulcosamine, putrescine, salicin, succinate, trehalose, Tween 80
1046555	fructose, galactose, glucose, glycogen, maltose, mannitol, mannose, rhamnose, ribose, sorbitol
225845	acetate, alanine, alaninamide, alanine, asparagine, aspartate, carnitine, citrate, dextrin, formic acid, fucose, gluconic acid, glucose, glycerol, histidine, hyrdoxyproline, lactate, leucine, maltose, methyl pyruvate, N-acetylgulcosamine, ornithine, phenethylamine, phenylalanine, proline, propionate, putrescine, serine, succinate, sucrose, trehalose, Tween 40, Tween 80, urocanic acid
909936	3-hydroxybutyrate, acetate, adipate, gluconic acid, glycogen, lactate, malate, suberic acid, valerate
1262550	2,3-butanediol, adonitol, alanine, alanine, alpha-ketovaleric acid, cellobiose, formic acid, galactonic acid, galacturonic acid, glucosamine, glucose, glycerol, glycine, lactate, lactose, N-acetylgulcosamine, phenylalanine, proline, putrescine, quinic acid, rhamnose, succinate, trehalose, Tween 40, Tween 80, uridine
479117	2,3-butanediol, alanine, alanine, alpha-ketovaleric acid, asparagine, glutamate, pyruvic acid methyl ester, serine, succinate, Tween 40, Tween 80
358099	arginine, asparagine, malonate, proline, serine
260553	glucose
1403566	acetate, alanine, alanine, fucose, gluconic acid, glutamate, lactate, malate, methyl pyruvate, propionate, pyruvate, succinate, Tween 80
366888	acetate, arabinose, arabitol, cellobiose, dextrin, fructose, fucose, galactose, galacturonic acid, glucose, glycogen, lactate, lactose, malate, maltose, mannitol, mannose, N-acetylgulcosamine, propionate, raffinose, rhamnose, ribose, salicin, sorbitol, sucrose, trehalose, xylitol
629680	3-hydroxybutyrate, acetate, citrate, galactose, glucose, histidine, mannose, propionate, pyruvate, ribose, sorbitol
629680	acetate, citrate, galactose, glucose, histidine, mannose, propionate, pyruvate, ribose, sorbitol
1136497	alanine, alanine, arginine, leucine, proline
946573	acetate, arabinose, cellobiose, citrate, fructose, glucose, lactate, maltose, mannose, propionate, pyruvate, ribose, trehalose, xylose
748831	fructose, galactose, gluconic acid, glucose, mannose, rhamnose, sorbitol, sucrose, xylose
370977	alanine, alaninamide, alanine, asparagine, aspartate, glutamate, glycogen, mannitol, mannose, myo-inositol, proline, pyruvate, raffinose, serine, succinate, threonine
472166	alaninamide, aspartate, dextrin, quinic acid
472166	aspartate, dextrin
322163	aspartate, cellobiose, fructose, glucose, glutamate, maltose, mannose, succinate
424796	Tween 20, Tween 40, Tween 60
588932	acetate, alanine, alaninamide, alanine, alpha-ketovaleric acid, asparagine, aspartate, histidine, hyrdoxyproline, leucine, methyl pyruvate, propionate, serine, succinate, threonine, Tween 20, Tween 40, Tween 60, Tween 80
588932	acetate, alanine, alaninamide, alanine, alpha-ketovaleric acid, asparagine, aspartate, histidine, hyrdoxyproline, Tween 20, Tween 40, Tween 60, Tween 80
588932	acetate, alanine, alaninamide, alanine, alpha-ketovaleric acid, asparagine, aspartate, glutamate, histidine, hyrdoxyproline, leucine, methyl pyruvate, proline, propionate, serine, succinate, Tween 20, Tween 40, Tween 60, Tween 80, urea
172043	acetate, alanine, alanine, aspartate, caprate, galactose, glucose, glutamate, malate, maltose, methyl pyruvate, N-acetylgulcosamine, proline, pyruvate, succinate, sucrose
74325	cellobiose, glucose, maltose, proline, succinate
74326	3-hydroxybutyrate, alanine, alanine, aspartate, cellobiose, glucose, glutamate, lactate, malonate, mannose, proline, rhamnose, succinate
1325724	adonitol, alanine, alanine, arabinose, asparagine, aspartate, caprate, citrate, galactose, glycerol, histidine, malate, malonate, maltose, mannose, propionate, pyruvic acid methyl ester, serine, threonine
871741	glucose
349934	arabinose, fructose, galactose, glucose, glycerol, glycogen, lactate, maltose, mannitol, mannose, pyruvate, rhamnose, ribose
120577	arabinose, galactose, glutamate, ribose, xylose
1218315	adipate, arabinose, glucose, maltose, mannose, N-acetylgulcosamine
444163	adipate, arabinose, glucose, maltose, mannose, N-acetylgulcosamine
120576	glutamate, ribose
392717	alanine, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, asparagine, aspartate, citrate, fructose, fucose, galactose, galacturonic acid, gluconic acid, glucuronamide, glucosamine, glucose, glutamate, lactose, maltose, mannitol, methyl beta-D-glucoside, myo-inositol, proline, quinic acid, raffinose, rhamnose, sorbitol, sucrose, threonine, trehalose, xylitol
360054	arabinose, fucose, pyruvate, sorbitol
360054	cellobiose, fructose, galactose, galacturonic acid, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, ribose, salicin, sucrose, trehalose, xylose
863522	cellobiose, ethanol, fructose, galactose, glucose, lactate, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, sucrose, xylose
1119056	citrate, gluconic acid, malate, mannitol
