tax_id	carbon_substrates
475082	arabinose, maltose, salicin, trehalose
552546	arginine, cellobiose, fructose, gelatin, glucose, glutamate, lactose, mannose, pyruvate, raffinose, ribose, sucrose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80
1005926	fructose, galactose, glucose, lactose, maltose, mannose, melibiose, raffinose, sucrose, trehalose
1073328	acetate, alanine, alaninamide, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, asparagine, aspartate, cellobiose, dextrin, fructose, galactose, gluconic acid, glucose, glutamate, glycine, glycogen, lactate, lactose, maltose, mannose, melibiose, methyl pyruvate, methyl beta-D-glucoside, N-acetylgulcosamine, propionate, raffinose, rhamnose, sorbitol, succinate, sucrose, trehalose, Tween 40, Tween 80
504488	acetate, alpha-cyclodextrin, alpha-ketovaleric acid, dextrin, fructose, galactose, glucose, glutamate, lactose, leucine, maltose, melibiose, proline, propionate, putrescine, raffinose, succinate, sucrose, threonine, trehalose, xylitol
504488	acetate, dextrin, fructose, galactose, glucose, glutamate, lactose, leucine, maltose, melibiose, proline, propionate, raffinose, succinate, sucrose, threonine, xylitol
645275	3-hydroxybutyrate, acetate, adonitol, arabinose, cellobiose, fructose, galactose, glucose, lactate, malate, maltose, mannitol, mannose, proline, pyruvate, rhamnose, salicin, trehalose, xylose
645275	3-hydroxybutyrate, acetate, adonitol, arabinose, cellobiose, fructose, galactose, glucose, lactate, malate, maltose, mannitol, mannose, myo-inositol, N-acetylgulcosamine, proline, pyruvate, rhamnose, ribose, salicin, trehalose, xylose
316335	galactose, glucose, mannose
253184	5-ketogluconate, arabitol, galacturonic acid, gluconic acid, glycogen, lactose, mannitol, mannose, melibiose, raffinose, rhamnose, salicin, Tween 40, Tween 80
699879	xylose
995034	arabinose, cellobiose, fructose, galactose, gluconic acid, glucose, glycerol, maltose, mannitol, mannose, ribose, sucrose, trehalose, xylose
331618	mannose, salicin, sucrose, trehalose
318425	fructose, glucose, mannitol, mannose, succinate, trehalose
146017	fructose, glucose, mannitol, mannose, myo-inositol, salicin, trehalose
701041	citrate, ribose
146020	adonitol, arabinose, fructose, glucose, mannitol, mannose, myo-inositol, salicin, sorbitol, trehalose
228230	arabinose, mannitol, xylose
258533	arabinose, citrate, mannitol, trehalose, xylose
388459	acetate, arabinose, arabitol, dextrin, fructose, gluconic acid, glucose, lactate, mannitol, mannose, propionate, pyruvate, ribose, succinate, trehalose, Tween 40, Tween 80, xylose
188915	Tween 80
512402	Tween 80
146021	fructose, glucose, mannitol, mannose, myo-inositol, sorbitol, trehalose
701042	ribose, Tween 80
1118379	Tween 80
146018	fructose, glucose, mannitol, mannose, myo-inositol, salicin, trehalose, xylose
370524	fructose, glucose, mannitol, mannose, succinate
1389713	Tween 80, urea
1389713	Tween 80
1389713	Tween 80
1389713	Tween 80
1389713	Tween 80
1389713	Tween 80
1389713	Tween 80
1389713	Tween 80
1389713	Tween 80, urea
1389713	Tween 80
1389713	Tween 80, urea
185642	Tween 80
265949	Tween 80
216929	adonitol, fructose, gluconic acid, glucose, glycerol, malate, mannitol, mannose, N-acetylgulcosamine, sorbitol, sucrose, trehalose, xylose
486698	Tween 80, urea
318424	fructose, glucose, mannitol, sorbitol, trehalose, xylitol, xylose
370526	glucose, mannitol, sorbitol, xylitol, xylose
220927	Tween 80
431269	glucose, mannitol
701043	citrate, ribose
273136	glucose
2105	glucose
872983	arginine
703342	2,3-butanediol, alanine, alanine, asparagine, aspartate, citrate, inosine, leucine, proline, propionate, serine, succinate, threonine, Tween 40, Tween 60, Tween 80, uridine
270914	acetate, alanine, alanine, asparagine, aspartate, glutamate, glycogen, lactate, leucine, methyl pyruvate, ornithine, proline, serine, succinate, threonine, uridine
702745	sorbitol, sucrose
1162966	2-ketogluconate, fucose, glucose, glycogen, lactate, mannitol, mannose, ribose, sorbitol, sucrose
1265690	fructose, glucose, maltose, ribose, sucrose
1052145	galactose, trehalose
929101	acetate, formic acid, lactate, propionate, succinate
759412	acetate, arginine, cellobiose, glucose, lactate, pyruvate, ribose, sucrose, tryptophan
549003	mannitol, raffinose, sorbitol, sucrose, trehalose
419186	arabinose, glucose, glycerol
926360	cellobiose, glucose, lactose, mannose, raffinose
558529	arabinose, fructose, galactose, glucose, glycerol, mannose, pyruvate, ribose, xylose
1095778	glucose, lactose, mannose, sucrose
1052014	acetate, asparagine, fructose, glucose, glutamate, glycine, lactate, lactose, maltose, mannitol, propionate, pyruvate, serine, sorbitol, succinate, sucrose, threonine
416273	acetate, ethanol, glycerol, lactate, propionate
416273	acetate, butanol, glycerol, lactate, propionate, pyruvate
348826	galactose, glucose, maltose, sucrose
640943	arabinose, asparagine, fructose, glucose, mannose, xylose
640943	arabinose, asparagine, fructose, glucose, mannose, xylose
388259	acetate, glucose, glycerol, lactate, malate, maltose, pyruvate, succinate, sucrose
759415	acetate, fructose, galactose, glucose, lactose, mannose, ornithine, pyruvate, sucrose, trehalose, tryptophan
759415	acetate, cellobiose, citrate, fructose, galactose, glucose, lactate, lactose, mannose, ornithine, pyruvate, ribose, sucrose, trehalose
993414	adonitol, arabinose, arabitol, fructose, galactose, glucose, glycerol, maltose, mannitol, mannose, ribose, sorbitol, sucrose, trehalose
481446	Tween 80
498371	glutamate, urea
646273	formic acid
646273	formic acid
244787	formic acid
286638	dextrin, fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, raffinose, ribose, salicin, xylitol
457923	acetate, adipate, pyruvate
648895	3-hydroxybutyrate, adipate, alanine, alanine, glycogen, histidine, malate, maltose, phenylacetate, proline, propionate, serine, suberic acid, valerate
457921	3-hydroxybutyrate, acetate, pyruvate
620903	succinate
508461	arabinose, citrate, mannitol, mannose, xylose
326522	citrate
1107316	glucose, maltose, sucrose
607712	glucose
607711	glucose, leucine, proline
607711	arginine, fructose, glucose
326523	acetate, glucose
207954	acetate, alanine, alanine, aspartate, citrate, gamma-aminobutyric acid, glutamate, lactate, malate, propionate, putrescine, pyruvate, succinate
651666	acetate, alanine, arginine, aspartate, fructose, galactose, gamma-aminobutyric acid, glutamate, glycerol, glycine, histidine, lactate, leucine, myo-inositol, ornithine, putrescine, serine, sorbitol, succinate, threonine, urea, xylose
619304	fructose, mannitol
1031538	methyl beta-D-glucoside
1045558	caprate, citrate, malate, phenylacetate
282199	acetate, citrate, glucose, lactate, malate, maltose, mannitol, mannose, ornithine, propionate, pyruvate, serine, succinate
197461	fructose, gluconic acid, glucose, mannose, ribose
269144	arabinose, fructose, glucose, glycerol, sucrose
515814	arabinose, gelatin, glucose, glycerol, maltose, melibiose, raffinose, sucrose, trehalose, Tween 80, xylitol
469799	arabinose, fructose, glucose, maltose, mannose, sucrose
302044	arabinose, cellobiose, fructose, glucose, malonate, mannitol, mannose, salicin, xylose
225325	dextrin, fructose, galactose, gelatin, glucose, lactose, maltose, mannose, sucrose, urea
272919	arabinose, cellobiose, dextrin, fructose, galactose, glucose, maltose, mannitol, mannose, salicin, sucrose, xylose
272918	arabinose, cellobiose, dextrin, fructose, galactose, glucose, maltose, mannitol, mannose, ribose, salicin, sucrose, trehalose, xylose
670863	alanine, arabinose, asparagine, fructose, gluconic acid, glucose, glutamate, glycerol, mannitol, serine, sorbitol, sucrose, Tween 40, Tween 80, xylose
225327	arabinose, cellobiose, dextrin, fructose, galactose, glucose, lactose, maltose, mannose, ribose, sucrose, xylose
418856	glycogen
675609	acetate, arabinose, citrate, fucose, histidine, lactate, malate, mannitol, melibiose, N-acetylgulcosamine, proline, propionate, rhamnose, sorbitol, Tween 80
379900	maltose, melibiose, rhamnose, salicin, sucrose
1285928	adonitol, arabinose, cellobiose, fructose, galactose, lactate, maltose, mannose, melibiose, N-acetylgulcosamine, pyruvate, rhamnose, ribose, salicin, sucrose
1285929	3-hydroxybutyrate, acetate, adonitol, arabinose, cellobiose, fructose, galactose, gluconic acid, mannose, melibiose, N-acetylgulcosamine, propionate, rhamnose, ribose, salicin, sucrose, trehalose, xylose
446683	arabinose, glucose, maltose, mannose, melibiose, N-acetylgulcosamine, rhamnose, salicin, sucrose
577386	acetate, alpha-cyclodextrin, arabinose, cellobiose, dextrin, fructose, fucose, galactose, galacturonic acid, glucose, glycogen, lactate, lactose, maltose, mannose, melibiose, methyl beta-D-glucoside, raffinose, rhamnose, sucrose, trehalose
550983	arabinose, glucose, histidine, maltose, mannose, melibiose, rhamnose, salicin, serine, sucrose
550983	arabinose, glucose, histidine, maltose, mannose, melibiose, N-acetylgulcosamine, rhamnose, salicin, serine, sucrose
1084526	alanine, alaninamide, alanine, arabinose, gluconic acid, glutamate, glycogen, lactate, leucine, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, pyruvic acid methyl ester, succinate, trehalose
1084524	alanine, alaninamide, alanine, cellobiose, fructose, galactose, gluconic acid, glucose, glutamate, glycogen, lactate, lactose, maltose, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, pyruvic acid methyl ester, raffinose, sucrose, trehalose, Tween 40
1084519	2,3-butanediol, acetate, adonitol, alanine, alaninamide, alanine, alpha-ketovaleric acid, arabinose, arabitol, asparagine, aspartate, carnitine, dextrin, fructose, fucose, galacturonic acid, gluconic acid, glucuronamide, glucosamine, glutamate, glycogen, itaconate, lactate, lactose, leucine, malonate, maltose, mannitol, methyl beta-D-glucoside, myo-inositol, ornithine, proline, propionate, pyruvic acid methyl ester, quinic acid, raffinose, rhamnose, serine, sorbitol, succinate, sucrose, threonine, trehalose, Tween 40, xylitol
390877	acetate, fructose, glucose, propionate, raffinose
568392	acetate, fructose, glucose, propionate, raffinose
204799	adipate, citrate, malate
472175	2-ketogluconate, arabinose, cellobiose, fucose, gluconic acid, glycerol, maltose, mannitol, melibiose, N-acetylgulcosamine, ribose, sorbitol, sucrose, xylose
721133	acetate, adipate, alanine, alanine, asparagine, aspartate, citrate, glucose, glutamate, glycerol, glycogen, histidine, lactate, leucine, malate, malonate, maltose, mannose, methyl pyruvate, myo-inositol, N-acetylgulcosamine, ornithine, phenylacetate, proline, propionate, succinate, sucrose, threonine, trehalose, trisodium citrate, Tween 80
721133	acetate, adipate, alanine, alanine, alpha-ketovaleric acid, asparagine, aspartate, citrate, glucose, glutamate, glycerol, glycogen, histidine, lactate, leucine, malate, malonate, maltose, mannose, methyl pyruvate, myo-inositol, N-acetylgulcosamine, ornithine, phenylacetate, proline, propionate, succinate, sucrose, threonine, trehalose, trisodium citrate, Tween 80, urocanic acid
430679	5-ketogluconate, arabitol, fructose, fucose, glucose, mannitol, ribose, sucrose, trehalose
427918	acetate, arabinose, cellobiose, citrate, fructose, gelatin, glucose, glycerol, malate, maltose, mannose, myo-inositol, propionate, pyruvate, succinate, sucrose, trehalose, valerate
267850	acetate, lactate, malate, pyruvate, succinate
590849	aspartate, cellobiose, citrate, fructose, glucose, glutamate, histidine, lactose, malonate, pyruvate, raffinose, succinate, sucrose, trehalose
404580	acetate, alanine, alanine, arabinose, citrate, galactose, glucosamine, histidine, mannitol, mannose, propionate, putrescine, pyruvate, serine
472158	fructose, galactose, glucose, glycerol, mannitol, mannose, ribose
404578	glutamate, maltose, mannose, succinate, trehalose
756689	arabinose, cellobiose, fructose, maltose, mannitol, mannose, melibiose, myo-inositol, rhamnose, salicin, sucrose, xylose
228600	acetate, citrate, glucose
209252	acetate, citrate, glucose, rhamnose
648753	fructose, galactose, raffinose, ribose, sorbitol, trehalose, xylose
648753	fructose, galactose, raffinose, ribose, sorbitol, sucrose, trehalose, xylose
648753	fructose, galactose, raffinose, ribose, sorbitol, sucrose, trehalose, xylose
257281	arabinose, citrate, galactose, glucose, mannose
356147	fructose, galactose, glucose, glycerol, maltose, mannitol, mannose, raffinose, ribose, sucrose
300029	acetate, glucose
290231	citrate, glucose
882446	adonitol, fructose, galactose, glucose, maltose, mannitol, mannose, propionate, sorbitol, succinate
931537	3-hydroxybenzoate, adonitol, alanine, arabinose, aspartate, cellobiose, fructose, galactose, histidine, malate, maltose, mannitol, mannose, melibiose, phenylacetate, phenylalanine, proline, ribose, salicin, serine, suberic acid, sucrose, trehalose, xylose
209246	citrate, glucose, mannose
204891	fructose, glucose, maltose, salicin, trehalose
328049	arabinose, fructose, glucose, glycerol, lactose, melibiose, ribose, salicin, sorbitol, sucrose
282685	arabinose, cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, mannose, myo-inositol, raffinose, ribose, sucrose, trehalose, xylose
382504	cellobiose, dextrin, fructose, galactose, glucose, mannitol, mannose, phenylalanine, raffinose, rhamnose, ribose, salicin, sorbitol, trehalose
508464	fructose, galactose, glucose, glycerol, salicin, trehalose
282684	arabinose, cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, mannose, myo-inositol, raffinose, rhamnose, sorbitol, sucrose, trehalose, xylose
236511	fructose, mannitol, mannose, raffinose, trehalose, Tween 80, urea
209249	glucose, maltose
356145	arabinose, galactose, glucose, maltose
626084	citrate, glucose, glycerol, rhamnose, sucrose, trehalose, urea
626084	citrate, glucose, glycerol, maltose, rhamnose, sucrose, trehalose, urea
626084	citrate, glucose, glycerol, rhamnose, sucrose, trehalose
113618	3-hydroxybenzoate, 3-hydroxybenzoate, acetate, arabinose, cellobiose, ethanol, fructose, gluconic acid, glucose, glycerol, glycogen, mannose, pyruvate, ribose, salicin, succinate, sucrose, trehalose, xylose
228601	acetate, citrate, glucose
280618	adonitol, alanine, alanine, arabinose, asparagine, cellobiose, dextrin, fructose, galactose, glucose, glycerol, histidine, maltose, mannitol, mannose, melibiose, proline, raffinose, ribose, salicin, sucrose, Tween 20, Tween 80, xylitol, xylose
419477	2,3-butanediol, acetate, dextrin, glucose, malate, maltose, mannitol, succinate, sucrose, trehalose
259390	acetate, galactose, glucose, mannose, sucrose
228006	3-hydroxybutyrate, alanine, alanine, aspartate, citrate, histidine, leucine, mannitol, N-acetylgulcosamine, proline, pyruvate, ribose, serine, trehalose
455432	adonitol, citrate, galactose, sorbitol
882447	arabinose, dextrin, fructose, galactose, glucose, maltose, mannitol, mannose, propionate, rhamnose, salicin, sorbitol, succinate, sucrose, Tween 20, xylose
238964	acetate, adipate, cellobiose, fructose, fucose, galactose, glucose, glycerol, lactate, malate, maltose, mannose, melibiose, pyruvate, rhamnose, ribose, salicin, sorbitol, succinate, sucrose
209247	citrate, gluconic acid, glucose, mannose
252231	cellobiose, citrate, fructose, galactose, glucose, glycerol, lactose, mannitol, mannose, raffinose, ribose, salicin, Tween 80, xylose
433664	melibiose, raffinose
1175486	arabinose, gluconic acid, glucose, malate, maltose, mannitol, mannose, N-acetylgulcosamine
281714	arabinose, cellobiose, raffinose, trehalose, Tween 20, Tween 40, Tween 60
748909	arabinose, gluconic acid, glucose, malate, maltose, mannitol, mannose, Tween 80
203799	rhamnose, ribose, Tween 80
374513	arabitol, cellobiose, gelatin, gluconic acid, glucose, mannitol, salicin, sucrose, trehalose
433657	lactose, mannose, melibiose
574700	arabinose, cellobiose, rhamnose, Tween 20, Tween 40, Tween 60, Tween 80
634770	Tween 20, Tween 80
634770	glucose, Tween 20, Tween 80
1651781	arabitol, cellobiose, fucose, lactose, mannitol, rhamnose, salicin, sorbitol
634462	malate, trehalose
634462	malate, trehalose
908359	3-hydroxybutyrate, acetate, gluconic acid, glucose, glycogen, malate, N-acetylgulcosamine, phenylacetate, proline, propionate, sucrose, valerate
1046556	2-ketogluconate, 3-hydroxybenzoate, 4-hydroxbenzoate, arabinose, caprate, citrate, lactate, malonate, maltose, rhamnose, serine
402297	2,3-butanediol, acetate, alpha-ketovaleric acid, fructose, glucose, inosine, lactate, malate, mannose, methyl pyruvate, methyl beta-D-glucoside, pyruvate, ribose, sorbitol, thymidine, trehalose, uridine
450734	adonitol, glycerol, melibiose, ribose
317019	glucose, pyruvate, salicin, succinate, sucrose
1353775	arabitol, cellobiose, fucose, lactose, mannitol, rhamnose, salicin, sorbitol
450363	glucose, mannitol
375542	acetate, adonitol, arabinose, cellobiose, citrate, formic acid, fructose, galactose, glucose, glycerol, lactose, malate, maltose, mannitol, mannose, myo-inositol, raffinose, sorbitol, succinate, trehalose, xylose
252230	cellobiose, citrate, fructose, galactose, glucose, glycerol, lactose, mannitol, mannose, raffinose, salicin, Tween 80, xylose
661493	arabinose
363868	acetate, alanine, alanine, arginine, asparagine, aspartate, caprate, fructose, gluconic acid, glutamate, glycine, histidine, leucine, malate, maltose, mannitol, phenylacetate, phenylalanine, proline, propionate, pyruvate, serine, suberic acid, threonine, tryptophan, valerate, xylose
443157	adipate, arabinose, galactose, gluconic acid, malate, mannitol, melibiose, rhamnose
449461	2-ketogluconate, 3-hydroxybutyrate, acetate, alanine, alanine, gluconic acid, glucose, glycogen, itaconate, malate, mannitol, melibiose, proline, propionate, rhamnose, ribose, serine, sucrose, valerate
520089	Tween 80
397258	citrate, rhamnose, sorbitol, succinate
394734	acetate, cellobiose, galactose, glucose, glutamate, malate, maltose, mannose, pyruvate, salicin, trehalose, xylose
349522	malate, mannose, pyruvate, trehalose
433651	lactose, mannose, melibiose
305517	cellobiose, galactose, gelatin, glucose, maltose, mannitol, raffinose, rhamnose, ribose, sorbitol, sucrose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80
338077	sorbitol, Tween 20, Tween 40, Tween 60
1045774	acetate, alpha-ketovaleric acid, dextrin, fructose, galactose, gluconic acid, glucose, glycerol, inosine, lactate, mannitol, mannose, propionate, pyruvate, pyruvic acid methyl ester, rhamnose, ribose, salicin, sorbitol, sucrose, thymidine, trehalose, Tween 40, Tween 80, uridine
419476	citrate, fructose, galactose, gluconic acid, maltose, mannitol, trehalose, xylose
1210400	cellobiose, galactose, N-acetylgulcosamine, proline, pyruvate, raffinose, salicin, sucrose, trehalose
374514	asparagine, rhamnose
433659	mannitol, raffinose
273676	acetate, alanine, alanine, aspartate, cellobiose, fructose, galactose, gluconic acid, glucose, histidine, lactate, leucine, malate, maltose, mannitol, mannose, melibiose, phenylacetate, proline, propionate, putrescine, pyruvate, rhamnose, sucrose, trehalose
400774	3-hydroxybenzoate, 3-hydroxybutyrate, 3-hydroxybenzoate, 4-hydroxbenzoate, acetate, alanine, alanine, gluconic acid, glycogen, maltose, phenylacetate, proline, propionate, rhamnose, salicin, valerate
627624	3-hydroxybutyrate, acetate, adipate, citrate, gluconic acid, glucose, malate, maltose, proline, propionate, sucrose, valerate
627624	citrate, fructose, maltose
1119534	acetate, alanine, alanine, arabitol, arginine, aspartate, cellobiose, dextrin, fructose, galactose, galacturonic acid, gluconic acid, glucuronamide, glucose, malate, maltose, mannose, melibiose, proline, propionate, quinic acid, raffinose, serine, sucrose, trehalose, Tween 40
1005945	cellobiose, fructose, glycerol, mannitol, raffinose, rhamnose, trehalose
374513	arginine, cellobiose, glucose, mannitol, ornithine, ribose, sucrose
1276547	arabinose, cellobiose, fructose, galactose, glucose, glycerol, lactose, mannitol, N-acetylgulcosamine, proline, pyruvate, raffinose, rhamnose, salicin, sucrose, trehalose
433648	cellobiose, fructose, galactose, glucose, lactose, maltose, mannitol, melibiose, myo-inositol, rhamnose, sucrose, trehalose, xylose
1005944	cellobiose, fructose, glucose, mannitol, mannose, rhamnose, sucrose, trehalose, xylose
574651	glucose, maltose, mannitol, phenylacetate
424797	adipate, galactose, gluconic acid, lactose, malate, mannitol, melibiose, rhamnose, Tween 20, Tween 40, Tween 60, Tween 80
220378	arabinose, galactose, glycerol, lactose, mannitol, mannose, rhamnose, sucrose, xylose
225762	arabinose, cellobiose, galactose, glucose, lactose, maltose, raffinose, rhamnose, serine, sorbitol, sucrose, xylitol, xylose
412417	arabinose, salicin, trehalose
280240	arabinose, cellobiose, fructose, galactose, glucose, glycerol, maltose, mannitol, mannose, rhamnose, ribose, sucrose
280239	arabinose, cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, raffinose, rhamnose, ribose, sucrose, xylose
1048357	arabinose, fructose, galactose, glucose, mannitol, mannose, ribose
639240	fructose, galactose, glucose, glycerol, glycogen, mannitol, mannose, Tween 40
239984	arabinose, glycerol, myo-inositol, rhamnose, xylose
280236	arabinose, cellobiose, fructose, galactose, glucose, glycerol, lactose, mannitol, raffinose, sorbitol, sucrose, xylose
516701	alanine, alanine, glucose, sucrose, xylose
629485	arabinose, fructose, galactose, glucose, sucrose, xylose
1246458	2,3-butanediol, acetate, adipate, adonitol, alanine, alanine, arabinose, arginine, cellobiose, citrate, galactose, gelatin, gluconic acid, glucose, lactate, lactose, maltose, mannitol, ornithine, proline, serine, sucrose, trehalose
464995	arabinose, cellobiose, citrate, fructose, glucose, glycerol, mannitol, mannose, myo-inositol, raffinose, ribose, sucrose, trehalose
280238	arabinose, glucose, glycerol, ribose
280237	arabinose, fructose, glucose, lactose, maltose, rhamnose, ribose, sucrose
245836	fructose, raffinose, ribose, sucrose
501010	citrate, galactose, glycerol, lactose, malonate, maltose, mannitol, mannose, melibiose, propionate, pyruvate, rhamnose, sucrose, xylose
239974	arabinose, glycerol, lactose, xylose
323273	Tween 20, Tween 40, Tween 80
561173	cellobiose, galactose, glucose, ribose, sucrose
404385	arabinose, cellobiose, fructose, glycerol, mannitol, mannose, myo-inositol, raffinose, rhamnose, sucrose, xylose
404386	arabinose, cellobiose, fructose, glycerol, mannitol, mannose, myo-inositol, raffinose, rhamnose, sucrose, xylose
882448	adonitol, alanine, dextrin, fructose, histidine, hyrdoxyproline, lactose, leucine, maltose, mannitol, mannose, melibiose, phenylalanine, proline, rhamnose, serine, succinate, sucrose, threonine, xylose
633440	adonitol, arabinose, cellobiose, dextrin, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, raffinose, rhamnose, salicin
281186	adonitol, arabinose, cellobiose, fructose, galactose, glucose, mannitol, mannose, melibiose, N-acetylgulcosamine, proline, rhamnose, sucrose, trehalose, xylose
568818	arabinose, cellobiose, citrate, fructose, lactose, mannitol, mannose, myo-inositol, rhamnose, sucrose, xylose
638574	adonitol, aspartate, cellobiose, citrate, fructose, galactose, glucose, malate, maltose, mannose, proline, rhamnose, trehalose, xylose
638574	adonitol, aspartate, cellobiose, citrate, fructose, galactose, glucose, malate, maltose, mannose, N-acetylgulcosamine, proline, rhamnose, trehalose, xylose
1144553	arabinose, fructose, galactose, glucose, lactose, maltose, mannitol, mannose, raffinose, rhamnose, sorbitol, sucrose, xylose
1032476	glucose, glycerol, maltose, mannitol, mannose, raffinose, rhamnose, sorbitol, succinate, xylitol, xylose
489910	arabinose
1260987	proline, Tween 80
505248	arabinose, cellobiose, fructose, galactose, glucose, leucine, malate, maltose, mannose, proline, rhamnose, sucrose
1117703	arabinose, cellobiose, fructose, galactose, glucose, maltose, mannose, proline, sucrose
1602736	arabinose, cellobiose, fructose, galactose, glucose, maltose, mannose, proline, sucrose
1420591	glucose, rhamnose, sucrose, Tween 20
1117702	cellobiose, glucose, histidine, lactate, pyruvate, rhamnose
462949	alanine, alaninamide, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, dextrin, glucose, glutamate, glycogen, leucine, maltose, mannose, methyl pyruvate, proline, succinate, Tween 40, Tween 80
145287	alanine, alanine
1329895	alanine, alanine, arabinose, fructose, galactose, glucose, histidine, malate, maltose, mannose, proline, serine, sucrose, trehalose
428990	arabinose, fructose, galactose, glucose, lactose, maltose, mannose, raffinose, rhamnose, trehalose, Tween 80, xylose
428991	acetate, arabinose, fructose, galactose, glucose, lactose, maltose, mannose, pyruvate, raffinose, sorbitol, trehalose, Tween 80
205844	glucose, maltose, phenylacetate
574956	3-hydroxybutyrate, acetate, alanine, alanine, arabinose, fructose, glucose, leucine, proline, pyruvate, trehalose, xylose
574956	3-hydroxybutyrate, acetate, alanine, alanine, arabinose, fructose, glucose, leucine, proline, pyruvate, trehalose, xylose
260085	alanine, alanine, arabinose, cellobiose, fructose, glucose, maltose, mannose, proline, rhamnose, sucrose, xylose
392412	glucose, malate, maltose, mannose, N-acetylgulcosamine
526216	alanine, alanine, arabitol, glutamate, leucine, proline, rhamnose, Tween 40
580166	alanine, alaninamide, alanine, alpha-cyclodextrin, dextrin, fructose, glycogen, histidine, leucine, methyl pyruvate, phenylalanine, proline, Tween 40, Tween 80, uridine, urocanic acid
580166	fructose, glycogen
225422	adipate, alanine, alanine, asparagine, aspartate, citrate, glucose, glutamate, glycerol, lactate, malate, mannitol, ornithine, proline, pyruvate, serine, succinate
763065	alaninamide, alanine, alpha-ketovaleric acid, arabinose, arginine, citrate, fructose, fucose, galactose, glutamate, glycine, lactate, mannitol, phenylalanine, proline, pyruvic acid methyl ester, urea
314255	2,3-butanediol, acetate, arabinose, arabitol, formic acid, galactose, gluconic acid, glutamate, glycerol, glycogen, lactate, malonate, mannitol, myo-inositol, propionate, putrescine, serine, sorbitol, threonine, Tween 40
252302	2,3-butanediol, acetate, alanine, alanine, arabitol, cellobiose, citrate, formic acid, galactose, gluconic acid, glucose, glutamate, glycogen, inosine, lactate, lactose, maltose, N-acetylgulcosamine, propionate, pyruvate, pyruvic acid methyl ester, ribose, serine, sucrose, trehalose, Tween 80, uridine, xylitol
396013	acetate, adonitol, alanine, alanine, arabinose, arabitol, cellobiose, citrate, dextrin, formic acid, fructose, galactose, glucose, glutamate, histidine, inosine, lactate, maltose, mannitol, mannose, proline, propionate, rhamnose, serine, succinate, sucrose, thymidine, trehalose, uridine, xylitol
375761	acetate, cellobiose, citrate, dextrin, ethanol, fructose, galactose, gluconic acid, glucose, lactose, malonate, mannitol, pyruvate, ribose, sorbitol, succinate, sucrose
517719	alanine, alanine, cellobiose, ethanol, fructose, galactose, glucose, glycine, malonate, maltose, mannitol, sorbitol, sucrose, xylose
517719	alanine, alanine, cellobiose, ethanol, fructose, galactose, glucose, malonate, maltose, mannitol, sorbitol, sucrose, trehalose, xylose
391948	acetate, alanine, alanine, asparagine, aspartate, formic acid, galacturonic acid, glutamate, glycogen, histidine, itaconate, lactate, proline, propionate, serine, succinate
391948	acetate, alanine, alanine, asparagine, aspartate, formic acid, galacturonic acid, glutamate, glycogen, histidine, itaconate, lactate, ornithine, proline, propionate, serine, succinate, thymidine
1176697	glycine
450804	3-hydroxybutyrate, 5-ketogluconate, alanine, alanine, arabinose, proline
641510	alanine, arginine, aspartate, citrate, histidine, leucine, phenylalanine, tryptophan
346183	citrate, malate
981381	acetate, alaninamide, alpha-ketovaleric acid, dextrin, glutamate, glycerol, malate, methyl beta-D-glucoside, propionate, putrescine, pyruvic acid methyl ester, xylitol
860221	arabinose, glycogen, mannitol, ribose, salicin, trehalose
405946	arabinose, fructose, glucose, glycerol, maltose, mannitol, melibiose, myo-inositol, N-acetylgulcosamine, ribose, sorbitol, xylose
381706	2,3-butanediol, alaninamide, alpha-ketovaleric acid, dextrin, fructose, galactose, gelatin, glucose, glycerol, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, ribose
1229152	fructose, mannose, ribose, salicin
1004261	cellobiose, fructose, glucose, glycogen, maltose, mannitol, mannose, N-acetylgulcosamine, raffinose, salicin, sucrose, trehalose
546107	arabinose, fructose, mannitol, sorbitol, sucrose, trehalose, xylose
531815	fructose, glucose, maltose, mannitol, mannose, sucrose
545501	fructose, galactose, glucose, maltose, mannose, melibiose, sucrose, trehalose, Tween 40
1235259	citrate, malate
372463	fructose, gelatin, glucose, glycerol, lactose, maltose, mannitol, mannose, N-acetylgulcosamine, trehalose, Tween 40, Tween 60, xylose
515440	acetate, ethanol, mannose, raffinose, ribose, xylose
391287	adonitol, arabitol, cellobiose, citrate, fucose, mannitol, myo-inositol, N-acetylgulcosamine, rhamnose, sorbitol, sucrose, Tween 80, uridine
391287	adonitol, arabitol, cellobiose, citrate, fucose, mannitol, rhamnose, sorbitol, sucrose, Tween 80, uridine
